FBpp0113095	FBgn0031813	Drosophila_melanogaster
F58F9.7.3	WBGene00019060	Caenorhabditis_elegans_strain_N2
ENSSFOP00015027096	ENSSFOG00015017377	Scleropages_formosus	ENSSFOT00015027405
ENSPKIP00000019608	ENSPKIG00000004695	Paramormyrops_kingsleyae	ENSPKIT00000000204
ENSCHAP00000025308	ENSCHAG00000011209	Clupea_harengus	ENSCHAT00000027527
ENSDCDP00000019390	ENSDCDG00000013987	Denticeps_clupeoides	ENSDCDT00000026923
ENSAMXP00000011241	ENSAMXG00000010946	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000011241
ENSAMXP00005051434	ENSAMXG00005023045	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000005600	ENSPNAG00000001940	Pygocentrus_nattereri
ENSIPUP00000003549	ENSIPUG00000002518	Ictalurus_punctatus
ENSEEEP00000042035	ENSEEEG00000019745	Electrophorus_electricus
ENSDARP00000056744	ENSDARG00000038865	Danio_rerio
ENSTRUP00000006274	ENSTRUG00000002688	Takifugu_rubripes
ENSLBEP00000026826	ENSLBEG00000020354	Labrus_bergylta
ENSGACP00000000988	ENSGACG00000000759	Gasterosteus_aculeatus
ENSBSLP00000001884	ENSBSLG00000001076	Betta_splendens
ENSSDUP00000006980	ENSSDUG00000004996	Seriola_dumerili
ENSSLDP00000014879	ENSSLDG00000011817	Seriola_lalandi_dorsalis
ENSLCAP00010025840	ENSLCAG00010012066	Lates_calcarifer
ENSSMAP00000013617	ENSSMAG00000008346	Scophthalmus_maximus
ENSATEP00000004601	ENSATEG00000003138	Anabas_testudineus
ENSMALP00000000409	ENSMALG00000000301	Monopterus_albus
ENSAPEP00000016581	ENSAPEG00000011800	Amphiprion_percula
ENSAOCP00000025488	ENSAOCG00000013128	Amphiprion_ocellaris
ENSAPOP00000011094	ENSAPOG00000013678	Acanthochromis_polyacanthus
ENSSPAP00000031056	ENSSPAG00000023275	Stegastes_partitus
ENSPRNP00000041526	ENSPRNG00000020326	Parambassis_ranga
ENSHBUP00000012567	ENSHBUG00000014368	Haplochromis_burtoni
ENSPNYP00000013902	ENSPNYG00000010471	Pundamilia_nyererei
ENSACLP00000020371	ENSACLG00000013801	Astatotilapia_calliptera
ENSMZEP00005012321	ENSMZEG00005009243	Maylandia_zebra
ENSONIP00000004899	ENSONIG00000003889	Oreochromis_niloticus
ENSACIP00000018878	ENSACIG00000014668	Amphilophus_citrinellus
ENSGWIP00000018453	ENSGWIG00000010198	Gouania_willdenowi
ENSPFOP00000011693	ENSPFOG00000011546	Poecilia_formosa
ENSPLAP00000005152	ENSPLAG00000007019	Poecilia_latipinna
ENSPMEP00000020335	ENSPMEG00000023491	Poecilia_mexicana
