ENSCHAP00000011102	ENSCHAG00000006288	Clupea_harengus
ENSDCDP00000004449	ENSDCDG00000002259	Denticeps_clupeoides
ENSAMXP00005048040	ENSAMXG00005021994	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000047072	ENSAMXG00000037834	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000011626	ENSPNAG00000017278	Pygocentrus_nattereri
ENSEEEP00000018037	ENSEEEG00000008882	Electrophorus_electricus
ENSDARP00000094552	ENSDARG00000053934	Danio_rerio
ENSTRUP00000048291	ENSTRUG00000021131	Takifugu_rubripes
ENSTNIP00000001908	ENSTNIG00000001351	Tetraodon_nigroviridis
ENSMMOP00000028734	ENSMMOG00000021675	Mola_mola
ENSLCRP00005065289	ENSLCRG00005023815	Larimichthys_crocea
ENSCGOP00000029683	ENSCGOG00000013846	Cottoperca_gobio
ENSGACP00000001913	ENSGACG00000001477	Gasterosteus_aculeatus
ENSLBEP00000001172	ENSLBEG00000000931	Labrus_bergylta
ENSAPEP00000018470	ENSAPEG00000013199	Amphiprion_percula
ENSAOCP00000007133	ENSAOCG00000010837	Amphiprion_ocellaris
ENSAPOP00000031214	ENSAPOG00000018303	Acanthochromis_polyacanthus
ENSSPAP00000023668	ENSSPAG00000017863	Stegastes_partitus
ENSPRNP00000046239	ENSPRNG00000022305	Parambassis_ranga
ENSPFOP00000018117	ENSPFOG00000018032	Poecilia_formosa
ENSPMEP00000028075	ENSPMEG00000012901	Poecilia_mexicana
ENSPLAP00000008008	ENSPLAG00000010477	Poecilia_latipinna
ENSPREP00000003514	ENSPREG00000002532	Poecilia_reticulata
ENSXMAP00000015514	ENSXMAG00000015492	Xiphophorus_maculatus
ENSXCOP00000011609	ENSXCOG00000008762	Xiphophorus_couchianus
ENSGAFP00000014952	ENSGAFG00000010099	Gambusia_affinis
ENSCVAP00000008145	ENSCVAG00000009902	Cyprinodon_variegatus
ENSFHEP00000029771	ENSFHEG00000014663	Fundulus_heteroclitus
ENSKMAP00000010530	ENSKMAG00000007904	Kryptolebias_marmoratus
ENSORLP00015006646	ENSORLG00015007487	Oryzias_latipes_ASM223469v1
ENSORLP00020027845	ENSORLG00020011004	Oryzias_latipes_ASM223471v1
ENSORLP00000033625	ENSORLG00000028269	Oryzias_latipes_ASM223467v1
ENSOMEP00000025451	ENSOMEG00000006682	Oryzias_melastigma
ENSGWIP00000045981	ENSGWIG00000022725	Gouania_willdenowi
ENSACLP00000015808	ENSACLG00000010788	Astatotilapia_calliptera
ENSHBUP00000034650	ENSHBUG00000022347	Haplochromis_burtoni
ENSMZEP00005021340	ENSMZEG00005016024	Maylandia_zebra
ENSPNYP00000018063	ENSPNYG00000013649	Pundamilia_nyererei
ENSNBRP00000021219	ENSNBRG00000016279	Neolamprologus_brichardi
ENSONIP00000005328	ENSONIG00000004233	Oreochromis_niloticus
ENSACIP00000021327	ENSACIG00000016541	Amphilophus_citrinellus
ENSMALP00000030700	ENSMALG00000021216	Monopterus_albus
ENSMAMP00000035224	ENSMAMG00000023646	Mastacembelus_armatus
ENSATEP00000016317	ENSATEG00000011364	Anabas_testudineus
ENSBSLP00000006804	ENSBSLG00000003370	Betta_splendens
ENSSDUP00000023271	ENSSDUG00000016917	Seriola_dumerili
ENSSLDP00000032148	ENSSLDG00000024696	Seriola_lalandi_dorsalis
ENSLCAP00010020355	ENSLCAG00010009619	Lates_calcarifer
ENSSMAP00000034051	ENSSMAG00000020823	Scophthalmus_maximus
ENSCSEP00000001994	ENSCSEG00000001353	Cynoglossus_semilaevis
ENSPMGP00000012361	ENSPMGG00000010205	Periophthalmus_magnuspinnatus
ENSGMOP00000001013	ENSGMOG00000000992	Gadus_morhua
ENSHHUP00000056390	ENSHHUG00000033673	Hucho_hucho
ENSELUP00000000813	ENSELUG00000002368	Esox_lucius
ENSPKIP00000001373	ENSPKIG00000019695	Paramormyrops_kingsleyae	ENSPKIT00000025292
ENSSFOP00015020748	ENSSFOG00015013356	Scleropages_formosus
ENSAOWP00000013452	ENSAOWG00000009181	Apteryx_owenii
ENSAHAP00000022049	ENSAHAG00000015497	Apteryx_haastii
ENSARWP00000027661	ENSARWG00000018697	Apteryx_rowi
ENSDNVP00000027591	ENSDNVG00000019174	Dromaius_novaehollandiae
ENSNPEP00000006822	ENSNPEG00000005135	Nothoprocta_perdicaria
ENSABRP00000022782	ENSABRG00000019270	Anser_brachyrhynchus
ENSNMEP00000000854	ENSNMEG00000001254	Numida_meleagris
ENSTGUP00000002686	ENSTGUG00000002615	Taeniopygia_guttata
ENSLSDP00000021126	ENSLSDG00000014942	Lonchura_striata_domestica
ENSPMJP00000019349	ENSPMJG00000014506	Parus_major
ENSCCEP00000026307	ENSCCEG00000023144	Cyanistes_caeruleus
ENSJHYP00000021968	ENSJHYG00000016582	Junco_hyemalis
ENSFALP00000015280	ENSFALG00000014664	Ficedula_albicollis
ENSMUNP00000002126	ENSMUNG00000001900	Melopsittacus_undulatus
ENSCPRP00005016953	ENSCPRG00005011811	Crocodylus_porosus
ENSGAGP00000012971	ENSGAGG00000009956	Gopherus_agassizii
ENSGAGP00000012973	ENSGAGG00000009958	Gopherus_agassizii
ENSCABP00000021349	ENSCABG00000015725	Chelonoidis_abingdonii
ENSCPBP00000027142	ENSCPBG00000019232	Chrysemys_picta_bellii
ENSPSIP00000001834	ENSPSIG00000001841	Pelodiscus_sinensis
ENSNSUP00000014347	ENSNSUG00000010620	Notechis_scutatus
ENSPVIP00000015433	ENSPVIG00000011889	Pogona_vitticeps
ENSSMRP00000005875	ENSSMRG00000004732	Salvator_merianae
ENSPCIP00000002836	ENSPCIG00000002331	Phascolarctos_cinereus
ENSVURP00010021450	ENSVURG00010016429	Vombatus_ursinus
ENSMODP00000029674	ENSMODG00000023373	Monodelphis_domestica
ENSSHAP00000002483	ENSSHAG00000002198	Sarcophilus_harrisii
