ENSTTRP00000013363	ENSTTRG00000014094	Tursiops_truncatus
ENSSSCP00000051317	ENSSSCG00000001407	Sus_scrofa_strain_reference
ENSBTAP00000024407	ENSBTAG00000018343	Bos_taurus
ENSBMUP00000018256	ENSBMUG00000013810	Bos_mutus
ENSBIXP00005012882	ENSBIXG00005017063	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000030655	ENSBIXG00000012700	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBBBP00000010044	ENSBBBG00000018190	Bison_bison_bison
ENSOARP00000008666	ENSOARG00000008079	Ovis_aries
ENSCHIP00000026369	ENSCHIG00000022732	Capra_hircus
ENSEEUP00000007029	ENSEEUG00000007733	Erinaceus_europaeus
ENSUMAP00000020599	ENSUMAG00000015084	Ursus_maritimus
ENSUAMP00000015688	ENSUAMG00000012543	Ursus_americanus
ENSAMEP00000009939	ENSAMEG00000009462	Ailuropoda_melanoleuca
ENSCAFP00020026202	ENSCAFG00020020572	Canis_lupus_dingo
ENSCAFP00000042663	ENSCAFG00000030919	Canis_lupus_familiaris
ENSVVUP00000027966	ENSVVUG00000020487	Vulpes_vulpes
ENSMPUP00000011252	ENSMPUG00000011344	Mustela_putorius_furo
ENSNVIP00000021010	ENSNVIG00000016457	Neovison_vison
ENSPPRP00000012442	ENSPPRG00000005975	Panthera_pardus
ENSPTIP00000019168	ENSPTIG00000017053	Panthera_tigris_altaica
ENSSARP00000011864	ENSSARG00000013128	Sorex_araneus
ENSMLUP00000017340	ENSMLUG00000025189	Myotis_lucifugus
ENSECAP00000009847	ENSECAG00000012010	Equus_caballus
ENSEASP00005025179	ENSEASG00005017139	Equus_asinus_asinus
ENSPEMP00000031623	ENSPEMG00000030659	Peromyscus_maniculatus_bairdii
ENSCGRP00015038074	ENSCGRG00015028467	Cricetulus_griseus_CriGri-PICR
ENSRNOP00000001139	ENSRNOG00000000854	Rattus_norvegicus
ENSCCNP00000003178	ENSCCNG00000003444	Castor_canadensis
ENSOCUP00000035205	ENSOCUG00000024990	Oryctolagus_cuniculus
ENSOPRP00000010955	ENSOPRG00000012009	Ochotona_princeps
ENSPANP00000002876	ENSPANG00000007626	Papio_anubis
ENSTGEP00000036884	ENSTGEG00000029376	Theropithecus_gelada
ENSMFAP00000001146	ENSMFAG00000040516	Macaca_fascicularis
ENSPTEP00000039281	ENSPTEG00000036366	Piliocolobus_tephrosceles
ENSP00000342156	ENSG00000204475	Homo_sapiens
ENSPPYP00000018384	ENSPPYG00000016441	Pongo_abelii
ENSPTRP00000030663	ENSPTRG00000017968	Pan_troglodytes
ENSCJAP00000053200	ENSCJAG00000003096	Callithrix_jacchus
ENSSBOP00000029043	ENSSBOG00000030854	Saimiri_boliviensis_boliviensis
ENSANAP00000037399	ENSANAG00000036197	Aotus_nancymaae
ENSCCAP00000008919	ENSCCAG00000022202	Cebus_capucinus_imitator
ENSCANP00000013178	ENSCANG00000030018	Colobus_angolensis_palliatus
ENSMMUP00000011617	ENSMMUG00000008854	Macaca_mulatta
ENSGGOP00000020547	ENSGGOG00000023848	Gorilla_gorilla
ENSNLEP00000007445	ENSNLEG00000006134	Nomascus_leucogenys
ENSPPAP00000030729	ENSPPAG00000038333	Pan_paniscus
ENSMLEP00000009271	ENSMLEG00000028829	Mandrillus_leucophaeus
ENSCATP00000044939	ENSCATG00000044926	Cercocebus_atys
ENSMNEP00000043201	ENSMNEG00000044296	Macaca_nemestrina
ENSRBIP00000021972	ENSRBIG00000034942	Rhinopithecus_bieti
ENSRROP00000020178	ENSRROG00000034042	Rhinopithecus_roxellana
ENSTSYP00000011576	ENSTSYG00000012625	Carlito_syrichta
ENSPSMP00000025870	ENSPSMG00000018137	Prolemur_simus
ENSPCOP00000018227	ENSPCOG00000021006	Propithecus_coquereli
ENSMICP00000023670	ENSMICG00000017358	Microcebus_murinus
ENSOGAP00000009171	ENSOGAG00000010256	Otolemur_garnettii
ENSLAFP00000023250	ENSLAFG00000032722	Loxodonta_africana
ENSPCAP00000007090	ENSPCAG00000007601	Procavia_capensis
ENSETEP00000012196	ENSETEG00000015052	Echinops_telfairi
ENSVURP00010002492	ENSVURG00010002041	Vombatus_ursinus
ENSMEUP00000003821	ENSMEUG00000004202	Notamacropus_eugenii
