ENSGAGP00000030154	ENSGAGG00000021756	Gopherus_agassizii
ENSCABP00000022845	ENSCABG00000016796	Chelonoidis_abingdonii
ENSCPBP00000032844	ENSCPBG00000023033	Chrysemys_picta_bellii
ENSPSIP00000015482	ENSPSIG00000013813	Pelodiscus_sinensis
ENSCPRP00005027425	ENSCPRG00005018997	Crocodylus_porosus
ENSACAP00000015048	ENSACAG00000015313	Anolis_carolinensis
ENSPVIP00000033693	ENSPVIG00000024621	Pogona_vitticeps
ENSNSUP00000006533	ENSNSUG00000005136	Notechis_scutatus
ENSSMRP00000020136	ENSSMRG00000015692	Salvator_merianae
ENSSPUP00000014816	ENSSPUG00000011369	Sphenodon_punctatus
ENSARWP00000026634	ENSARWG00000018012	Apteryx_rowi
ENSAHAP00000001147	ENSAHAG00000000982	Apteryx_haastii
ENSAOWP00000015642	ENSAOWG00000010645	Apteryx_owenii
ENSDNVP00000016398	ENSDNVG00000011502	Dromaius_novaehollandiae
ENSNPEP00000015993	ENSNPEG00000011921	Nothoprocta_perdicaria
ENSLCOP00000000347	ENSLCOG00000000327	Lepidothrix_coronata
ENSMVIP00005025816	ENSMVIG00005018028	Manacus_vitellinus
ENSJHYP00000007395	ENSJHYG00000005919	Junco_hyemalis
ENSZALP00000007476	ENSZALG00000006654	Zonotrichia_albicollis
ENSTGUP00000010810	ENSTGUG00000010482	Taeniopygia_guttata
ENSLSDP00000008451	ENSLSDG00000006318	Lonchura_striata_domestica
ENSFALP00000013308	ENSFALG00000012747	Ficedula_albicollis
ENSCCEP00000005837	ENSCCEG00000006367	Cyanistes_caeruleus
ENSPMJP00000009921	ENSPMJG00000007888	Parus_major
ENSMUNP00000000751	ENSMUNG00000000701	Melopsittacus_undulatus
ENSCPGP00000027366	ENSCPGG00000018854	Calidris_pygmaea
ENSCPUP00000022765	ENSCPUG00000015471	Calidris_pugnax
ENSABRP00000002127	ENSABRG00000002121	Anser_brachyrhynchus
ENSAPLP00000015104	ENSAPLG00000015251	Anas_platyrhynchos_platyrhynchos
ENSGALP00000020059	ENSGALG00000012293	Gallus_gallus
ENSCJPP00005016595	ENSCJPG00005013622	Coturnix_japonica
ENSMGAP00000013165	ENSMGAG00000012498	Meleagris_gallopavo
ENSNMEP00000012828	ENSNMEG00000011792	Numida_meleagris
ENSTTRP00000004539	ENSTTRG00000004815	Tursiops_truncatus
ENSSSCP00000000121	ENSSSCG00000000117	Sus_scrofa_strain_reference
ENSOARP00000015749	ENSOARG00000014681	Ovis_aries
ENSCHIP00000012610	ENSCHIG00000014312	Capra_hircus
ENSBIXP00005023837	ENSBIXG00005026548	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000006681	ENSBIXG00000012773	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000013008	ENSBMUG00000009908	Bos_mutus
ENSBTAP00000026065	ENSBTAG00000019563	Bos_taurus
ENSBBBP00000024949	ENSBBBG00000020074	Bison_bison_bison
ENSUAMP00000026475	ENSUAMG00000020502	Ursus_americanus
ENSUMAP00000020549	ENSUMAG00000015054	Ursus_maritimus
ENSAMEP00000010848	ENSAMEG00000010325	Ailuropoda_melanoleuca
ENSMPUP00000012880	ENSMPUG00000012980	Mustela_putorius_furo
ENSNVIP00000002821	ENSNVIG00000002203	Neovison_vison
ENSCAFP00000055248	ENSCAFG00000001439	Canis_lupus_familiaris
ENSCAFP00020004465	ENSCAFG00020003686	Canis_lupus_dingo
ENSVVUP00000033208	ENSVVUG00000024019	Vulpes_vulpes
ENSPPRP00000023344	ENSPPRG00000013622	Panthera_pardus
ENSPTIP00000022190	ENSPTIG00000019073	Panthera_tigris_altaica
ENSFCAP00000050707	ENSFCAG00000034998	Felis_catus
ENSEEUP00000010007	ENSEEUG00000010994	Erinaceus_europaeus
ENSPVAP00000009529	ENSPVAG00000010106	Pteropus_vampyrus
ENSMLUP00000022711	ENSMLUG00000029482	Myotis_lucifugus
ENSECAP00000020154	ENSECAG00000022674	Equus_caballus
ENSEASP00005027630	ENSEASG00005018805	Equus_asinus_asinus
ENSPTRP00000024725	ENSPTRG00000014355	Pan_troglodytes
ENSP00000384667	ENSG00000128346	Homo_sapiens
ENSGGOP00000026088	ENSGGOG00000024080	Gorilla_gorilla
ENSPPYP00000013172	ENSPPYG00000011808	Pongo_abelii
ENSNLEP00000027974	ENSNLEG00000030348	Nomascus_leucogenys
ENSTGEP00000015334	ENSTGEG00000012424	Theropithecus_gelada
ENSCATP00000035315	ENSCATG00000040531	Cercocebus_atys
ENSMLEP00000007645	ENSMLEG00000027918	Mandrillus_leucophaeus
ENSPANP00000028681	ENSPANG00000035837	Papio_anubis
ENSMFAP00000007705	ENSMFAG00000039078	Macaca_fascicularis
ENSMMUP00000028392	ENSMMUG00000021560	Macaca_mulatta
ENSCSAP00000003156	ENSCSAG00000006875	Chlorocebus_sabaeus
ENSCANP00000024085	ENSCANG00000035449	Colobus_angolensis_palliatus
