ENSDCDP00000038190	ENSDCDG00000025557	Denticeps_clupeoides
ENSCHAP00000025895	ENSCHAG00000012095	Clupea_harengus
ENSEEEP00000004732	ENSEEEG00000002476	Electrophorus_electricus
ENSIPUP00000002834	ENSIPUG00000001993	Ictalurus_punctatus
ENSAMXP00000000287	ENSAMXG00000000277	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005021021	ENSAMXG00005010801	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000026146	ENSPNAG00000001728	Pygocentrus_nattereri
ENSDARP00000047398	ENSDARG00000018896	Danio_rerio
ENSHHUP00000035097	ENSHHUG00000022083	Hucho_hucho
ENSELUP00000035430	ENSELUG00000014430	Esox_lucius
ENSSFOP00015006310	ENSSFOG00015004122	Scleropages_formosus
ENSPKIP00000007347	ENSPKIG00000023269	Paramormyrops_kingsleyae
ENSLOCP00000009409	ENSLOCG00000007747	Lepisosteus_oculatus
ENSMMOP00000021419	ENSMMOG00000016281	Mola_mola
ENSCSEP00000031093	ENSCSEG00000019898	Cynoglossus_semilaevis
ENSMALP00000029044	ENSMALG00000020087	Monopterus_albus
ENSORLP00000043237	ENSORLG00000002945	Oryzias_latipes_ASM223467v1
ENSORLP00020021844	ENSORLG00020001848	Oryzias_latipes_ASM223471v1
ENSORLP00015018397	ENSORLG00015019566	Oryzias_latipes_ASM223469v1
ENSOMEP00000023518	ENSOMEG00000003660	Oryzias_melastigma
ENSFHEP00000031664	ENSFHEG00000017680	Fundulus_heteroclitus
ENSCVAP00000028172	ENSCVAG00000015041	Cyprinodon_variegatus
ENSXMAP00000028764	ENSXMAG00000004709	Xiphophorus_maculatus
ENSXCOP00000023251	ENSXCOG00000017363	Xiphophorus_couchianus
ENSGAFP00000030471	ENSGAFG00000020531	Gambusia_affinis
ENSPFOP00000014859	ENSPFOG00000014685	Poecilia_formosa
ENSPLAP00000031202	ENSPLAG00000023084	Poecilia_latipinna
ENSPMEP00000010750	ENSPMEG00000012777	Poecilia_mexicana
ENSPREP00000032006	ENSPREG00000021681	Poecilia_reticulata
ENSGWIP00000009533	ENSGWIG00000005559	Gouania_willdenowi
ENSSDUP00000024120	ENSSDUG00000017535	Seriola_dumerili
ENSSLDP00000014392	ENSSLDG00000011507	Seriola_lalandi_dorsalis
ENSSMAP00000009256	ENSSMAG00000005694	Scophthalmus_maximus
ENSLCRP00005010705	ENSLCRG00005004812	Larimichthys_crocea
ENSATEP00000011868	ENSATEG00000008274	Anabas_testudineus
ENSBSLP00000002281	ENSBSLG00000001270	Betta_splendens
ENSACLP00000019528	ENSACLG00000013284	Astatotilapia_calliptera
ENSMZEP00005012114	ENSMZEG00005009099	Maylandia_zebra
ENSHBUP00000026818	ENSHBUG00000009728	Haplochromis_burtoni
ENSPNYP00000025714	ENSPNYG00000019404	Pundamilia_nyererei
ENSONIP00000023370	ENSONIG00000018565	Oreochromis_niloticus
