ENSAOWP00000010603	ENSAOWG00000007296	Apteryx_owenii
ENSARWP00000018057	ENSARWG00000012417	Apteryx_rowi
ENSAHAP00000002611	ENSAHAG00000001745	Apteryx_haastii
ENSDNVP00000017151	ENSDNVG00000012003	Dromaius_novaehollandiae
ENSNPEP00000001107	ENSNPEG00000000881	Nothoprocta_perdicaria
ENSMGAP00000013860	ENSMGAG00000013130	Meleagris_gallopavo
ENSCJPP00005006580	ENSCJPG00005006143	Coturnix_japonica
ENSGALP00000068898	ENSGALG00000015783	Gallus_gallus
ENSNMEP00000001283	ENSNMEG00000001685	Numida_meleagris
ENSABRP00000014550	ENSABRG00000012543	Anser_brachyrhynchus
ENSAPLP00000007883	ENSAPLG00000005014	Anas_platyrhynchos_platyrhynchos
ENSPMJP00000022689	ENSPMJG00000016788	Parus_major
ENSCCEP00000027546	ENSCCEG00000024045	Cyanistes_caeruleus
ENSFALP00000010526	ENSFALG00000010092	Ficedula_albicollis
ENSLSDP00000000563	ENSLSDG00000000460	Lonchura_striata_domestica
ENSTGUP00000011127	ENSTGUG00000010776	Taeniopygia_guttata
ENSSCAP00000020688	ENSSCAG00000014903	Serinus_canaria
ENSJHYP00000017946	ENSJHYG00000013695	Junco_hyemalis
ENSZALP00000015131	ENSZALG00000012475	Zonotrichia_albicollis
ENSLCOP00000016697	ENSLCOG00000011883	Lepidothrix_coronata
ENSMVIP00005021635	ENSMVIG00005015210	Manacus_vitellinus
ENSMUNP00000001549	ENSMUNG00000001323	Melopsittacus_undulatus
ENSCPGP00000015910	ENSCPGG00000011202	Calidris_pygmaea
ENSCPUP00000011955	ENSCPUG00000007655	Calidris_pugnax
ENSCPRP00005000739	ENSCPRG00005000573	Crocodylus_porosus
ENSCABP00000023022	ENSCABG00000016945	Chelonoidis_abingdonii
ENSGAGP00000027647	ENSGAGG00000020093	Gopherus_agassizii
ENSCPBP00000001460	ENSCPBG00000001183	Chrysemys_picta_bellii
ENSPSIP00000009467	ENSPSIG00000008619	Pelodiscus_sinensis
ENSACAP00000011667	ENSACAG00000011776	Anolis_carolinensis
ENSPVIP00000005471	ENSPVIG00000004427	Pogona_vitticeps
