ENSABRP00000026149	ENSABRG00000021873	Anser_brachyrhynchus	ENSABRT00000036613
ENSAPLP00000013509	ENSAPLG00000013665	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000009069	ENSMGAG00000008812	Meleagris_gallopavo
ENSCJPP00005026143	ENSCJPG00005020399	Coturnix_japonica
ENSGALP00000066240	ENSGALG00000006819	Gallus_gallus
ENSNMEP00000027568	ENSNMEG00000023064	Numida_meleagris
ENSCPUP00000027850	ENSCPUG00000018750	Calidris_pugnax
ENSCPGP00000015657	ENSCPGG00000011021	Calidris_pygmaea
ENSMUNP00000005477	ENSMUNG00000004511	Melopsittacus_undulatus
ENSMVIP00005018871	ENSMVIG00005013353	Manacus_vitellinus
ENSLCOP00000021000	ENSLCOG00000014861	Lepidothrix_coronata
ENSCCEP00000011848	ENSCCEG00000011490	Cyanistes_caeruleus
ENSPMJP00000001757	ENSPMJG00000001421	Parus_major
ENSFALP00000010873	ENSFALG00000010421	Ficedula_albicollis
ENSZALP00000001421	ENSZALG00000001622	Zonotrichia_albicollis
ENSJHYP00000013662	ENSJHYG00000010583	Junco_hyemalis
ENSSCAP00000008126	ENSSCAG00000006225	Serinus_canaria
ENSTGUP00000008651	ENSTGUG00000008390	Taeniopygia_guttata
ENSLSDP00000012122	ENSLSDG00000008862	Lonchura_striata_domestica
ENSAHAP00000006995	ENSAHAG00000005226	Apteryx_haastii
ENSAOWP00000004093	ENSAOWG00000002841	Apteryx_owenii
ENSARWP00000002777	ENSARWG00000002085	Apteryx_rowi
ENSDNVP00000008527	ENSDNVG00000006063	Dromaius_novaehollandiae
ENSNPEP00000018445	ENSNPEG00000013744	Nothoprocta_perdicaria
ENSCPRP00005024578	ENSCPRG00005017088	Crocodylus_porosus
ENSGAGP00000013703	ENSGAGG00000010447	Gopherus_agassizii
ENSCABP00000002779	ENSCABG00000002144	Chelonoidis_abingdonii
ENSCPBP00000025210	ENSCPBG00000017937	Chrysemys_picta_bellii
ENSPSIP00000017338	ENSPSIG00000015379	Pelodiscus_sinensis
ENSPVIP00000005241	ENSPVIG00000004264	Pogona_vitticeps
ENSNSUP00000002563	ENSNSUG00000002113	Notechis_scutatus
ENSSMRP00000028960	ENSSMRG00000022289	Salvator_merianae
ENSSPUP00000015473	ENSSPUG00000011923	Sphenodon_punctatus
ENSOCUP00000048334	ENSOCUG00000015454	Oryctolagus_cuniculus
