ENSCABP00000007845	ENSCABG00000005912	Chelonoidis_abingdonii	ENSCABT00000008583
ENSGAGP00000024793	ENSGAGG00000018102	Gopherus_agassizii	ENSGAGT00000028212
ENSCPBP00000000421	ENSCPBG00000000383	Chrysemys_picta_bellii
ENSPSIP00000000691	ENSPSIG00000000691	Pelodiscus_sinensis
ENSTGUP00000002716	ENSTGUG00000002644	Taeniopygia_guttata
ENSLSDP00000002840	ENSLSDG00000002214	Lonchura_striata_domestica
ENSSCAP00000019088	ENSSCAG00000013784	Serinus_canaria
ENSCCEP00000021370	ENSCCEG00000019371	Cyanistes_caeruleus
ENSPMJP00000000038	ENSPMJG00000000080	Parus_major
ENSJHYP00000005104	ENSJHYG00000004175	Junco_hyemalis
ENSZALP00000012998	ENSZALG00000010846	Zonotrichia_albicollis
ENSFALP00000015102	ENSFALG00000014487	Ficedula_albicollis
ENSLCOP00000017376	ENSLCOG00000012291	Lepidothrix_coronata
ENSMVIP00005000796	ENSMVIG00005000655	Manacus_vitellinus
ENSCPGP00000025533	ENSCPGG00000017617	Calidris_pygmaea
ENSABRP00000012074	ENSABRG00000010860	Anser_brachyrhynchus
ENSAPLP00000000837	ENSAPLG00000001417	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000016784	ENSMGAG00000015843	Meleagris_gallopavo
ENSCJPP00005014278	ENSCJPG00005011927	Coturnix_japonica
ENSGALP00000017639	ENSGALG00000010862	Gallus_gallus
ENSNMEP00000006949	ENSNMEG00000007056	Numida_meleagris
ENSAOWP00000009650	ENSAOWG00000006637	Apteryx_owenii
ENSARWP00000026963	ENSARWG00000018231	Apteryx_rowi
ENSAHAP00000005251	ENSAHAG00000004094	Apteryx_haastii
ENSDNVP00000024190	ENSDNVG00000016811	Dromaius_novaehollandiae
ENSNPEP00000002336	ENSNPEG00000001802	Nothoprocta_perdicaria
ENSCPRP00005022024	ENSCPRG00005015338	Crocodylus_porosus
ENSACAP00000011552	ENSACAG00000011821	Anolis_carolinensis
ENSPVIP00000021581	ENSPVIG00000016377	Pogona_vitticeps
ENSSMRP00000009635	ENSSMRG00000007660	Salvator_merianae
ENSBIXP00000023499	ENSBIXG00000005338	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005015646	ENSBIXG00005019410	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000016544	ENSBMUG00000012550	Bos_mutus
ENSBTAP00000048376	ENSBTAG00000039955	Bos_taurus
ENSBBBP00000009784	ENSBBBG00000017937	Bison_bison_bison
ENSCHIP00000006761	ENSCHIG00000010496	Capra_hircus
ENSOARP00000008751	ENSOARG00000008159	Ovis_aries
ENSSSCP00000016299	ENSSSCG00000015371	Sus_scrofa_strain_reference
ENSEASP00005031813	ENSEASG00005021695	Equus_asinus_asinus
ENSPVAP00000001616	ENSPVAG00000001711	Pteropus_vampyrus
ENSMLUP00000006318	ENSMLUG00000006930	Myotis_lucifugus
ENSUMAP00000030732	ENSUMAG00000022200	Ursus_maritimus
ENSUAMP00000002757	ENSUAMG00000002512	Ursus_americanus
ENSAMEP00000020076	ENSAMEG00000019030	Ailuropoda_melanoleuca
ENSNVIP00000018159	ENSNVIG00000014221	Neovison_vison
ENSCAFP00000003654	ENSCAFG00000002506	Canis_lupus_familiaris
ENSCAFP00020002522	ENSCAFG00020002139	Canis_lupus_dingo
ENSVVUP00000011430	ENSVVUG00000008413	Vulpes_vulpes
ENSPTIP00000004889	ENSPTIG00000007267	Panthera_tigris_altaica
ENSPPRP00000028817	ENSPPRG00000021108	Panthera_pardus
ENSFCAP00000009550	ENSFCAG00000010289	Felis_catus
ENSSBOP00000001292	ENSSBOG00000006445	Saimiri_boliviensis_boliviensis
ENSCJAP00000066304	ENSCJAG00000038997	Callithrix_jacchus
ENSPTRP00000032392	ENSPTRG00000018961	Pan_troglodytes
ENSPPAP00000002287	ENSPPAG00000010360	Pan_paniscus
ENSGGOP00000024786	ENSGGOG00000021943	Gorilla_gorilla
ENSP00000275461	ENSG00000146618	Homo_sapiens
ENSPPYP00000019899	ENSPPYG00000017753	Pongo_abelii
ENSNLEP00000023106	ENSNLEG00000019265	Nomascus_leucogenys
ENSCATP00000005962	ENSCATG00000018900	Cercocebus_atys
ENSCSAP00000019108	ENSCSAG00000019609	Chlorocebus_sabaeus
ENSMLEP00000004034	ENSMLEG00000018020	Mandrillus_leucophaeus
ENSMNEP00000000214	ENSMNEG00000000812	Macaca_nemestrina
ENSMFAP00000011902	ENSMFAG00000019773	Macaca_fascicularis
ENSPANP00000008873	ENSPANG00000010936	Papio_anubis
ENSTGEP00000029154	ENSTGEG00000023449	Theropithecus_gelada
ENSRROP00000003244	ENSRROG00000012883	Rhinopithecus_roxellana
ENSCANP00000005297	ENSCANG00000018234	Colobus_angolensis_palliatus
ENSPTEP00000038882	ENSPTEG00000036066	Piliocolobus_tephrosceles
ENSPSMP00000023128	ENSPSMG00000016366	Prolemur_simus
ENSOGAP00000013234	ENSOGAG00000014773	Otolemur_garnettii
ENSHGLP00000028930	ENSHGLG00000021353	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100026992	ENSHGLG00100020000	Heterocephalus_glaber_HetGla_1.0
ENSODEP00000026078	ENSODEG00000019445	Octodon_degus
ENSCLAP00000025674	ENSCLAG00000017792	Chinchilla_lanigera
ENSCCNP00000022733	ENSCCNG00000022364	Castor_canadensis
ENSSDAP00000013100	ENSSDAG00000011812	Spermophilus_dauricus
ENSUPAP00010016012	ENSUPAG00010012798	Urocitellus_parryii
ENSSTOP00000021199	ENSSTOG00000025739	Ictidomys_tridecemlineatus
ENSMMMP00000017377	ENSMMMG00000015442	Marmota_marmota_marmota
ENSTBEP00000002929	ENSTBEG00000003400	Tupaia_belangeri
ENSMSIP00000009191	ENSMSIG00000008152	Mus_spicilegus
ENSMUSP00000058994	ENSMUSG00000046518	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0033614	MGP_SPRETEiJ_G0018535	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0032132	MGP_CAROLIEiJ_G0017693	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0082251	MGP_PahariEiJ_G0029451	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000014731	ENSRNOG00000011091	Rattus_norvegicus
ENSMUGP00000025638	ENSMUGG00000021390	Meriones_unguiculatus
ENSCGRP00001002666	ENSCGRG00001003018	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015018196	ENSCGRG00015013971	Cricetulus_griseus_CriGri-PICR
