	ENSPRET00000017378	ENSPRET00000017331	ENSXMAT00000039378	ENSFHET00000003792	ENSXCOT00000020117	ENSXMAT00000022503	ENSXCOT00000003335	ENSXMAT00000030456	ENSPRET00000016952	ENSPLAT00000011842	ENSXCOT00000021716	ENSPRET00000014366	ENSPLAT00000005851	ENSPRET00000009701	ENSXMAT00000026692	ENSGAFT00000002382	ENSFHET00000033746	ENSPRET00000033903
ENSPRET00000017378	1.0	0.7136514983351832	0.7447280799112098	0.7513873473917869	0.6847946725860156	0.6514983351831298	0.7524972253052165	0.7558268590455051	0.6881243063263041	0.8102108768035516	0.6859045504994451	0.7413984461709212	0.36403995560488345	0.7480577136514983	0.7791342952275251	0.7680355160932297	0.7558268590455051	0.8501664816870145
ENSPRET00000017331	0.7136514983351832	1.0	0.7713651498335183	0.7968923418423973	0.8879023307436182	0.8690344062153164	0.8035516093229744	0.8623751387347391	0.8967813540510544	0.8002219755826859	0.8890122086570478	0.8823529411764706	0.3718091009988902	0.7946725860155383	0.8457269700332963	0.7713651498335183	0.8468368479467259	0.7702552719200888
ENSXMAT00000039378	0.7447280799112098	0.7713651498335183	1.0	0.8091009988901221	0.7758046614872364	0.7347391786903441	0.8390677025527192	0.8379578246392897	0.7491675915649278	0.8601553829078802	0.7724750277469479	0.7924528301886793	0.38734739178690347	0.8135405105438401	0.8645948945615982	0.855715871254162	0.8290788013318535	0.7258601553829079
ENSFHET00000003792	0.7513873473917869	0.7968923418423973	0.8091009988901221	1.0	0.7613762486126526	0.7913429522752498	0.7846836847946725	0.8479467258601554	0.7602663706992231	0.8834628190899001	0.7602663706992231	0.7469478357380688	0.4694783573806881	0.8723640399556049	0.9012208657047724	0.8523862375138734	0.7813540510543839	0.8113207547169812
ENSXCOT00000020117	0.6847946725860156	0.8879023307436182	0.7758046614872364	0.7613762486126526	1.0	0.853496115427303	0.8057713651498335	0.8446170921198668	0.9633740288568258	0.7758046614872364	0.9966703662597114	0.8668146503884573	0.35072142064372924	0.8546059933407325	0.832408435072142	0.7524972253052165	0.832408435072142	0.7347391786903441
ENSXMAT00000022503	0.6514983351831298	0.8690344062153164	0.7347391786903441	0.7913429522752498	0.853496115427303	1.0	0.7658157602663707	0.8268590455049944	0.8468368479467259	0.7402885682574917	0.8523862375138734	0.8335183129855716	0.4617092119866815	0.7336293007769146	0.806881243063263	0.7447280799112098	0.8046614872364041	0.7092119866814649
ENSXCOT00000003335	0.7524972253052165	0.8035516093229744	0.8390677025527192	0.7846836847946725	0.8057713651498335	0.7658157602663707	1.0	0.9300776914539399	0.7769145394006659	0.8190899001109878	0.8091009988901221	0.7946725860155383	0.4173140954495005	0.7957824639289678	0.853496115427303	0.7880133185349611	0.8168701442841287	0.7558268590455051
ENSXMAT00000030456	0.7558268590455051	0.8623751387347391	0.8379578246392897	0.8479467258601554	0.8446170921198668	0.8268590455049944	0.9300776914539399	1.0	0.8201997780244173	0.8401775804661488	0.8479467258601554	0.8091009988901221	0.43840177580466144	0.8379578246392897	0.9134295227524972	0.8190899001109878	0.832408435072142	0.8179800221975583
ENSPRET00000016952	0.6881243063263041	0.8967813540510544	0.7491675915649278	0.7602663706992231	0.9633740288568258	0.8468368479467259	0.7769145394006659	0.8201997780244173	1.0	0.7769145394006659	0.9600443951165372	0.8923418423973363	0.3307436182019978	0.855715871254162	0.806881243063263	0.7524972253052165	0.8290788013318535	0.7347391786903441
ENSPLAT00000011842	0.8102108768035516	0.8002219755826859	0.8601553829078802	0.8834628190899001	0.7758046614872364	0.7402885682574917	0.8190899001109878	0.8401775804661488	0.7769145394006659	1.0	0.7724750277469479	0.8113207547169812	0.4339622641509434	0.8901220865704772	0.8967813540510544	0.8657047724750278	0.8435072142064373	0.8079911209766926
ENSXCOT00000021716	0.6859045504994451	0.8890122086570478	0.7724750277469479	0.7602663706992231	0.9966703662597114	0.8523862375138734	0.8091009988901221	0.8479467258601554	0.9600443951165372	0.7724750277469479	1.0	0.8634850166481687	0.35072142064372924	0.855715871254162	0.8290788013318535	0.7491675915649278	0.8335183129855716	0.7358490566037735
ENSPRET00000014366	0.7413984461709212	0.8823529411764706	0.7924528301886793	0.7469478357380688	0.8668146503884573	0.8335183129855716	0.7946725860155383	0.8091009988901221	0.8923418423973363	0.8113207547169812	0.8634850166481687	1.0	0.34739178690344064	0.7591564927857936	0.7946725860155383	0.7902330743618202	0.8779134295227525	0.7158712541620422
ENSPLAT00000005851	0.36403995560488345	0.3718091009988902	0.38734739178690347	0.4694783573806881	0.35072142064372924	0.4617092119866815	0.4173140954495005	0.43840177580466144	0.3307436182019978	0.4339622641509434	0.35072142064372924	0.34739178690344064	1.0	0.3906770255271921	0.4617092119866815	0.39733629300776907	0.37735849056603776	0.3851276359600444
ENSPRET00000009701	0.7480577136514983	0.7946725860155383	0.8135405105438401	0.8723640399556049	0.8546059933407325	0.7336293007769146	0.7957824639289678	0.8379578246392897	0.855715871254162	0.8901220865704772	0.855715871254162	0.7591564927857936	0.3906770255271921	1.0	0.8890122086570478	0.8246392896781354	0.7802441731409545	0.7946725860155383
ENSXMAT00000026692	0.7791342952275251	0.8457269700332963	0.8645948945615982	0.9012208657047724	0.832408435072142	0.806881243063263	0.853496115427303	0.9134295227524972	0.806881243063263	0.8967813540510544	0.8290788013318535	0.7946725860155383	0.4617092119866815	0.8890122086570478	1.0	0.8346281908990011	0.8135405105438401	0.8412874583795783
ENSGAFT00000002382	0.7680355160932297	0.7713651498335183	0.855715871254162	0.8523862375138734	0.7524972253052165	0.7447280799112098	0.7880133185349611	0.8190899001109878	0.7524972253052165	0.8657047724750278	0.7491675915649278	0.7902330743618202	0.39733629300776907	0.8246392896781354	0.8346281908990011	1.0	0.806881243063263	0.7458379578246392
ENSFHET00000033746	0.7558268590455051	0.8468368479467259	0.8290788013318535	0.7813540510543839	0.832408435072142	0.8046614872364041	0.8168701442841287	0.832408435072142	0.8290788013318535	0.8435072142064373	0.8335183129855716	0.8779134295227525	0.37735849056603776	0.7802441731409545	0.8135405105438401	0.806881243063263	1.0	0.7380688124306326
ENSPRET00000033903	0.8501664816870145	0.7702552719200888	0.7258601553829079	0.8113207547169812	0.7347391786903441	0.7092119866814649	0.7558268590455051	0.8179800221975583	0.7347391786903441	0.8079911209766926	0.7358490566037735	0.7158712541620422	0.3851276359600444	0.7946725860155383	0.8412874583795783	0.7458379578246392	0.7380688124306326	1.0
