	ENSOANT00000014855	ENSEBUT00000024197	ENSXETT00000055616	ENSXETT00000055617	ENSXETT00000055614	ENSXETT00000055615	ENSXETT00000055613	ENSXETT00000055611	ENSOANT00000039863	ENSXETT00000055608	ENSXETT00000055605	ENSXETT00000055607	ENSXETT00000055606	ENSXETT00000055601	ENSXETT00000055602	ENSXETT00000055609
ENSOANT00000014855	1.0	0.7529201430274136	0.4054827175208582	0.4847437425506556	0.4029797377830751	0.4557806912991657	0.4618593563766389	0.41299165673420735	0.7420738974970202	0.40476758045292016	0.5230035756853397	0.40154946364719896	0.3815256257449344	0.396543504171633	0.3815256257449344	0.4072705601907032
ENSEBUT00000024197	0.7529201430274136	1.0	0.3611442193087009	0.4598331346841478	0.35864123957091776	0.432300357568534	0.4243146603098927	0.3897497020262217	0.7543504171632897	0.3815256257449344	0.4843861740166866	0.3783075089392134	0.36686531585220505	0.369010727056019	0.3539928486293207	0.3840286054827176
ENSXETT00000055616	0.4054827175208582	0.3611442193087009	1.0	0.8357568533969011	0.9767580452920144	0.8498212157330155	0.8594755661501788	0.6734207389749702	0.2724672228843862	0.6799761620977354	0.6754469606674612	0.6777115613825984	0.6519666269368296	0.6448152562574494	0.6524433849821216	0.6824791418355185
ENSXETT00000055617	0.4847437425506556	0.4598331346841478	0.8357568533969011	1.0	0.8280095351609058	0.8884386174016686	0.8811680572109655	0.6842669845053635	0.3497020262216925	0.6750893921334923	0.7511323003575685	0.6718712753277711	0.6470798569725864	0.6400476758045291	0.6476758045292015	0.6775923718712753
ENSXETT00000055614	0.4029797377830751	0.35864123957091776	0.9767580452920144	0.8280095351609058	1.0	0.8384982121573301	0.8636471990464839	0.6761620977353993	0.2699642431466032	0.6827175208581645	0.6781883194278904	0.6804529201430274	0.6547079856972586	0.6475566150178784	0.6551847437425506	0.6852205005959475
ENSXETT00000055615	0.4557806912991657	0.432300357568534	0.8498212157330155	0.8884386174016686	0.8384982121573301	1.0	0.8866507747318236	0.6802145411203814	0.33718712753277713	0.6867699642431466	0.7427890345649583	0.6855780691299166	0.6711561382598331	0.6640047675804529	0.6716328963051251	0.6892729439809296
ENSXETT00000055613	0.4618593563766389	0.4243146603098927	0.8594755661501788	0.8811680572109655	0.8636471990464839	0.8866507747318236	1.0	0.7008343265792609	0.332419547079857	0.7073897497020262	0.7408820023837902	0.7041716328963051	0.6793802145411204	0.6551847437425506	0.6798569725864124	0.7098927294398093
ENSXETT00000055611	0.41299165673420735	0.3897497020262217	0.6734207389749702	0.6842669845053635	0.6761620977353993	0.6802145411203814	0.7008343265792609	1.0	0.2775923718712754	0.9908224076281288	0.866626936829559	0.967580452920143	0.9468414779499404	0.9206197854588796	0.9609058402860547	0.9811680572109654
ENSOANT00000039863	0.7420738974970202	0.7543504171632897	0.2724672228843862	0.3497020262216925	0.2699642431466032	0.33718712753277713	0.332419547079857	0.2775923718712754	1.0	0.2693682955899881	0.37735399284862936	0.2686531585220501	0.2562574493444577	0.2822407628128725	0.26722288438617403	0.2618593563766389
ENSXETT00000055608	0.40476758045292016	0.3815256257449344	0.6799761620977354	0.6750893921334923	0.6827175208581645	0.6867699642431466	0.7073897497020262	0.9908224076281288	0.2693682955899881	1.0	0.8574493444576877	0.9767580452920144	0.9560190703218115	0.9297973778307508	0.970083432657926	0.9903456495828368
ENSXETT00000055605	0.5230035756853397	0.4843861740166866	0.6754469606674612	0.7511323003575685	0.6781883194278904	0.7427890345649583	0.7408820023837902	0.866626936829559	0.37735399284862936	0.8574493444576877	1.0	0.8542312276519666	0.8272943980929678	0.8456495828367103	0.8306317044100119	0.8671036948748511
ENSXETT00000055607	0.40154946364719896	0.3783075089392134	0.6777115613825984	0.6718712753277711	0.6804529201430274	0.6855780691299166	0.7041716328963051	0.967580452920143	0.2686531585220501	0.9767580452920144	0.8542312276519666	1.0	0.9373063170441002	0.9103694874851012	0.9506555423122766	0.9671036948748509
ENSXETT00000055606	0.3815256257449344	0.36686531585220505	0.6519666269368296	0.6470798569725864	0.6547079856972586	0.6711561382598331	0.6793802145411204	0.9468414779499404	0.2562574493444577	0.9560190703218115	0.8272943980929678	0.9373063170441002	1.0	0.9275327771156138	0.9678188319427892	0.9585220500595948
ENSXETT00000055601	0.396543504171633	0.369010727056019	0.6448152562574494	0.6400476758045291	0.6475566150178784	0.6640047675804529	0.6551847437425506	0.9206197854588796	0.2822407628128725	0.9297973778307508	0.8456495828367103	0.9103694874851012	0.9275327771156138	1.0	0.9597139451728248	0.9201430274135876
ENSXETT00000055602	0.3815256257449344	0.3539928486293207	0.6524433849821216	0.6476758045292015	0.6551847437425506	0.6716328963051251	0.6798569725864124	0.9609058402860547	0.26722288438617403	0.970083432657926	0.8306317044100119	0.9506555423122766	0.9678188319427892	0.9597139451728248	1.0	0.9604290822407628
ENSXETT00000055609	0.4072705601907032	0.3840286054827176	0.6824791418355185	0.6775923718712753	0.6852205005959475	0.6892729439809296	0.7098927294398093	0.9811680572109654	0.2618593563766389	0.9903456495828368	0.8671036948748511	0.9671036948748509	0.9585220500595948	0.9201430274135876	0.9604290822407628	1.0
