	ENSRBIT00000062916	ENSPANT00000043613	ENSRBIT00000043485	ENSMNET00000066162	ENSRROT00000027446	ENSRROT00000046082	ENSNLET00000056341	ENSMFAT00000002603	ENSGGOT00000057796	ENSMLET00000042152	ENSTGET00000013876	ENSCATT00000004980	ENSMMUT00000008573	ENSPTET00000040454	ENSPTET00000040607
ENSRBIT00000062916	1.0	0.8238866396761133	0.819838056680162	0.8036437246963563	0.6680161943319838	0.9412955465587044	0.9149797570850202	0.8076923076923077	0.8238866396761133	0.8238866396761133	0.8157894736842105	0.819838056680162	0.8056680161943321	0.97165991902834	0.8076923076923077
ENSPANT00000043613	0.8238866396761133	1.0	0.9554655870445344	0.9615384615384616	0.8137651821862348	0.7854251012145749	0.8279352226720648	0.9615384615384616	0.945344129554656	0.9878542510121456	0.9878542510121456	0.979757085020243	0.9595141700404858	0.8259109311740891	0.9534412955465588
ENSRBIT00000043485	0.819838056680162	0.9554655870445344	1.0	0.9777327935222672	0.8481781376518218	0.7773279352226721	0.8137651821862348	0.9777327935222672	0.9352226720647774	0.9514170040485831	0.9473684210526316	0.9554655870445344	0.9757085020242916	0.8076923076923077	0.979757085020243
ENSMNET00000066162	0.8036437246963563	0.9615384615384616	0.9777327935222672	1.0	0.8360323886639676	0.7651821862348178	0.8056680161943321	0.9959514170040484	0.9210526315789472	0.9655870445344128	0.9655870445344128	0.9615384615384616	0.9939271255060728	0.8036437246963563	0.97165991902834
ENSRROT00000027446	0.6680161943319838	0.8137651821862348	0.8481781376518218	0.8360323886639676	1.0	0.6275303643724697	0.6740890688259109	0.8340080971659919	0.7894736842105263	0.8097165991902834	0.8076923076923077	0.8117408906882592	0.8319838056680162	0.6619433198380567	0.8319838056680162
ENSRROT00000046082	0.9412955465587044	0.7854251012145749	0.7773279352226721	0.7651821862348178	0.6275303643724697	1.0	0.8684210526315791	0.7692307692307693	0.7732793522267206	0.7813765182186235	0.7773279352226721	0.7773279352226721	0.7672064777327935	0.9331983805668016	0.7692307692307693
ENSNLET00000056341	0.9149797570850202	0.8279352226720648	0.8137651821862348	0.8056680161943321	0.6740890688259109	0.8684210526315791	1.0	0.8056680161943321	0.8481781376518218	0.8238866396761133	0.819838056680162	0.819838056680162	0.8036437246963563	0.9068825910931174	0.8056680161943321
ENSMFAT00000002603	0.8076923076923077	0.9615384615384616	0.9777327935222672	0.9959514170040484	0.8340080971659919	0.7692307692307693	0.8056680161943321	1.0	0.9210526315789472	0.9655870445344128	0.9615384615384616	0.9615384615384616	0.9979757085020244	0.8056680161943321	0.97165991902834
ENSGGOT00000057796	0.8238866396761133	0.945344129554656	0.9352226720647774	0.9210526315789472	0.7894736842105263	0.7732793522267206	0.8481781376518218	0.9210526315789472	1.0	0.9433198380566802	0.9372469635627529	0.9433198380566802	0.9190283400809716	0.8036437246963563	0.9190283400809716
ENSMLET00000042152	0.8238866396761133	0.9878542510121456	0.9514170040485831	0.9655870445344128	0.8097165991902834	0.7813765182186235	0.8238866396761133	0.9655870445344128	0.9433198380566802	1.0	0.9878542510121456	0.9878542510121456	0.9635627530364372	0.8218623481781376	0.9493927125506072
ENSTGET00000013876	0.8157894736842105	0.9878542510121456	0.9473684210526316	0.9655870445344128	0.8076923076923077	0.7773279352226721	0.819838056680162	0.9615384615384616	0.9372469635627529	0.9878542510121456	1.0	0.979757085020243	0.9595141700404858	0.819838056680162	0.9493927125506072
ENSCATT00000004980	0.819838056680162	0.979757085020243	0.9554655870445344	0.9615384615384616	0.8117408906882592	0.7773279352226721	0.819838056680162	0.9615384615384616	0.9433198380566802	0.9878542510121456	0.979757085020243	1.0	0.9595141700404858	0.8178137651821862	0.9493927125506072
ENSMMUT00000008573	0.8056680161943321	0.9595141700404858	0.9757085020242916	0.9939271255060728	0.8319838056680162	0.7672064777327935	0.8036437246963563	0.9979757085020244	0.9190283400809716	0.9635627530364372	0.9595141700404858	0.9595141700404858	1.0	0.8036437246963563	0.9696356275303644
ENSPTET00000040454	0.97165991902834	0.8259109311740891	0.8076923076923077	0.8036437246963563	0.6619433198380567	0.9331983805668016	0.9068825910931174	0.8056680161943321	0.8036437246963563	0.8218623481781376	0.819838056680162	0.8178137651821862	0.8036437246963563	1.0	0.8157894736842105
ENSPTET00000040607	0.8076923076923077	0.9534412955465588	0.979757085020243	0.97165991902834	0.8319838056680162	0.7692307692307693	0.8056680161943321	0.97165991902834	0.9190283400809716	0.9493927125506072	0.9493927125506072	0.9493927125506072	0.9696356275303644	0.8157894736842105	1.0
