,ENSPKIT00000036094,ENSSFOT00015015537,ZK154.4.1,ENSSFOT00015018578,ENSSFOT00015018563,ENSDCDT00000060355,ENSSFOT00015015544,FBtr0074686,ENSCHAT00000045689,ENSPKIT00000013735,ENSPKIT00000036116,ENSDCDT00000060359,ENSSFOT00015018594
ENSPKIT00000036094,1.0,0.9711272909866935,0.7983931709766507,0.9485312578458448,0.9485312578458448,0.9053477278433342,0.9711272909866935,0.809691187547075,0.9630931458699473,0.957318604067286,1.0,0.9598292744162692,0.9387396434848104
ENSSFOT00015015537,0.9711272909866935,1.0,0.7943760984182777,0.9480291237760482,0.9480291237760482,0.9078583981923174,1.0,0.8091890534772784,0.9643484810444388,0.9553100677880995,0.9711272909866935,0.9618378106954557,0.9387396434848104
ZK154.4.1,0.7983931709766507,0.7943760984182777,1.0,0.7901079588250063,0.7901079588250063,0.7637459201606829,0.7943760984182777,0.7436605573688174,0.793873964348481,0.7936228973135827,0.7983931709766507,0.7941250313833793,0.7983931709766507
ENSSFOT00015018578,0.9485312578458448,0.9480291237760482,0.7901079588250063,1.0,1.0,0.8955561134822998,0.9480291237760482,0.8122018578960583,0.9460205874968617,0.951041928194828,0.9485312578458448,0.9492844589505398,0.9806678383128296
ENSSFOT00015018563,0.9485312578458448,0.9480291237760482,0.7901079588250063,1.0,1.0,0.8955561134822998,0.9480291237760482,0.8122018578960583,0.9460205874968617,0.951041928194828,0.9485312578458448,0.9492844589505398,0.9806678383128296
ENSDCDT00000060355,0.9053477278433342,0.9078583981923174,0.7637459201606829,0.8955561134822998,0.8955561134822998,1.0,0.9078583981923174,0.7737886015566157,0.912377604820487,0.9033391915641477,0.9053477278433342,0.9407481797639969,0.8870198342957569
ENSSFOT00015015544,0.9711272909866935,1.0,0.7943760984182777,0.9480291237760482,0.9480291237760482,0.9078583981923174,1.0,0.8091890534772784,0.9643484810444388,0.9553100677880995,0.9711272909866935,0.9618378106954557,0.9387396434848104
FBtr0074686,0.809691187547075,0.8091890534772784,0.7436605573688174,0.8122018578960583,0.8122018578960583,0.7737886015566157,0.8091890534772784,1.0,0.8086869194074818,0.8114486567913632,0.809691187547075,0.8111975897564649,0.8169721315591263
ENSCHAT00000045689,0.9630931458699473,0.9643484810444388,0.793873964348481,0.9460205874968617,0.9460205874968617,0.912377604820487,0.9643484810444388,0.8086869194074818,1.0,0.9538036655787095,0.9630931458699473,0.966859151393422,0.9369821742405222
ENSPKIT00000013735,0.957318604067286,0.9553100677880995,0.7936228973135827,0.951041928194828,0.951041928194828,0.9033391915641477,0.9553100677880995,0.8114486567913632,0.9538036655787095,1.0,0.957318604067286,0.9580718051719809,0.9427567160431836
ENSPKIT00000036116,1.0,0.9711272909866935,0.7983931709766507,0.9485312578458448,0.9485312578458448,0.9053477278433342,0.9711272909866935,0.809691187547075,0.9630931458699473,0.957318604067286,1.0,0.9598292744162692,0.9387396434848104
ENSDCDT00000060359,0.9598292744162692,0.9618378106954557,0.7941250313833793,0.9492844589505398,0.9492844589505398,0.9407481797639969,0.9618378106954557,0.8111975897564649,0.966859151393422,0.9580718051719809,0.9598292744162692,1.0,0.9407481797639969
ENSSFOT00015018594,0.9387396434848104,0.9387396434848104,0.7983931709766507,0.9806678383128296,0.9806678383128296,0.8870198342957569,0.9387396434848104,0.8169721315591263,0.9369821742405222,0.9427567160431836,0.9387396434848104,0.9407481797639969,1.0
