,ENSCCNT00000037011,ENSNSUT00000027452,ENSNMET00000020317,ENSGALT00000056316,ENSCJPT00005017435,ENSNMET00000020318,ENSNMET00000020319,ENSVURT00010025493,ENSPCIT00000026018,ENSNSUT00000027868,ENSCCNT00000037278,ENSPVIT00000014698,ENSNSUT00000027867,ENSCJPT00005017434,ENSNSUT00000027827,ENSMODT00000073730,ENSNSUT00000027828,ENSCCNT00000037168,ENSPCIT00000026022,ENSSHAT00000009920,ENSNSUT00000027786,ENSGALT00000078523,ENSPVIT00000013818,ENSNSUT00000027776
ENSCCNT00000037011,1.0,0.9665786694825765,0.9530095036958818,0.9527983104540655,0.9688489968321014,0.9450369588173179,0.9687961985216473,0.980675818373812,0.9746040126715945,0.9636219640971488,0.9772967265047519,0.9525871172122492,0.9636219640971488,0.9531151003167898,0.964572333685322,0.980675818373812,0.965364308342133,0.9746040126715945,0.9740232312565998,0.9802534318901795,0.9526927138331573,0.968585005279831,0.9435058078141499,0.9530095036958818
ENSNSUT00000027452,0.9665786694825765,1.0,0.9465153115100317,0.9459345300950369,0.9581837381203802,0.9404963041182682,0.9585005279831046,0.96779303062302,0.9600316789862724,0.984688489968321,0.9588173178458289,0.95,0.9872228088701162,0.9461457233368532,0.9757655755015839,0.9667370644139388,0.976557550158395,0.9491024287222809,0.9606652587117213,0.9674234424498416,0.9644139387539599,0.9579197465681099,0.9434002111932418,0.9656282998944034
ENSNMET00000020317,0.9530095036958818,0.9465153115100317,1.0,0.9972544878563886,0.9801478352692714,0.9908130939809926,0.9835269271383316,0.9561774023231256,0.9470960929250264,0.9397571277719113,0.9325765575501584,0.9667370644139388,0.9397571277719113,0.9965153115100317,0.9407074973600845,0.9555966209081309,0.9414994720168954,0.9298838437170011,0.9569693769799367,0.9562302006335798,0.9342133051742344,0.9808870116156283,0.9619852164730729,0.9340549102428722
ENSGALT00000056316,0.9527983104540655,0.9459345300950369,0.9972544878563886,1.0,0.9807286166842661,0.9883843717001056,0.9808870116156283,0.9562829989440338,0.9474656810982048,0.9392819429778247,0.9322069693769799,0.9662618796198522,0.9392819429778247,0.9970960929250264,0.9401795142555438,0.9554382259767688,0.9409714889123548,0.9295142555438226,0.957286166842661,0.9563885955649419,0.9336853220696938,0.9835269271383316,0.961351636747624,0.9335269271383315
ENSCJPT00005017435,0.9688489968321014,0.9581837381203802,0.9801478352692714,0.9807286166842661,1.0,0.9715417106652587,0.9965681098204857,0.9726504751847941,0.9635691657866948,0.9552798310454066,0.9482576557550159,0.9510031678986273,0.9552798310454066,0.9835269271383316,0.9561774023231256,0.9714361140443506,0.9569693769799367,0.9455649419218585,0.973336853220697,0.9727560718057022,0.9447201689545934,0.9971488912354805,0.9493136219640972,0.9445617740232313
ENSNMET00000020318,0.9450369588173179,0.9404963041182682,0.9908130939809926,0.9883843717001056,0.9715417106652587,1.0,0.9743400211193242,0.9486272439281943,0.9394931362196409,0.9342133051742344,0.9246040126715945,0.9586589229144667,0.9342133051742344,0.987909186906019,0.933104540654699,0.9481520591341077,0.9338965153115101,0.9219112988384371,0.9493664202745512,0.9488384371700106,0.926610348468849,0.9720168954593453,0.9539070749736008,0.9264519535374868
ENSNMET00000020319,0.9687961985216473,0.9585005279831046,0.9835269271383316,0.9808870116156283,0.9965681098204857,0.9743400211193242,1.0,0.9720696937697993,0.9629355860612461,0.9555438225976769,0.948363252375924,0.951636747624076,0.9555438225976769,0.9801478352692714,0.9564941921858501,0.9714889123548046,0.957286166842661,0.9456705385427666,0.9728088701161562,0.9721224920802535,0.9450369588173179,0.9973600844772967,0.9500527983104541,0.9448785638859557
ENSVURT00010025493,0.980675818373812,0.96779303062302,0.9561774023231256,0.9562829989440338,0.9726504751847941,0.9486272439281943,0.9720696937697993,1.0,0.9883843717001056,0.9649947201689546,0.96129883843717,0.958130939809926,0.9649947201689546,0.9568109820485744,0.9660506863780359,0.9905491024287223,0.9668426610348468,0.9586061246040126,0.990337909186906,0.9961985216473073,0.9546462513199577,0.9721752903907075,0.9448785638859557,0.9544878563885956
ENSPCIT00000026018,0.9746040126715945,0.9600316789862724,0.9470960929250264,0.9474656810982048,0.9635691657866948,0.9394931362196409,0.9629355860612461,0.9883843717001056,1.0,0.9590813093980992,0.9599788806758184,0.9497360084477297,0.957286166842661,0.9477824709609293,0.9591341077085533,0.9815733896515312,0.9599260823653644,0.957286166842661,0.9831045406546991,0.9871700105596621,0.9460929250263992,0.9633051742344245,0.9369588173178458,0.947571277719113
ENSNSUT00000027868,0.9636219640971488,0.984688489968321,0.9397571277719113,0.9392819429778247,0.9552798310454066,0.9342133051742344,0.9555438225976769,0.9649947201689546,0.9590813093980992,1.0,0.9626715945089757,0.9432418162618796,0.9974656810982049,0.9394403379091869,0.9811510031678986,0.9638331573389651,0.9819429778247096,0.9538542766631468,0.9579197465681099,0.9646251319957762,0.9668426610348468,0.9550686378035903,0.9383315733896516,0.9692185850052798
ENSCCNT00000037278,0.9772967265047519,0.9588173178458289,0.9325765575501584,0.9322069693769799,0.9482576557550159,0.9246040126715945,0.948363252375924,0.96129883843717,0.9599788806758184,0.9626715945089757,1.0,0.9336853220696938,0.9621964097148892,0.9325237592397043,0.9569165786694825,0.9599788806758184,0.9577085533262936,0.9855860612460401,0.9546462513199577,0.9609292502639916,0.9449313621964097,0.9479936642027456,0.9316789862724393,0.9453537486800423
ENSPVIT00000014698,0.9525871172122492,0.95,0.9667370644139388,0.9662618796198522,0.9510031678986273,0.9586589229144667,0.951636747624076,0.958130939809926,0.9497360084477297,0.9432418162618796,0.9336853220696938,1.0,0.9432418162618796,0.9660506863780359,0.944297782470961,0.9559134107708553,0.9450897571277719,0.9309926082365364,0.9534846884899684,0.9583949313621964,0.9378035902851108,0.9511615628299894,0.9609820485744456,0.9376451953537487
ENSNSUT00000027867,0.9636219640971488,0.9872228088701162,0.9397571277719113,0.9392819429778247,0.9552798310454066,0.9342133051742344,0.9555438225976769,0.9649947201689546,0.957286166842661,0.9974656810982049,0.9621964097148892,0.9432418162618796,1.0,0.9394403379091869,0.9799894403379091,0.9638331573389651,0.9807814149947202,0.9524815205913411,0.9579197465681099,0.9646251319957762,0.9668426610348468,0.9550686378035903,0.9383315733896516,0.9680570221752904
ENSCJPT00005017434,0.9531151003167898,0.9461457233368532,0.9965153115100317,0.9970960929250264,0.9835269271383316,0.987909186906019,0.9801478352692714,0.9568109820485744,0.9477824709609293,0.9394403379091869,0.9325237592397043,0.9660506863780359,0.9394403379091869,1.0,0.9403379091869061,0.9555966209081309,0.941129883843717,0.929831045406547,0.9575501583949314,0.9569165786694825,0.933843717001056,0.9807286166842661,0.961246040126716,0.9336853220696938
ENSNSUT00000027827,0.964572333685322,0.9757655755015839,0.9407074973600845,0.9401795142555438,0.9561774023231256,0.933104540654699,0.9564941921858501,0.9660506863780359,0.9591341077085533,0.9811510031678986,0.9569165786694825,0.944297782470961,0.9799894403379091,0.9403379091869061,1.0,0.9648891235480465,0.9950897571277719,0.9542238648363253,0.9589757127771912,0.9656810982048575,0.9680570221752904,0.9559662090813094,0.9393875395987329,0.9823653643083421
ENSMODT00000073730,0.980675818373812,0.9667370644139388,0.9555966209081309,0.9554382259767688,0.9714361140443506,0.9481520591341077,0.9714889123548046,0.9905491024287223,0.9815733896515312,0.9638331573389651,0.9599788806758184,0.9559134107708553,0.9638331573389651,0.9555966209081309,0.9648891235480465,1.0,0.9656810982048575,0.957286166842661,0.9857444561774024,0.9907602956705386,0.9539070749736008,0.9713305174234425,0.9442449841605068,0.9533262935586061
ENSNSUT00000027828,0.965364308342133,0.976557550158395,0.9414994720168954,0.9409714889123548,0.9569693769799367,0.9338965153115101,0.957286166842661,0.9668426610348468,0.9599260823653644,0.9819429778247096,0.9577085533262936,0.9450897571277719,0.9807814149947202,0.941129883843717,0.9950897571277719,0.9656810982048575,1.0,0.9550158394931362,0.9597676874340021,0.9664730728616684,0.9688489968321014,0.9567581837381204,0.9401795142555438,0.9831573389651531
ENSCCNT00000037168,0.9746040126715945,0.9491024287222809,0.9298838437170011,0.9295142555438226,0.9455649419218585,0.9219112988384371,0.9456705385427666,0.9586061246040126,0.957286166842661,0.9538542766631468,0.9855860612460401,0.9309926082365364,0.9524815205913411,0.929831045406547,0.9542238648363253,0.957286166842661,0.9550158394931362,1.0,0.9519535374868004,0.9582365364308342,0.9422386483632523,0.9453009503695882,0.9289862724392819,0.9426610348468849
