,ENSMSIT00000045251,ENSMUST00000093935,ENSRNOT00000055286,ENSMUST00000058761,ENSRNOT00000065405,ENSRNOT00000073764,ENSMUST00000105053,MGP_SPRETEiJ_T0031221,MGP_SPRETEiJ_T0031220,ENSMSIT00000045248,ENSMSIT00000045244,MGP_PahariEiJ_T0036532,MGP_CAROLIEiJ_T0029802,MGP_CAROLIEiJ_T0029801,ENSRNOT00000064626
ENSMSIT00000045251,1.0,0.999326825984517,0.9884438460675418,0.999326825984517,0.9874340850443173,0.987882867721306,0.9890048244137777,0.987882867721306,0.962414450802199,0.9894536070907664,0.9992146303152698,0.9888926287445304,0.9886682374060362,0.9929316728374284,0.94693144844609
ENSMUST00000093935,0.999326825984517,1.0,0.9884438460675418,0.999326825984517,0.9874340850443173,0.987882867721306,0.9890048244137777,0.9876584763828117,0.9621900594637047,0.9894536070907664,0.9989902389767755,0.9886682374060362,0.9884438460675418,0.9927072814989342,0.9471558397845843
ENSRNOT00000055286,0.9884438460675418,0.9884438460675418,1.0,0.9884438460675418,0.9974194996073151,0.9911365421294738,0.9814877145742175,0.9803657578817457,0.9561314933243577,0.9817121059127117,0.9881072590598003,0.9814877145742175,0.9812633232357231,0.9844048019746438,0.9505217098619994
ENSMUST00000058761,0.999326825984517,0.999326825984517,0.9884438460675418,1.0,0.9874340850443173,0.987882867721306,0.9890048244137777,0.9876584763828117,0.9621900594637047,0.9894536070907664,0.9989902389767755,0.9886682374060362,0.9886682374060362,0.9929316728374284,0.9472680354538315
ENSRNOT00000065405,0.9874340850443173,0.9874340850443173,0.9974194996073151,0.9874340850443173,1.0,0.9890048244137777,0.9801413665432515,0.9790194098507797,0.9579266240323123,0.9805901492202401,0.9870974980365758,0.9800291708740043,0.9798047795355099,0.9830584539436777,0.9483899921463032
ENSRNOT00000073764,0.987882867721306,0.987882867721306,0.9911365421294738,0.987882867721306,0.9890048244137777,1.0,0.9856389543363626,0.9848535846516324,0.9560192976551105,0.985863345674857,0.9875462807135644,0.9857511500056098,0.9857511500056098,0.984516997643891,0.9555705149781218
ENSMUST00000105053,0.9890048244137777,0.9890048244137777,0.9814877145742175,0.9890048244137777,0.9801413665432515,0.9856389543363626,1.0,0.9977560866150567,0.9640973858409065,0.9991024346460227,0.9886682374060362,0.9962975429148435,0.9982048692920453,0.9947268035453831,0.9471558397845843
MGP_SPRETEiJ_T0031221,0.987882867721306,0.9876584763828117,0.9803657578817457,0.9876584763828117,0.9790194098507797,0.9848535846516324,0.9977560866150567,1.0,0.9654437338718725,0.9978682822843038,0.9873218893750701,0.9957365645686077,0.9976438909458095,0.9934926511836644,0.9463704700998542
MGP_SPRETEiJ_T0031220,0.962414450802199,0.9621900594637047,0.9561314933243577,0.9621900594637047,0.9579266240323123,0.9560192976551105,0.9640973858409065,0.9654437338718725,1.0,0.9640973858409065,0.9626388421406934,0.9630876248176821,0.9633120161561763,0.9672388645798272,0.9403119039605071
ENSMSIT00000045248,0.9894536070907664,0.9894536070907664,0.9817121059127117,0.9894536070907664,0.9805901492202401,0.985863345674857,0.9991024346460227,0.9978682822843038,0.9640973858409065,1.0,0.9891170200830248,0.9964097385840907,0.9982048692920453,0.9947268035453831,0.9473802311230787
ENSMSIT00000045244,0.9992146303152698,0.9989902389767755,0.9881072590598003,0.9989902389767755,0.9870974980365758,0.9875462807135644,0.9886682374060362,0.9873218893750701,0.9626388421406934,0.9891170200830248,1.0,0.9883316503982946,0.9881072590598003,0.9923706944911926,0.9467070571075956
MGP_PahariEiJ_T0036532,0.9888926287445304,0.9886682374060362,0.9814877145742175,0.9886682374060362,0.9800291708740043,0.9857511500056098,0.9962975429148435,0.9957365645686077,0.9630876248176821,0.9964097385840907,0.9883316503982946,1.0,0.9969707169303265,0.9921463031526984,0.9479412094693145
MGP_CAROLIEiJ_T0029802,0.9886682374060362,0.9884438460675418,0.9812633232357231,0.9886682374060362,0.9798047795355099,0.9857511500056098,0.9982048692920453,0.9976438909458095,0.9633120161561763,0.9982048692920453,0.9881072590598003,0.9969707169303265,1.0,0.9949511948838775,0.947604622461573
MGP_CAROLIEiJ_T0029801,0.9929316728374284,0.9927072814989342,0.9844048019746438,0.9929316728374284,0.9830584539436777,0.984516997643891,0.9947268035453831,0.9934926511836644,0.9672388645798272,0.9947268035453831,0.9923706944911926,0.9921463031526984,0.9949511948838775,1.0,0.9432289913609335
ENSRNOT00000064626,0.94693144844609,0.9471558397845843,0.9505217098619994,0.9472680354538315,0.9483899921463032,0.9555705149781218,0.9471558397845843,0.9463704700998542,0.9403119039605071,0.9473802311230787,0.9467070571075956,0.9479412094693145,0.947604622461573,0.9432289913609335,1.0
