	ENSDNVT00000027371	ENSNPET00000005632	ENSDNVT00000027376	ENSGALT00000006738	ENSNPET00000005629	ENSAHAT00000024661	ENSAOWT00000025162	ENSAOWT00000025160	ENSMGAT00000013266	ENSAOWT00000025165	ENSCJPT00005034532	ENSNMET00000029018	ENSNMET00000029019	ENSARWT00000024829	ENSACAT00000008165	ENSARWT00000024828	ENSGALT00000023217	ENSGALT00000054374	ENSAHAT00000024652	ENSAOWT00000025171	ENSAHAT00000024656	ENSAHAT00000024659	ENSGALT00000102541	ENSGALT00000093867	ENSMGAT00000020258	ENSNMET00000029020	ENSDNVT00000027384
ENSDNVT00000027371	1.0	0.9228432563791008	1.0	0.93681652490887	0.9380315917375456	0.8894289185905225	0.8347509113001215	0.862089914945322	0.93681652490887	0.8791008505467801	0.9325637910085056	0.9374240583232076	0.7970838396111786	0.8791008505467801	0.5224787363304981	0.9052247873633051	0.9052247873633051	0.9264884568651276	0.9064398541919806	0.8529769137302552	0.8529769137302552	0.9155528554070472	0.93681652490887	0.93681652490887	0.9040097205346294	0.7660996354799514	0.965370595382746
ENSNPET00000005632	0.9228432563791008	1.0	0.9228432563791008	0.8948967193195626	0.9489671931956256	0.8365735115431349	0.7818955042527339	0.8092345078979344	0.8930741190765492	0.8250303766707169	0.8924665856622114	0.8979343863912516	0.7545565006075334	0.827460510328068	0.5139732685297691	0.8523693803159174	0.9295261239368166	0.8839611178614823	0.8523693803159174	0.8001215066828675	0.8001215066828675	0.8614823815309842	0.8948967193195626	0.8948967193195626	0.9258809234507898	0.7891859052247874	0.9574726609963548
ENSDNVT00000027376	1.0	0.9228432563791008	1.0	0.93681652490887	0.9380315917375456	0.8894289185905225	0.8347509113001215	0.862089914945322	0.93681652490887	0.8791008505467801	0.9325637910085056	0.9374240583232076	0.7970838396111786	0.8791008505467801	0.5224787363304981	0.9052247873633051	0.9052247873633051	0.9264884568651276	0.9064398541919806	0.8529769137302552	0.8529769137302552	0.9155528554070472	0.93681652490887	0.93681652490887	0.9040097205346294	0.7660996354799514	0.965370595382746
ENSGALT00000006738	0.93681652490887	0.8948967193195626	0.93681652490887	1.0	0.9100850546780072	0.8493317132442284	0.7946537059538274	0.8219927095990279	0.9835965978128796	0.8365735115431349	0.9805589307411908	0.9763061968408262	0.8311057108140948	0.8408262454434994	0.5218712029161604	0.8645200486026732	0.965370595382746	0.98906439854192	0.8639125151883353	0.8128797083839611	0.8128797083839611	0.8730255164034022	1.0	1.0	0.9477521263669502	0.7970838396111786	0.9052247873633051
ENSNPET00000005629	0.9380315917375456	0.9489671931956256	0.9380315917375456	0.9100850546780072	1.0	0.8529769137302552	0.7982989064398542	0.8256379100850547	0.908262454434994	0.8414337788578372	0.908262454434994	0.913730255164034	0.7703523693803159	0.8432563791008505	0.5388821385176185	0.8681652490886999	0.8809234507897934	0.8991494532199271	0.8687727825030377	0.8165249088699879	0.8165249088699879	0.8778857837181046	0.9100850546780072	0.9100850546780072	0.8772782503037667	0.741190765492102	0.908262454434994
ENSAHAT00000024661	0.8894289185905225	0.8365735115431349	0.8894289185905225	0.8493317132442284	0.8529769137302552	1.0	0.9173754556500608	0.9447144592952612	0.8511543134872418	0.9119076549210208	0.8487241798298907	0.8554070473876063	0.758809234507898	0.9641555285540704	0.4975698663426489	0.93681652490887	0.8177399756986634	0.8566221142162819	0.9392466585662212	0.9392466585662212	0.9392466585662212	0.9726609963547996	0.8493317132442284	0.8493317132442284	0.8213851761846902	0.7272174969623331	0.8572296476306197
ENSAOWT00000025162	0.8347509113001215	0.7818955042527339	0.8347509113001215	0.7946537059538274	0.7982989064398542	0.9173754556500608	1.0	0.9301336573511544	0.7964763061968408	0.954434993924666	0.7940461725394897	0.8007290400972054	0.7041312272174971	0.9058323207776428	0.4659781287970839	0.8821385176184691	0.7630619684082625	0.8019441069258809	0.8845686512758202	0.9781287970838396	0.9781287970838396	0.893681652490887	0.7946537059538274	0.7946537059538274	0.7667071688942891	0.672539489671932	0.8025516403402188
ENSAOWT00000025160	0.862089914945322	0.8092345078979344	0.862089914945322	0.8219927095990279	0.8256379100850547	0.9447144592952612	0.9301336573511544	1.0	0.8238153098420413	0.8845686512758202	0.8213851761846902	0.8280680437424058	0.7314702308626975	0.9756986634264884	0.4933171324422842	0.9520048602673148	0.7904009720534629	0.8292831105710814	0.954434993924666	0.908262454434994	0.908262454434994	0.9210206561360876	0.8219927095990279	0.8219927095990279	0.7940461725394897	0.6998784933171325	0.8298906439854192
ENSMGAT00000013266	0.93681652490887	0.8930741190765492	0.93681652490887	0.9835965978128796	0.908262454434994	0.8511543134872418	0.7964763061968408	0.8238153098420413	1.0	0.8371810449574727	0.9811664641555286	0.9811664641555286	0.8359659781287971	0.8426488456865128	0.520048602673147	0.8651275820170109	0.9495747266099636	0.9726609963547996	0.8645200486026732	0.8147023086269745	0.8147023086269745	0.8736330498177399	0.9835965978128796	0.9835965978128796	0.9635479951397328	0.8013365735115431	0.9058323207776428
ENSAOWT00000025165	0.8791008505467801	0.8250303766707169	0.8791008505467801	0.8365735115431349	0.8414337788578372	0.9119076549210208	0.954434993924666	0.8845686512758202	0.8371810449574727	1.0	0.8347509113001215	0.8402187120291617	0.6986634264884569	0.9003645200486027	0.4374240583232079	0.9277035236938032	0.8049817739975699	0.8438639125151883	0.9301336573511544	0.9726609963547996	0.9726609963547996	0.9392466585662212	0.8365735115431349	0.8365735115431349	0.807411907654921	0.6670716889428918	0.8469015795868773
