,ENSAOWT00000008512,ENSMVIT00005007352,ENSDNVT00000023347,ENSPVIT00000005272,ENSPVIT00000005278,ENSEBUT00000026712,ENSPVIT00000005250,ENSMVIT00005007293,ENSTGUT00000004957,ENSSPUT00000018643,ENSDNVT00000023364,ENSSMRT00000009785,ENSEBUT00000026734,ENSSMRT00000009779,ENSLCOT00000013719,ENSAHAT00000022584,ENSMVIT00005007336,ENSSMRT00000009774,ENSDNVT00000023319,ENSARWT00000008642,ENSARWT00000008643,ENSMVIT00005007306,ENSNSUT00000025516,ENSACAT00000014297,ENSSMRT00000009788,ENSLCOT00000013718,ENSPVIT00000005260,ENSSMRT00000009781,ENSSMRT00000009784,ENSEBUT00000012213,ENSDNVT00000023333,ENSNSUT00000025515,ENSNSUT00000025514,ENSNPET00000016152,ENSLCOT00000013720,ENSSMRT00000009756,ENSSMRT00000009760,ENSAHAT00000022610,ENSPVIT00000005297,ENSAHAT00000022633,ENSAHAT00000022597
ENSAOWT00000008512,1.0,0.9653175843900179,0.9069538532800648,0.8773087835099299,0.8785246945747206,0.7426321579526374,0.8559434890857507,0.9559376990330613,0.9474263215795263,0.9566904058826935,0.907474958022118,0.8617335417752302,0.7381159168548433,0.9260031266284523,0.9656070870244919,0.9883040935672515,0.9191708644548665,0.8610387354524927,0.8980950726651612,0.9173759481211279,0.9262347287360315,0.9646227780672804,0.9019165074402177,0.899310983729952,0.8615598401945458,0.9569220079902727,0.8487059232239014,0.8891204909964681,0.9421573736321001,0.7203404550981414,0.9033061200856928,0.9246135139829772,0.9128018064964392,0.9784610039951364,0.9195182676162353,0.852179954837589,0.8533958659023797,0.954605986914481,0.9156968328411789,0.9443575936541022,0.9554744948179028
ENSMVIT00005007352,0.9653175843900179,1.0,0.8826935325111459,0.8685658039488159,0.8697817150136066,0.7450639800822187,0.8627178507324417,0.9874934861907243,0.9504950495049505,0.9431416825893115,0.9028429158705344,0.8724451392507672,0.7294887383475189,0.933993399339934,0.9751027734352382,0.9550112906027445,0.9454577036651034,0.8528168606334318,0.8903364020612587,0.9086908690869087,0.900990099009901,0.9788084071565051,0.8961843552776331,0.9047536332580627,0.8691448092177639,0.9837299519425626,0.855596085924382,0.8965317584390018,0.9343408025013028,0.711713276590817,0.8955474494817903,0.9186497597128134,0.9037114237739563,0.9585432227433269,0.9430837820624167,0.8597649238608072,0.8609808349255978,0.9259452261015575,0.910022581205489,0.9173180475942331,0.9309246714145099
ENSDNVT00000023347,0.9069538532800648,0.8826935325111459,1.0,0.9415783683631521,0.9427942794279428,0.7388107231775809,0.9325458861675642,0.8949105436859476,0.8757454692837705,0.8777140871981935,0.9786347055758208,0.9191129639279717,0.734294482079787,0.8720398355625036,0.9044062300966939,0.9185339586590238,0.9369463262115685,0.9393202478142552,0.9911412193850964,0.933414394070986,0.9422731746858897,0.9035956227201668,0.8983266747727404,0.9171443460135488,0.9189392623472874,0.8957211510624746,0.9253083203057147,0.9064327485380117,0.8672919923571305,0.7159979155810318,0.9859301719645649,0.8562908922471194,0.8643969660123907,0.8939841352556308,0.9377569335880956,0.9304614671993515,0.9316773782641422,0.9463262115685253,0.9122228012274912,0.9363673209426205,0.9485843321174222
ENSPVIT00000005272,0.8773087835099299,0.8685658039488159,0.9415783683631521,1.0,0.9987840889352093,0.7452376816629032,0.9762028834462394,0.8800301082739853,0.8737189508424527,0.873603149788663,0.9211394823692896,0.9197498697238145,0.7404898384575299,0.8859938625441491,0.8888888888888888,0.8879624804585722,0.9220658907996063,0.9400150541369926,0.9327195877482485,0.905216837473221,0.9140756180881247,0.8887151873082045,0.9092119738289618,0.9345724046088819,0.9195761681431301,0.8802038098546697,0.966996699669967,0.920444676046552,0.8811881188118812,0.7121185802790806,0.9286086503387181,0.8671761913033409,0.8755138671761913,0.8696080134329223,0.9222395923802906,0.9311562735220891,0.9299982629841932,0.9169127439059696,0.9584853222164321,0.9095014764634358,0.9189392623472874
ENSPVIT00000005278,0.8785246945747206,0.8697817150136066,0.9427942794279428,0.9987840889352093,1.0,0.7464535927276938,0.9774187945110301,0.881246019338776,0.8749348619072433,0.8748190608534537,0.9223553934340802,0.9185918591859186,0.7417057495223206,0.8848358520062533,0.8901047999536795,0.8891783915233629,0.923281801864397,0.9388570435990967,0.9339354988130392,0.9064327485380117,0.9152915291529153,0.8899310983729952,0.9104278848937525,0.9333564935440912,0.9184181576052342,0.8814197209194604,0.9682126107347577,0.9192866655086561,0.8800301082739853,0.7133344913438713,0.9298245614035088,0.8683921023681316,0.876729778240982,0.870823924497713,0.9234555034450813,0.9299982629841932,0.9312141740489839,0.9181286549707602,0.9597012332812228,0.9107173875282265,0.9201551734120781
ENSEBUT00000026712,0.7426321579526374,0.7450639800822187,0.7388107231775809,0.7452376816629032,0.7464535927276938,1.0,0.7350471889294192,0.735684094725262,0.7432690637484801,0.7357419952521568,0.7506803311910138,0.7393897284465288,0.9619014533032251,0.7322679636384691,0.7332522725956806,0.7323837646922587,0.777719877250883,0.7274043193793064,0.7413004458340571,0.7884314747264201,0.7858838515430491,0.7331943720687858,0.7813097099183602,0.7751143535406172,0.7392160268658445,0.7357419952521568,0.7301256441433617,0.7691505992704534,0.7371316078976319,0.7127554860749232,0.7465114932545887,0.7392739273927392,0.7293729372937293,0.7428637600602166,0.7777777777777778,0.7298361415088878,0.7310520525736784,0.7879682705112616,0.783625730994152,0.7817729141335186,0.7843205373168896
ENSPVIT00000005250,0.8559434890857507,0.8627178507324417,0.9325458861675642,0.9762028834462394,0.9774187945110301,0.7350471889294192,1.0,0.874182155057611,0.8523536564182734,0.8522378553644838,0.9282033466504546,0.9326616872213537,0.7191245440333507,0.8785246945747206,0.8675235944647096,0.866597186034393,0.916217937583232,0.9366568235770946,0.9397834520294135,0.9000057900526894,0.8927103236639453,0.8673498928840252,0.8878466794047826,0.9274506398008222,0.9324879856406694,0.8744137571651902,0.9907938162237276,0.9129755080771235,0.8574489027850154,0.7073128365468125,0.935672514619883,0.8458108968791616,0.8541485727520121,0.8482427190087429,0.9164495396908112,0.9440680910196283,0.945284002084419,0.8955474494817903,0.9371200277922529,0.8881361820392566,0.8975739679231081
ENSMVIT00005007293,0.9559376990330613,0.9874934861907243,0.8949105436859476,0.8800301082739853,0.881246019338776,0.735684094725262,0.874182155057611,1.0,0.9379885356956749,0.9306351687800359,0.8903364020612587,0.8599386254414915,0.7201088529905623,0.945284002084419,0.9874934861907243,0.9672283017775462,0.957964217474379,0.8641074633779168,0.9025534132360604,0.9209078802617103,0.9132071101847027,0.9913149209657808,0.8836778414683574,0.9164495396908112,0.8597649238608072,0.9961206646980487,0.8670603902495513,0.9078223611834868,0.924960917144346,0.7023333912338602,0.907764460656592,0.9061432459035377,0.9141914191419142,0.9460367089340513,0.9554744948179028,0.8710555266052921,0.8722714376700827,0.9165653407446007,0.8975739679231081,0.9079381622372764,0.918765560766603
ENSTGUT00000004957,0.9474263215795263,0.9504950495049505,0.8757454692837705,0.8737189508424527,0.8749348619072433,0.7432690637484801,0.8523536564182734,0.9379885356956749,1.0,0.9358462162005674,0.8793932024781426,0.8602281280759655,0.7389265242313705,0.9158126338949685,0.9462104105147356,0.9371200277922529,0.9107173875282265,0.856406693300909,0.8668866886688669,0.8875571767703087,0.8964159573852122,0.9466736147298941,0.9003531932140583,0.8912628104915755,0.8569277980429622,0.9375253314805164,0.845405593190898,0.8849516530600429,0.9319668808986161,0.7219037693243009,0.8720977360893984,0.9187076602397082,0.9037693243008511,0.9434311852237856,0.9104857854206473,0.8475479126860055,0.8487638237507962,0.9185339586590238,0.9151757280991257,0.9114121938509641,0.9235134039719761
ENSSPUT00000018643,0.9566904058826935,0.9431416825893115,0.8777140871981935,0.873603149788663,0.8748190608534537,0.7357419952521568,0.8522378553644838,0.9306351687800359,0.9358462162005674,1.0,0.8813618203925656,0.8602860286028603,0.741068843726478,0.9223553934340802,0.9408256615135198,0.9463841120954201,0.8996583868913207,0.8564645938278038,0.8688553065832899,0.8876150772972035,0.896473857912107,0.9393202478142552,0.8985582768803196,0.8971686642348445,0.856985698569857,0.9321405824793005,0.8445949858143709,0.8843726477910949,0.938509640437728,0.7223669735394592,0.8740663540038215,0.9215447860575531,0.9067222511724856,0.9497423426553182,0.9005847953216374,0.8476058132129002,0.848821724277691,0.9210236813154999,0.9150599270453361,0.9127439059695444,0.9257715245208732
