,FBtr0339651,FBtr0339650,FBtr0347014,FBtr0087890,FBtr0303566,FBtr0303565,FBtr0087888,FBtr0087889,FBtr0087887,YOL004W_mRNA,ENSCINT00000018503,F02E9.4a.1,ENSCINT00000022019,FBtr0304683,ENSCINT00000018502,F02E9.4b.1
FBtr0339651,1.0,0.9413943485273911,0.9926518907939542,0.9431865702849632,0.9944441125515264,0.9431865702849632,0.9944441125515264,0.9989246669454567,0.9431865702849632,0.43969173785769766,0.5444769699504152,0.44022940438496927,0.57118107413824,0.9424696815819344,0.5450146364776869,0.4398709600334548
FBtr0339650,0.9413943485273911,1.0,0.9344046836728598,0.9982077782424279,0.9361969054304319,0.9982077782424279,0.9361969054304319,0.9406774598243622,0.9982077782424279,0.38359519684568966,0.5008064997909074,0.3841328633729614,0.5150845331262321,0.9989246669454567,0.5013441663181791,0.38377441902144693
FBtr0347014,0.9926518907939542,0.9344046836728598,1.0,0.9361969054304319,0.9874544476969951,0.9361969054304319,0.9874544476969951,0.9919350020909253,0.9361969054304319,0.4327020730031663,0.5481808949160643,0.43323973953043793,0.5641914092837087,0.9354800167274031,0.548718561443336,0.4328812951789235
FBtr0087890,0.9431865702849632,0.9982077782424279,0.9361969054304319,1.0,0.9379891271880041,1.0,0.9379891271880041,0.9424696815819344,1.0,0.3832367524941753,0.5004480554393931,0.38377441902144693,0.5147260887747177,0.9992831112969711,0.5009857219666647,0.3834159746699325
FBtr0303566,0.9944441125515264,0.9361969054304319,0.9874544476969951,0.9379891271880041,1.0,0.9379891271880041,1.0,0.9937272238484975,0.9379891271880041,0.4344942947607384,0.539279526853456,0.43503196128801,0.5659836310412808,0.9372722384849752,0.5398171933807276,0.4346735169364956
FBtr0303565,0.9431865702849632,0.9982077782424279,0.9361969054304319,1.0,0.9379891271880041,1.0,0.9379891271880041,0.9424696815819344,1.0,0.3832367524941753,0.5004480554393931,0.38377441902144693,0.5147260887747177,0.9992831112969711,0.5009857219666647,0.3834159746699325
FBtr0087888,0.9944441125515264,0.9361969054304319,0.9874544476969951,0.9379891271880041,1.0,0.9379891271880041,1.0,0.9937272238484975,0.9379891271880041,0.4344942947607384,0.539279526853456,0.43503196128801,0.5659836310412808,0.9372722384849752,0.5398171933807276,0.4346735169364956
FBtr0087889,0.9989246669454567,0.9406774598243622,0.9919350020909253,0.9424696815819344,0.9937272238484975,0.9424696815819344,0.9937272238484975,1.0,0.9424696815819344,0.4389748491546688,0.5437600812473864,0.4395125156819404,0.5704641854352112,0.9417527928789056,0.544297747774658,0.43915407133042594
FBtr0087887,0.9431865702849632,0.9982077782424279,0.9361969054304319,1.0,0.9379891271880041,1.0,0.9379891271880041,0.9424696815819344,1.0,0.3832367524941753,0.5004480554393931,0.38377441902144693,0.5147260887747177,0.9992831112969711,0.5009857219666647,0.3834159746699325
YOL004W_mRNA,0.43969173785769766,0.38359519684568966,0.4327020730031663,0.3832367524941753,0.4344942947607384,0.3832367524941753,0.4344942947607384,0.4389748491546688,0.3832367524941753,1.0,0.5028376844494892,0.49202461317880397,0.5349184539100305,0.38251986379114644,0.5033753509767609,0.49166616882728964
ENSCINT00000018503,0.5444769699504152,0.5008064997909074,0.5481808949160643,0.5004480554393931,0.539279526853456,0.5004480554393931,0.539279526853456,0.5437600812473864,0.5004480554393931,0.5028376844494892,1.0,0.5778122946412569,0.9679192305394587,0.4997311667363642,0.999103889121214,0.5776928131907522
F02E9.4a.1,0.44022940438496927,0.3841328633729614,0.43323973953043793,0.38377441902144693,0.43503196128801,0.38377441902144693,0.43503196128801,0.4395125156819404,0.38377441902144693,0.49202461317880397,0.5778122946412569,1.0,0.6098930641017982,0.38305753031841805,0.5783499611685285,0.9996415556484856
ENSCINT00000022019,0.57118107413824,0.5150845331262321,0.5641914092837087,0.5147260887747177,0.5659836310412808,0.5147260887747177,0.5659836310412808,0.5704641854352112,0.5147260887747177,0.5349184539100305,0.9679192305394587,0.6098930641017982,1.0,0.5140092000716888,0.9670231196606727,0.6097735826512933
FBtr0304683,0.9424696815819344,0.9989246669454567,0.9354800167274031,0.9992831112969711,0.9372722384849752,0.9992831112969711,0.9372722384849752,0.9417527928789056,0.9992831112969711,0.38251986379114644,0.4997311667363642,0.38305753031841805,0.5140092000716888,1.0,0.5002688332636358,0.3826990859669037
ENSCINT00000018502,0.5450146364776869,0.5013441663181791,0.548718561443336,0.5009857219666647,0.5398171933807276,0.5009857219666647,0.5398171933807276,0.544297747774658,0.5009857219666647,0.5033753509767609,0.999103889121214,0.5783499611685285,0.9670231196606727,0.5002688332636358,1.0,0.5782304797180238
F02E9.4b.1,0.4398709600334548,0.38377441902144693,0.4328812951789235,0.3834159746699325,0.4346735169364956,0.3834159746699325,0.4346735169364956,0.43915407133042594,0.3834159746699325,0.49166616882728964,0.5776928131907522,0.9996415556484856,0.6097735826512933,0.3826990859669037,0.5782304797180238,1.0
