,ENSCVAT00000024676,ENSPNYT00000007033,ENSAOCT00000030733,ENSPFOT00000010190,ENSHBUT00000015995,ENSTRUT00000052685,ENSSDUT00000006964,ENSXCOT00000013687,ENSXMAT00000010324,ENSGACT00000021535,ENSGAFT00000023938,ENSAPET00000017839,ENSLCRT00005004245
ENSCVAT00000024676,1.0,0.5728643216080402,0.5804020100502513,0.6432160804020101,0.5050251256281407,0.5402010050251256,0.4095477386934674,0.5653266331658291,0.6708542713567839,0.592964824120603,0.6381909547738693,0.5829145728643216,0.5804020100502513
ENSPNYT00000007033,0.5728643216080402,1.0,0.7135678391959799,0.7336683417085427,0.8919597989949749,0.7236180904522613,0.6457286432160804,0.6708542713567839,0.6608040201005025,0.7663316582914573,0.7236180904522613,0.7160804020100503,0.7537688442211056
ENSAOCT00000030733,0.5804020100502513,0.7135678391959799,1.0,0.7261306532663316,0.6658291457286433,0.7462311557788944,0.6005025125628141,0.7236180904522613,0.6984924623115578,0.7311557788944724,0.7211055276381909,0.9974874371859297,0.7613065326633166
ENSPFOT00000010190,0.6432160804020101,0.7336683417085427,0.7261306532663316,1.0,0.6582914572864321,0.6909547738693468,0.5879396984924623,0.8015075376884422,0.8417085427135679,0.7311557788944724,0.9246231155778895,0.7286432160804021,0.7211055276381909
ENSHBUT00000015995,0.5050251256281407,0.8919597989949749,0.6658291457286433,0.6582914572864321,1.0,0.7663316582914573,0.7361809045226131,0.6331658291457286,0.585427135678392,0.6909547738693468,0.6532663316582915,0.6658291457286433,0.678391959798995
ENSTRUT00000052685,0.5402010050251256,0.7236180904522613,0.7462311557788944,0.6909547738693468,0.7663316582914573,1.0,0.6984924623115578,0.6934673366834171,0.6432160804020101,0.7160804020100503,0.6884422110552764,0.7462311557788944,0.7537688442211056
ENSSDUT00000006964,0.4095477386934674,0.6457286432160804,0.6005025125628141,0.5879396984924623,0.7361809045226131,0.6984924623115578,1.0,0.5577889447236181,0.507537688442211,0.5954773869346733,0.5753768844221105,0.6005025125628141,0.6005025125628141
ENSXCOT00000013687,0.5653266331658291,0.6708542713567839,0.7236180904522613,0.8015075376884422,0.6331658291457286,0.6934673366834171,0.5577889447236181,1.0,0.871859296482412,0.6683417085427136,0.7914572864321608,0.7261306532663316,0.6859296482412061
ENSXMAT00000010324,0.6708542713567839,0.6608040201005025,0.6984924623115578,0.8417085427135679,0.585427135678392,0.6432160804020101,0.507537688442211,0.871859296482412,1.0,0.6683417085427136,0.8291457286432161,0.7010050251256281,0.6934673366834171
ENSGACT00000021535,0.592964824120603,0.7663316582914573,0.7311557788944724,0.7311557788944724,0.6909547738693468,0.7160804020100503,0.5954773869346733,0.6683417085427136,0.6683417085427136,1.0,0.7236180904522613,0.7336683417085427,0.7663316582914573
ENSGAFT00000023938,0.6381909547738693,0.7236180904522613,0.7211055276381909,0.9246231155778895,0.6532663316582915,0.6884422110552764,0.5753768844221105,0.7914572864321608,0.8291457286432161,0.7236180904522613,1.0,0.7236180904522613,0.7110552763819096
ENSAPET00000017839,0.5829145728643216,0.7160804020100503,0.9974874371859297,0.7286432160804021,0.6658291457286433,0.7462311557788944,0.6005025125628141,0.7261306532663316,0.7010050251256281,0.7336683417085427,0.7236180904522613,1.0,0.7638190954773869
ENSLCRT00005004245,0.5804020100502513,0.7537688442211056,0.7613065326633166,0.7211055276381909,0.678391959798995,0.7537688442211056,0.6005025125628141,0.6859296482412061,0.6934673366834171,0.7663316582914573,0.7110552763819096,0.7638190954773869,1.0
