,FBtr0085172,FBtr0303466,FBtr0079713,FBtr0078908,FBtr0079714,FBtr0100288,FBtr0347561,FBtr0339239,FBtr0344267,FBtr0100553,FBtr0339240,FBtr0331993,FBtr0331994,FBtr0112478,FBtr0347115,FBtr0100441
FBtr0085172,1.0,0.8156547183613753,0.8024871982443307,0.825164594001463,0.817117776152158,0.8266276517922458,1.0,0.8397951719092904,0.8397951719092904,0.6115581565471836,0.6115581565471836,0.8215069495245062,0.817117776152158,0.8361375274323336,0.8361375274323336,0.8397951719092904
FBtr0303466,0.8156547183613753,1.0,0.8207754206291149,0.8207754206291149,0.8288222384784198,0.8280907095830286,0.8156547183613753,0.8054133138258961,0.8054133138258961,0.6137527432333577,0.6137527432333577,0.8332114118507681,0.8288222384784198,0.8624725676664228,0.8624725676664228,0.8054133138258961
FBtr0079713,0.8024871982443307,0.8207754206291149,1.0,0.8661302121433797,0.8997805413313826,0.8617410387710315,0.8024871982443307,0.8193123628383321,0.8193123628383321,0.6196049743964887,0.6196049743964887,0.8975859546452085,0.8997805413313826,0.8302852962692027,0.8302852962692027,0.8193123628383321
FBtr0078908,0.825164594001463,0.8207754206291149,0.8661302121433797,1.0,0.8639356254572056,0.8749085588880761,0.825164594001463,0.8222384784198976,0.8222384784198976,0.6049743964886612,0.6049743964886612,0.8632040965618142,0.8639356254572056,0.8419897585954645,0.8419897585954645,0.8222384784198976
FBtr0079714,0.817117776152158,0.8288222384784198,0.8997805413313826,0.8639356254572056,1.0,0.8500365764447696,0.817117776152158,0.8200438917337235,0.8200438917337235,0.6217995610826628,0.6217995610826628,0.9956108266276518,1.0,0.8419897585954645,0.8419897585954645,0.8200438917337235
FBtr0100288,0.8266276517922458,0.8280907095830286,0.8617410387710315,0.8749085588880761,0.8500365764447696,1.0,0.8266276517922458,0.8295537673738113,0.8295537673738113,0.5961960497439649,0.5961960497439649,0.8544257498171178,0.8500365764447696,0.8471104608632041,0.8471104608632041,0.8295537673738113
FBtr0347561,1.0,0.8156547183613753,0.8024871982443307,0.825164594001463,0.817117776152158,0.8266276517922458,1.0,0.8397951719092904,0.8397951719092904,0.6115581565471836,0.6115581565471836,0.8215069495245062,0.817117776152158,0.8361375274323336,0.8361375274323336,0.8397951719092904
FBtr0339239,0.8397951719092904,0.8054133138258961,0.8193123628383321,0.8222384784198976,0.8200438917337235,0.8295537673738113,0.8397951719092904,1.0,1.0,0.5698610095098756,0.5698610095098756,0.8244330651060717,0.8200438917337235,0.831016825164594,0.831016825164594,1.0
FBtr0344267,0.8397951719092904,0.8054133138258961,0.8193123628383321,0.8222384784198976,0.8200438917337235,0.8295537673738113,0.8397951719092904,1.0,1.0,0.5698610095098756,0.5698610095098756,0.8244330651060717,0.8200438917337235,0.831016825164594,0.831016825164594,1.0
FBtr0100553,0.6115581565471836,0.6137527432333577,0.6196049743964887,0.6049743964886612,0.6217995610826628,0.5961960497439649,0.6115581565471836,0.5698610095098756,0.5698610095098756,1.0,1.0,0.6196049743964887,0.6217995610826628,0.6232626188734455,0.6232626188734455,0.5698610095098756
FBtr0339240,0.6115581565471836,0.6137527432333577,0.6196049743964887,0.6049743964886612,0.6217995610826628,0.5961960497439649,0.6115581565471836,0.5698610095098756,0.5698610095098756,1.0,1.0,0.6196049743964887,0.6217995610826628,0.6232626188734455,0.6232626188734455,0.5698610095098756
FBtr0331993,0.8215069495245062,0.8332114118507681,0.8975859546452085,0.8632040965618142,0.9956108266276518,0.8544257498171178,0.8215069495245062,0.8244330651060717,0.8244330651060717,0.6196049743964887,0.6196049743964887,1.0,0.9956108266276518,0.8463789319678128,0.8463789319678128,0.8244330651060717
FBtr0331994,0.817117776152158,0.8288222384784198,0.8997805413313826,0.8639356254572056,1.0,0.8500365764447696,0.817117776152158,0.8200438917337235,0.8200438917337235,0.6217995610826628,0.6217995610826628,0.9956108266276518,1.0,0.8419897585954645,0.8419897585954645,0.8200438917337235
FBtr0112478,0.8361375274323336,0.8624725676664228,0.8302852962692027,0.8419897585954645,0.8419897585954645,0.8471104608632041,0.8361375274323336,0.831016825164594,0.831016825164594,0.6232626188734455,0.6232626188734455,0.8463789319678128,0.8419897585954645,1.0,1.0,0.831016825164594
FBtr0347115,0.8361375274323336,0.8624725676664228,0.8302852962692027,0.8419897585954645,0.8419897585954645,0.8471104608632041,0.8361375274323336,0.831016825164594,0.831016825164594,0.6232626188734455,0.6232626188734455,0.8463789319678128,0.8419897585954645,1.0,1.0,0.831016825164594
FBtr0100441,0.8397951719092904,0.8054133138258961,0.8193123628383321,0.8222384784198976,0.8200438917337235,0.8295537673738113,0.8397951719092904,1.0,1.0,0.5698610095098756,0.5698610095098756,0.8244330651060717,0.8200438917337235,0.831016825164594,0.831016825164594,1.0
