	ENSPFOT00000024980	ENSAOCT00000000872	ENSLCAT00010059946	ENSHCOT00000027317	ENSLCAT00010015160	ENSLCAT00010015163	ENSONIT00000017347	ENSFHET00000029186	ENSAOCT00000000905	ENSSDUT00000023072	ENSACLT00000036938	ENSHBUT00000012573	ENSSDUT00000023082
ENSPFOT00000024980	1.0	0.5219039595619208	0.5037910699241785	0.5703454085930918	0.5918281381634373	0.5614995787700084	0.5096882898062342	0.7009267059814659	0.516849199663016	0.4696714406065712	0.5012636899747261	0.5016849199663016	0.4945240101095199
ENSAOCT00000000872	0.5219039595619208	1.0	0.6866048862679023	0.4081718618365629	0.7181971356360572	0.6575400168491997	0.7089300758213984	0.6040438079191238	0.9511373209772536	0.6954507160909856	0.7038753159224936	0.702190395956192	0.7228306655433867
ENSLCAT00010059946	0.5037910699241785	0.6866048862679023	1.0	0.3871103622577927	0.7320977253580455	0.6638584667228307	0.7093513058129739	0.6090985678180286	0.6575400168491997	0.7590564448188711	0.7089300758213984	0.7076663858466723	0.7855939342881213
ENSHCOT00000027317	0.5703454085930918	0.4081718618365629	0.3871103622577927	1.0	0.4616680707666385	0.4313395113732097	0.38837405223251903	0.4397641112047177	0.4031171019376581	0.36647009267059816	0.38163437236731257	0.3812131423757372	0.3879528222409436
ENSLCAT00010015160	0.5918281381634373	0.7181971356360572	0.7320977253580455	0.4616680707666385	1.0	0.9132266217354676	0.7401010951979781	0.7030328559393428	0.6828138163437236	0.7308340353833193	0.7342038753159225	0.7329401853411963	0.7577927548441449
ENSLCAT00010015163	0.5614995787700084	0.6575400168491997	0.6638584667228307	0.4313395113732097	0.9132266217354676	1.0	0.6672283066554339	0.6453243470935129	0.6524852569502949	0.6524852569502949	0.6617523167649537	0.6604886267902275	0.6794439764111204
ENSONIT00000017347	0.5096882898062342	0.7089300758213984	0.7093513058129739	0.38837405223251903	0.7401010951979781	0.6672283066554339	1.0	0.6267902274641954	0.6705981465880371	0.7169334456613311	0.9675652906486942	0.9667228306655434	0.7430497051390059
ENSFHET00000029186	0.7009267059814659	0.6040438079191238	0.6090985678180286	0.4397641112047177	0.7030328559393428	0.6453243470935129	0.6267902274641954	1.0	0.5800336983993261	0.5994102780117945	0.6280539174389217	0.6272114574557709	0.6242628475147429
ENSAOCT00000000905	0.516849199663016	0.9511373209772536	0.6575400168491997	0.4031171019376581	0.6828138163437236	0.6524852569502949	0.6705981465880371	0.5800336983993261	1.0	0.6566975568660489	0.6655433866891323	0.6638584667228307	0.6840775063184499
ENSSDUT00000023072	0.4696714406065712	0.6954507160909856	0.7590564448188711	0.36647009267059816	0.7308340353833193	0.6524852569502949	0.7169334456613311	0.5994102780117945	0.6566975568660489	1.0	0.7177759056444819	0.7165122156697556	0.9641954507160909
ENSACLT00000036938	0.5012636899747261	0.7038753159224936	0.7089300758213984	0.38163437236731257	0.7342038753159225	0.6617523167649537	0.9675652906486942	0.6280539174389217	0.6655433866891323	0.7177759056444819	1.0	0.9983150800336984	0.7430497051390059
ENSHBUT00000012573	0.5016849199663016	0.702190395956192	0.7076663858466723	0.3812131423757372	0.7329401853411963	0.6604886267902275	0.9667228306655434	0.6272114574557709	0.6638584667228307	0.7165122156697556	0.9983150800336984	1.0	0.7413647851727043
ENSSDUT00000023082	0.4945240101095199	0.7228306655433867	0.7855939342881213	0.3879528222409436	0.7577927548441449	0.6794439764111204	0.7430497051390059	0.6242628475147429	0.6840775063184499	0.9641954507160909	0.7430497051390059	0.7413647851727043	1.0
