,ENSLBET00000038330,ENSHHUT00000015663,ENSELUT00000004730,ENSPMET00000010110,ENSACLT00000000073,ENSPNYT00000019831,ENSPLAT00000006375,ENSHHUT00000026309,ENSMZET00005017745,ENSCGOT00000026893,ENSPNYT00000032841
ENSLBET00000038330,1.0,0.6811023622047244,0.8020247469066367,0.7024746906636671,0.5663667041619798,0.5691788526434196,0.7694038245219348,0.6844769403824522,0.5613048368953881,0.827334083239595,0.7373453318335208
ENSHHUT00000015663,0.6811023622047244,1.0,0.7024746906636671,0.5764904386951631,0.483689538807649,0.5466816647919011,0.6704161979752531,0.8397075365579303,0.5224971878515186,0.6934758155230596,0.6287964004499438
ENSELUT00000004730,0.8020247469066367,0.7024746906636671,1.0,0.6681664791901012,0.5663667041619798,0.5641169853768279,0.7553430821147357,0.7064116985376828,0.5573678290213723,0.7767154105736783,0.6940382452193475
ENSPMET00000010110,0.7024746906636671,0.5764904386951631,0.6681664791901012,1.0,0.6811023622047244,0.7058492688413949,0.7559055118110236,0.5674915635545557,0.59392575928009,0.6501687289088864,0.7795275590551181
ENSACLT00000000073,0.5663667041619798,0.483689538807649,0.5663667041619798,0.6811023622047244,1.0,0.68785151856018,0.5641169853768279,0.4758155230596175,0.594488188976378,0.5539932508436446,0.6777277840269966
ENSPNYT00000019831,0.5691788526434196,0.5466816647919011,0.5641169853768279,0.7058492688413949,0.68785151856018,1.0,0.5703037120359955,0.4769403824521935,0.6979752530933633,0.5596175478065242,0.7435320584926884
ENSPLAT00000006375,0.7694038245219348,0.6704161979752531,0.7553430821147357,0.7559055118110236,0.5641169853768279,0.5703037120359955,1.0,0.6687289088863893,0.5613048368953881,0.7699662542182227,0.6979752530933633
ENSHHUT00000026309,0.6844769403824522,0.8397075365579303,0.7064116985376828,0.5674915635545557,0.4758155230596175,0.4769403824521935,0.6687289088863893,1.0,0.46962879640044997,0.6951631046119235,0.5995500562429696
ENSMZET00005017745,0.5613048368953881,0.5224971878515186,0.5573678290213723,0.59392575928009,0.594488188976378,0.6979752530933633,0.5613048368953881,0.46962879640044997,1.0,0.5511811023622047,0.6861642294713161
ENSCGOT00000026893,0.827334083239595,0.6934758155230596,0.7767154105736783,0.6501687289088864,0.5539932508436446,0.5596175478065242,0.7699662542182227,0.6951631046119235,0.5511811023622047,1.0,0.688413948256468
ENSPNYT00000032841,0.7373453318335208,0.6287964004499438,0.6940382452193475,0.7795275590551181,0.6777277840269966,0.7435320584926884,0.6979752530933633,0.5995500562429696,0.6861642294713161,0.688413948256468,1.0
