	ENSDCDT00000070178	ENSDCDT00000070193	ENSDCDT00000070191	ENSDCDT00000070196	ENSDCDT00000070197	ENSDCDT00000070199	ENSDCDT00000070175	ENSPKIT00000001520	ENSCHAT00000026632	ENSCHAT00000026772	ENSCHAT00000026685	ENSSFOT00015032510	ENSSFOT00015032501
ENSDCDT00000070178	1.0	0.3999222697240575	0.5190439176059075	0.504858142246405	0.5102992615623786	0.5359502526233968	0.5190439176059075	0.3946754760979401	0.8396813058686359	0.5013602798289933	0.37504858142246394	0.41430237077341625	0.39623008161678974
ENSDCDT00000070193	0.3999222697240575	1.0	0.8750485814224641	0.8950641274776525	0.8721336960746211	0.8324912553439565	0.7980956082394093	0.7759424795958025	0.3894286824718227	0.6383598911776137	0.4288767975126312	0.7549553050913331	0.7623396813058686
ENSDCDT00000070191	0.5190439176059075	0.8750485814224641	1.0	0.9799844539448116	0.96677030703459	0.9562767197823552	0.9230470268169452	0.6597357170617956	0.4918383210260397	0.7223085891954917	0.531286436066848	0.6412747765254566	0.6531286436066848
ENSDCDT00000070196	0.504858142246405	0.8950641274776525	0.9799844539448116	1.0	0.9770695685969684	0.937427127866304	0.9030314807617568	0.6710066070734552	0.4762922658375437	0.7125923047026816	0.5157403808783522	0.6570151574038088	0.6643995336183444
ENSDCDT00000070197	0.5102992615623786	0.8721336960746211	0.96677030703459	0.9770695685969684	1.0	0.9603575592693354	0.8898173338515352	0.6548775748153906	0.4836766420520793	0.7174504469490867	0.5034978624174116	0.6410804508356005	0.6484648270501361
ENSDCDT00000070199	0.5359502526233968	0.8324912553439565	0.9562767197823552	0.937427127866304	0.9603575592693354	1.0	0.8793237465993005	0.6371939370384765	0.5114652157015157	0.72852701127089	0.5194325689856198	0.6189273221919938	0.6307811892732219
ENSDCDT00000070175	0.5190439176059075	0.7980956082394093	0.9230470268169452	0.9030314807617568	0.8898173338515352	0.8793237465993005	1.0	0.5938593082005441	0.4918383210260397	0.6544889234356782	0.531286436066848	0.5748153905946366	0.5866692576758648
ENSPKIT00000001520	0.3946754760979401	0.7759424795958025	0.6597357170617956	0.6710066070734552	0.6548775748153906	0.6371939370384765	0.5938593082005441	1.0	0.4069179945588807	0.6197046249514185	0.4144966964632724	0.8305479984453945	0.8458997279440342
ENSCHAT00000026632	0.8396813058686359	0.3894286824718227	0.4918383210260397	0.4762922658375437	0.4836766420520793	0.5114652157015157	0.4918383210260397	0.4069179945588807	1.0	0.5353672755538282	0.4467547609794015	0.3987563155849203	0.4104158569762924
ENSCHAT00000026772	0.5013602798289933	0.6383598911776137	0.7223085891954917	0.7125923047026816	0.7174504469490867	0.72852701127089	0.6544889234356782	0.6197046249514185	0.5353672755538282	1.0	0.6995724834823164	0.6261173727166731	0.6080450835600466
ENSCHAT00000026685	0.37504858142246394	0.4288767975126312	0.531286436066848	0.5157403808783522	0.5034978624174116	0.5194325689856198	0.531286436066848	0.4144966964632724	0.4467547609794015	0.6995724834823164	1.0	0.3987563155849203	0.4104158569762924
ENSSFOT00015032510	0.41430237077341625	0.7549553050913331	0.6412747765254566	0.6570151574038088	0.6410804508356005	0.6189273221919938	0.5748153905946366	0.8305479984453945	0.3987563155849203	0.6261173727166731	0.3987563155849203	1.0	0.9819277108433736
ENSSFOT00015032501	0.39623008161678974	0.7623396813058686	0.6531286436066848	0.6643995336183444	0.6484648270501361	0.6307811892732219	0.5866692576758648	0.8458997279440342	0.4104158569762924	0.6080450835600466	0.4104158569762924	0.9819277108433736	1.0
