	ENSCHAT00000055220	ENSDCDT00000032540	ENSCHAT00000055225	ENSDCDT00000032803	ENSDCDT00000032686	ENSCHAT00000055229	ENSCHAT00000055271	ENSDCDT00000032821	ENSCHAT00000055245	ENSAMXT00000003538	ENSCHAT00000055238	ENSCHAT00000055214
ENSCHAT00000055220	1.0	0.7558299039780522	0.8182441700960219	0.7379972565157751	0.7297668038408779	0.8155006858710563	0.6803840877914952	0.5967078189300411	0.8648834019204391	0.7469135802469136	0.8155006858710563	0.8017832647462277
ENSDCDT00000032540	0.7558299039780522	1.0	0.7873799725651578	0.9005486968449932	0.9718792866941016	0.7921810699588477	0.6502057613168725	0.644718792866941	0.7318244170096022	0.9410150891632372	0.7921810699588477	0.948559670781893
ENSCHAT00000055225	0.8182441700960219	0.7873799725651578	1.0	0.7750342935528121	0.7613168724279835	0.7572016460905351	0.7057613168724279	0.7290809327846365	0.7983539094650206	0.7791495198902606	0.7572016460905351	0.8326474622770919
ENSDCDT00000032803	0.7379972565157751	0.9005486968449932	0.7750342935528121	1.0	0.9286694101508915	0.7798353909465021	0.6323731138545954	0.6810699588477366	0.7194787379972565	0.8463648834019204	0.8086419753086421	0.8525377229080933
ENSDCDT00000032686	0.7297668038408779	0.9718792866941016	0.7613168724279835	0.9286694101508915	1.0	0.7661179698216736	0.6241426611796982	0.6728395061728395	0.7057613168724279	0.9156378600823044	0.7661179698216736	0.9224965706447188
ENSCHAT00000055229	0.8155006858710563	0.7921810699588477	0.7572016460905351	0.7798353909465021	0.7661179698216736	1.0	0.6810699588477366	0.602880658436214	0.9368998628257889	0.7832647462277091	0.96159122085048	0.8395061728395061
ENSCHAT00000055271	0.6803840877914952	0.6502057613168725	0.7057613168724279	0.6323731138545954	0.6241426611796982	0.6810699588477366	1.0	0.7887517146776406	0.7277091906721537	0.6406035665294925	0.6810699588477366	0.6893004115226338
ENSDCDT00000032821	0.5967078189300411	0.644718792866941	0.7290809327846365	0.6810699588477366	0.6728395061728395	0.602880658436214	0.7887517146776406	1.0	0.6440329218106996	0.5994513031550068	0.602880658436214	0.6097393689986282
ENSCHAT00000055245	0.8648834019204391	0.7318244170096022	0.7983539094650206	0.7194787379972565	0.7057613168724279	0.9368998628257889	0.7277091906721537	0.6440329218106996	1.0	0.7235939643347051	0.8984910836762688	0.7764060356652949
ENSAMXT00000003538	0.7469135802469136	0.9410150891632372	0.7791495198902606	0.8463648834019204	0.9156378600823044	0.7832647462277091	0.6406035665294925	0.5994513031550068	0.7235939643347051	1.0	0.7832647462277091	0.9389574759945132
ENSCHAT00000055238	0.8155006858710563	0.7921810699588477	0.7572016460905351	0.8086419753086421	0.7661179698216736	0.96159122085048	0.6810699588477366	0.602880658436214	0.8984910836762688	0.7832647462277091	1.0	0.8395061728395061
ENSCHAT00000055214	0.8017832647462277	0.948559670781893	0.8326474622770919	0.8525377229080933	0.9224965706447188	0.8395061728395061	0.6893004115226338	0.6097393689986282	0.7764060356652949	0.9389574759945132	0.8395061728395061	1.0
