	ENSMMUT00000066226	ENSPTRT00000107405	ENSGGOT00000022479	ENSPSMT00000004379	ENSMMUT00000011788	ENSDORT00000008931	ENSRBIT00000058968	ENSOPRT00000012210	ENSCCNT00000008570	ENSPPAT00000056220
ENSMMUT00000066226	1.0	0.5335495135944126	0.3397355949114492	0.960339236717386	0.8256423048141681	0.9378897480668495	0.9608381142429534	0.7924669493639311	0.9204290346719879	0.5335495135944126
ENSPTRT00000107405	0.5335495135944126	1.0	0.7837365926665004	0.5063606884509853	0.3681716138687952	0.510351708655525	0.51334497380893	0.3953604390122225	0.6046395609877775	0.9995011224744326
ENSGGOT00000022479	0.3397355949114492	0.7837365926665004	1.0	0.312546769768022	0.17435769518583188	0.3165377899725617	0.3195310551259666	0.2022948366176104	0.4108256423048142	0.7832377151409329
ENSPSMT00000004379	0.960339236717386	0.5063606884509853	0.312546769768022	1.0	0.8555749563482166	0.9555999002244948	0.9880269393863806	0.7869792965826892	0.8947368421052632	0.5063606884509853
ENSMMUT00000011788	0.8256423048141681	0.3681716138687952	0.17435769518583188	0.8555749563482166	1.0	0.8164130705911699	0.8535794462459466	0.6482913444749314	0.7550511349463707	0.3681716138687952
ENSDORT00000008931	0.9378897480668495	0.510351708655525	0.3165377899725617	0.9555999002244948	0.8164130705911699	1.0	0.9511100024943876	0.7912197555500124	0.898727862309803	0.510351708655525
ENSRBIT00000058968	0.9608381142429534	0.51334497380893	0.3195310551259666	0.9880269393863806	0.8535794462459466	0.9511100024943876	1.0	0.7839860314292841	0.8912446994262908	0.51334497380893
ENSOPRT00000012210	0.7924669493639311	0.3953604390122225	0.2022948366176104	0.7869792965826892	0.6482913444749314	0.7912197555500124	0.7839860314292841	1.0	0.7530556248441008	0.3953604390122225
ENSCCNT00000008570	0.9204290346719879	0.6046395609877775	0.4108256423048142	0.8947368421052632	0.7550511349463707	0.898727862309803	0.8912446994262908	0.7530556248441008	1.0	0.6046395609877775
ENSPPAT00000056220	0.5335495135944126	0.9995011224744326	0.7832377151409329	0.5063606884509853	0.3681716138687952	0.510351708655525	0.51334497380893	0.3953604390122225	0.6046395609877775	1.0
