	ENST00000335021	ENSCSAT00000015062	ENSCATT00000014734	ENST00000355602	ENSNLET00000059391	ENSPTRT00000036997	ENSGGOT00000003657	ENSMFAT00000015865	ENSMMUT00000102797	ENSPANT00000017760	ENSMNET00000036347	ENSNLET00000047370
ENST00000335021	1.0	0.943661971830986	0.9624413145539906	1.0	0.976525821596244	0.9859154929577464	0.9718309859154929	0.9624413145539906	0.9624413145539906	0.9624413145539906	0.9624413145539906	0.9718309859154929
ENSCSAT00000015062	0.943661971830986	1.0	0.9624413145539906	0.943661971830986	0.9577464788732394	0.9483568075117372	0.9530516431924884	0.9624413145539906	0.9624413145539906	0.9624413145539906	0.9624413145539906	0.9530516431924884
ENSCATT00000014734	0.9624413145539906	0.9624413145539906	1.0	0.9624413145539906	0.976525821596244	0.9671361502347418	0.9718309859154929	1.0	1.0	1.0	1.0	0.9718309859154929
ENST00000355602	1.0	0.943661971830986	0.9624413145539906	1.0	0.976525821596244	0.9859154929577464	0.9718309859154929	0.9624413145539906	0.9624413145539906	0.9624413145539906	0.9624413145539906	0.9718309859154929
ENSNLET00000059391	0.976525821596244	0.9577464788732394	0.976525821596244	0.976525821596244	1.0	0.9812206572769951	0.9859154929577464	0.976525821596244	0.976525821596244	0.976525821596244	0.976525821596244	0.9953051643192488
ENSPTRT00000036997	0.9859154929577464	0.9483568075117372	0.9671361502347418	0.9859154929577464	0.9812206572769951	1.0	0.976525821596244	0.9671361502347418	0.9671361502347418	0.9671361502347418	0.9671361502347418	0.976525821596244
ENSGGOT00000003657	0.9718309859154929	0.9530516431924884	0.9718309859154929	0.9718309859154929	0.9859154929577464	0.976525821596244	1.0	0.9718309859154929	0.9718309859154929	0.9718309859154929	0.9718309859154929	0.9812206572769951
ENSMFAT00000015865	0.9624413145539906	0.9624413145539906	1.0	0.9624413145539906	0.976525821596244	0.9671361502347418	0.9718309859154929	1.0	1.0	1.0	1.0	0.9718309859154929
ENSMMUT00000102797	0.9624413145539906	0.9624413145539906	1.0	0.9624413145539906	0.976525821596244	0.9671361502347418	0.9718309859154929	1.0	1.0	1.0	1.0	0.9718309859154929
ENSPANT00000017760	0.9624413145539906	0.9624413145539906	1.0	0.9624413145539906	0.976525821596244	0.9671361502347418	0.9718309859154929	1.0	1.0	1.0	1.0	0.9718309859154929
ENSMNET00000036347	0.9624413145539906	0.9624413145539906	1.0	0.9624413145539906	0.976525821596244	0.9671361502347418	0.9718309859154929	1.0	1.0	1.0	1.0	0.9718309859154929
ENSNLET00000047370	0.9718309859154929	0.9530516431924884	0.9718309859154929	0.9718309859154929	0.9953051643192488	0.976525821596244	0.9812206572769951	0.9718309859154929	0.9718309859154929	0.9718309859154929	0.9718309859154929	1.0
