,ENSXMAT00000018660,ENSPFOT00000022262,ENSTRUT00000020485,ENSXCOT00000002027,ENSGAFT00000000346,ENSHCOT00000021963,ENSPLAT00000030023,ENSPFOT00000022328,ENSPRET00000034502,ENSPRET00000034500,ENSPLAT00000021776,ENSPMGT00000006872,ENSPMET00000032836,ENSFHET00000020325,ENSFHET00000032187,ENSHCOT00000027657,ENSCVAT00000020641,ENSPFOT00000005433,ENSPLAT00000030036,ENSKMAT00000029471,ENSCVAT00000020587,ENSCVAT00000030614,ENSTNIT00000009474
ENSXMAT00000018660,1.0,0.7747808496291302,0.899527983816588,0.8894133513149022,0.803776129467296,0.8927848954821308,0.8772757923128793,0.9824679703304113,0.978422117329737,0.8354686446392448,0.9865138233310856,0.8954821308159137,0.9865138233310856,0.8759271746459879,0.8246797033041133,0.7923128792987189,0.7747808496291302,0.9865138233310856,0.9865138233310856,0.9318948078219824,0.8975050573162509,0.9487525286581254,0.8469318948078219
ENSPFOT00000022262,0.7747808496291302,1.0,0.7275792312879299,0.8381658799730276,0.7545515846257586,0.7518543492919757,0.8347943358057991,0.777478084962913,0.772757923128793,0.8273769386378962,0.7801753202966959,0.7208361429534726,0.7801753202966959,0.839514497639919,0.6574511126095752,0.7700606877950101,0.7457855697909642,0.7815239379635873,0.7801753202966959,0.7437626432906271,0.6999325691166555,0.7518543492919757,0.7821982467970331
ENSTRUT00000020485,0.899527983816588,0.7275792312879299,1.0,0.8179366149696561,0.7457855697909642,0.8907619689817937,0.813216453135536,0.8968307484828051,0.894807821982468,0.7747808496291302,0.9022252191503709,0.8873904248145651,0.9002022926500337,0.839514497639919,0.777478084962913,0.7902899527983817,0.7397167902899529,0.9002022926500337,0.9022252191503709,0.9069453809844908,0.8536749831422792,0.9002022926500337,0.9008766014834795
ENSXCOT00000002027,0.8894133513149022,0.8381658799730276,0.8179366149696561,1.0,0.9028995279838166,0.8462575859743763,0.9366149696561025,0.877950101146325,0.8745785569790965,0.8981793661496965,0.8819959541469993,0.8152393796358732,0.8819959541469993,0.9399865138233311,0.7619689817936615,0.8570465273095077,0.837491571139582,0.8819959541469993,0.8819959541469993,0.839514497639919,0.7997302764666218,0.8509777478084963,0.8698583951449764
ENSGAFT00000000346,0.803776129467296,0.7545515846257586,0.7457855697909642,0.9028995279838166,1.0,0.7714093054619016,0.8583951449763992,0.7997302764666218,0.8004045853000674,0.815913688469319,0.803776129467296,0.7430883344571814,0.803776129467296,0.8617666891436278,0.6857720836142953,0.7795010114632501,0.7612946729602158,0.803776129467296,0.803776129467296,0.7680377612946729,0.8341200269723533,0.777478084962913,0.8017532029669588
ENSHCOT00000021963,0.8927848954821308,0.7518543492919757,0.8907619689817937,0.8462575859743763,0.7714093054619016,1.0,0.8401888064733648,0.8894133513149022,0.8873904248145651,0.8031018206338503,0.8941335131490222,0.8698583951449764,0.8934592043155766,0.8691840863115307,0.7720836142953472,0.877950101146325,0.7626432906271072,0.8934592043155766,0.8941335131490222,0.9008766014834795,0.839514497639919,0.8867161159811193,0.8617666891436278
ENSPLAT00000030023,0.8772757923128793,0.8347943358057991,0.813216453135536,0.9366149696561025,0.8583951449763992,0.8401888064733648,1.0,0.8806473364801078,0.8745785569790965,0.8941335131490222,0.8860418071476737,0.8084962913014161,0.8846931894807822,0.9325691166554282,0.7565745111260958,0.8482805124747134,0.8320971004720162,0.8846931894807822,0.8860418071476737,0.8388401888064734,0.7963587322993931,0.8482805124747134,0.8678354686446392
ENSPFOT00000022328,0.9824679703304113,0.777478084962913,0.8968307484828051,0.877950101146325,0.7997302764666218,0.8894133513149022,0.8806473364801078,1.0,0.9797707349966285,0.8354686446392448,0.9905596763317599,0.8907619689817937,0.9946055293324343,0.8739042481456507,0.8219824679703304,0.7882670262980445,0.777478084962913,0.9959541469993257,0.9905596763317599,0.9366149696561025,0.8968307484828051,0.9487525286581254,0.8482805124747134
ENSPRET00000034502,0.978422117329737,0.772757923128793,0.894807821982468,0.8745785569790965,0.8004045853000674,0.8873904248145651,0.8745785569790965,0.9797707349966285,1.0,0.837491571139582,0.9851652056641942,0.8880647336480108,0.9838165879973028,0.8718813216453135,0.8206338503034389,0.7862440997977074,0.7687120701281187,0.9838165879973028,0.9851652056641942,0.9298718813216453,0.8961564396493594,0.9440323668240054,0.8435603506405934
ENSPRET00000034500,0.8354686446392448,0.8273769386378962,0.7747808496291302,0.8981793661496965,0.815913688469319,0.8031018206338503,0.8941335131490222,0.8354686446392448,0.837491571139582,1.0,0.839514497639919,0.7714093054619016,0.839514497639919,0.9008766014834795,0.7188132164531356,0.8213081591368847,0.8010788941335132,0.839514497639919,0.839514497639919,0.8004045853000674,0.7552258934592043,0.8071476736345247,0.8293998651382333
ENSPLAT00000021776,0.9865138233310856,0.7801753202966959,0.9022252191503709,0.8819959541469993,0.803776129467296,0.8941335131490222,0.8860418071476737,0.9905596763317599,0.9851652056641942,0.839514497639919,1.0,0.8954821308159137,0.9946055293324343,0.877950101146325,0.8273769386378962,0.7936614969656103,0.777478084962913,0.9946055293324343,1.0,0.9399865138233311,0.9022252191503709,0.9541469993256911,0.851652056641942
ENSPMGT00000006872,0.8954821308159137,0.7208361429534726,0.8873904248145651,0.8152393796358732,0.7430883344571814,0.8698583951449764,0.8084962913014161,0.8907619689817937,0.8880647336480108,0.7714093054619016,0.8954821308159137,1.0,0.894807821982468,0.8314227916385705,0.7653405259608901,0.7761294672960216,0.734322319622387,0.894807821982468,0.8954821308159137,0.8954821308159137,0.8496291301416049,0.8954821308159137,0.8388401888064734
ENSPMET00000032836,0.9865138233310856,0.7801753202966959,0.9002022926500337,0.8819959541469993,0.803776129467296,0.8934592043155766,0.8846931894807822,0.9946055293324343,0.9838165879973028,0.839514497639919,0.9946055293324343,0.894807821982468,1.0,0.877950101146325,0.8260283209710048,0.7923128792987189,0.777478084962913,0.9986513823331086,0.9946055293324343,0.9406608226567768,0.9008766014834795,0.9527983816587997,0.8530006743088334
ENSFHET00000020325,0.8759271746459879,0.839514497639919,0.839514497639919,0.9399865138233311,0.8617666891436278,0.8691840863115307,0.9325691166554282,0.8739042481456507,0.8718813216453135,0.9008766014834795,0.877950101146325,0.8314227916385705,0.877950101146325,1.0,0.8044504383007417,0.882670262980445,0.851652056641942,0.877950101146325,0.877950101146325,0.8590694538098449,0.8125421443020904,0.863789615643965,0.8921105866486851
ENSFHET00000032187,0.8246797033041133,0.6574511126095752,0.777478084962913,0.7619689817936615,0.6857720836142953,0.7720836142953472,0.7565745111260958,0.8219824679703304,0.8206338503034389,0.7188132164531356,0.8273769386378962,0.7653405259608901,0.8260283209710048,0.8044504383007417,1.0,0.7006068779501011,0.6695886716115981,0.8260283209710048,0.8273769386378962,0.8024275118004046,0.7599460552933244,0.811193526635199,0.75590020229265
ENSHCOT00000027657,0.7923128792987189,0.7700606877950101,0.7902899527983817,0.8570465273095077,0.7795010114632501,0.877950101146325,0.8482805124747134,0.7882670262980445,0.7862440997977074,0.8213081591368847,0.7936614969656103,0.7761294672960216,0.7923128792987189,0.882670262980445,0.7006068779501011,1.0,0.7808496291301416,0.7923128792987189,0.7936614969656103,0.7950101146325017,0.7383681726230613,0.7855697909642616,0.8503034389750506
ENSCVAT00000020641,0.7747808496291302,0.7457855697909642,0.7397167902899529,0.837491571139582,0.7612946729602158,0.7626432906271072,0.8320971004720162,0.777478084962913,0.7687120701281187,0.8010788941335132,0.777478084962913,0.734322319622387,0.777478084962913,0.851652056641942,0.6695886716115981,0.7808496291301416,1.0,0.777478084962913,0.777478084962913,0.758597437626433,0.7552258934592043,0.8118678354686446,0.7916385704652731
ENSPFOT00000005433,0.9865138233310856,0.7815239379635873,0.9002022926500337,0.8819959541469993,0.803776129467296,0.8934592043155766,0.8846931894807822,0.9959541469993257,0.9838165879973028,0.839514497639919,0.9946055293324343,0.894807821982468,0.9986513823331086,0.877950101146325,0.8260283209710048,0.7923128792987189,0.777478084962913,1.0,0.9946055293324343,0.9399865138233311,0.9008766014834795,0.9527983816587997,0.851652056641942
ENSPLAT00000030036,0.9865138233310856,0.7801753202966959,0.9022252191503709,0.8819959541469993,0.803776129467296,0.8941335131490222,0.8860418071476737,0.9905596763317599,0.9851652056641942,0.839514497639919,1.0,0.8954821308159137,0.9946055293324343,0.877950101146325,0.8273769386378962,0.7936614969656103,0.777478084962913,0.9946055293324343,1.0,0.9399865138233311,0.9022252191503709,0.9541469993256911,0.851652056641942
ENSKMAT00000029471,0.9318948078219824,0.7437626432906271,0.9069453809844908,0.839514497639919,0.7680377612946729,0.9008766014834795,0.8388401888064734,0.9366149696561025,0.9298718813216453,0.8004045853000674,0.9399865138233311,0.8954821308159137,0.9406608226567768,0.8590694538098449,0.8024275118004046,0.7950101146325017,0.758597437626433,0.9399865138233311,0.9399865138233311,1.0,0.882670262980445,0.930546190155091,0.8570465273095077
ENSCVAT00000020587,0.8975050573162509,0.6999325691166555,0.8536749831422792,0.7997302764666218,0.8341200269723533,0.839514497639919,0.7963587322993931,0.8968307484828051,0.8961564396493594,0.7552258934592043,0.9022252191503709,0.8496291301416049,0.9008766014834795,0.8125421443020904,0.7599460552933244,0.7383681726230613,0.7552258934592043,0.9008766014834795,0.9022252191503709,0.882670262980445,1.0,0.9433580579905597,0.8031018206338503
ENSCVAT00000030614,0.9487525286581254,0.7518543492919757,0.9002022926500337,0.8509777478084963,0.777478084962913,0.8867161159811193,0.8482805124747134,0.9487525286581254,0.9440323668240054,0.8071476736345247,0.9541469993256911,0.8954821308159137,0.9527983816587997,0.863789615643965,0.811193526635199,0.7855697909642616,0.8118678354686446,0.9527983816587997,0.9541469993256911,0.930546190155091,0.9433580579905597,1.0,0.8476062036412677
ENSTNIT00000009474,0.8469318948078219,0.7821982467970331,0.9008766014834795,0.8698583951449764,0.8017532029669588,0.8617666891436278,0.8678354686446392,0.8482805124747134,0.8435603506405934,0.8293998651382333,0.851652056641942,0.8388401888064734,0.8530006743088334,0.8921105866486851,0.75590020229265,0.8503034389750506,0.7916385704652731,0.851652056641942,0.851652056641942,0.8570465273095077,0.8031018206338503,0.8476062036412677,1.0
