	ENSAHAT00000030329	ENSAHAT00000030323	ENSARWT00000022987	ENSAHAT00000030336	ENSAHAT00000030335	ENSAOWT00000014907	ENSARWT00000023015	ENSAOWT00000014883	ENSAHAT00000030337	ENSARWT00000022914	ENSNPET00000012555	ENSAOWT00000014896	ENSARWT00000022917	ENSARWT00000022941
ENSAHAT00000030329	1.0	0.8112449799196787	0.7493610806863819	0.7522818546914932	0.7546549835706462	0.7614092734574662	0.5010952902519168	0.7570281124497992	0.9539978094194962	0.7526469514421321	0.8159912376779846	0.7526469514421321	0.7506389193136181	0.9282584884994524
ENSAHAT00000030323	0.8112449799196787	1.0	0.5868930266520628	0.9001460387002556	0.9434100036509676	0.9485213581599125	0.3641840087623221	0.9441401971522454	0.7652427893391749	0.9410368747718144	0.7088353413654619	0.9397590361445785	0.8981380065717415	0.7395034684191311
ENSARWT00000022987	0.7493610806863819	0.5868930266520628	1.0	0.6816356334428624	0.6383716684921504	0.6182913472070098	0.6807228915662651	0.6051478641840088	0.7953632712668858	0.6394669587440672	0.7163198247535597	0.6095290251916758	0.6827309236947792	0.8203723986856517
ENSAHAT00000030336	0.7522818546914932	0.9001460387002556	0.6816356334428624	1.0	0.9516246805403432	0.9351953267615918	0.4589266155531215	0.9220518437385908	0.798284045271997	0.9496166484118292	0.7606790799561884	0.9264330047462578	0.997991967871486	0.7727272727272727
ENSAHAT00000030335	0.7546549835706462	0.9434100036509676	0.6383716684921504	0.9516246805403432	1.0	0.9740781307046368	0.4156626506024097	0.9609346476816356	0.7535596933187295	0.9974443227455276	0.7643300474625776	0.9653158086893028	0.9496166484118292	0.7280029207740051
ENSAOWT00000014907	0.7614092734574662	0.9485213581599125	0.6182913472070098	0.9351953267615918	0.9740781307046368	1.0	0.3953997809419496	0.9868565169769988	0.7603139832055494	0.9724351953267616	0.7409638554216867	0.991237677984666	0.9339174881343556	0.7351223074114641
ENSARWT00000023015	0.5010952902519168	0.3641840087623221	0.6807228915662651	0.4589266155531215	0.4156626506024097	0.3953997809419496	1.0	0.38225629791894855	0.5470974808324206	0.41621029572836804	0.5129609346476817	0.3866374589266155	0.45947426067908	0.5525739320920043
ENSAOWT00000014883	0.7570281124497992	0.9441401971522454	0.6051478641840088	0.9220518437385908	0.9609346476816356	0.9868565169769988	0.38225629791894855	1.0	0.7559328221978825	0.9592917123037604	0.7278203723986857	0.9956188389923328	0.9207740051113544	0.7307411464037971
ENSAHAT00000030337	0.9539978094194962	0.7652427893391749	0.7953632712668858	0.798284045271997	0.7535596933187295	0.7603139832055494	0.5470974808324206	0.7559328221978825	1.0	0.7519167579408543	0.8178167214311792	0.7515516611902154	0.7966411098941221	0.9742606790799562
ENSARWT00000022914	0.7526469514421321	0.9410368747718144	0.6394669587440672	0.9496166484118292	0.9974443227455276	0.9724351953267616	0.41621029572836804	0.9592917123037604	0.7519167579408543	1.0	0.7646951442132165	0.9636728733114276	0.9516246805403432	0.7296458561518803
ENSNPET00000012555	0.8159912376779846	0.7088353413654619	0.7163198247535597	0.7606790799561884	0.7643300474625776	0.7409638554216867	0.5129609346476817	0.7278203723986857	0.8178167214311792	0.7646951442132165	1.0	0.7322015334063526	0.7610441767068273	0.7948156261409274
ENSAOWT00000014896	0.7526469514421321	0.9397590361445785	0.6095290251916758	0.9264330047462578	0.9653158086893028	0.991237677984666	0.3866374589266155	0.9956188389923328	0.7515516611902154	0.9636728733114276	0.7322015334063526	1.0	0.9251551661190216	0.7263599853961299
ENSARWT00000022917	0.7506389193136181	0.8981380065717415	0.6827309236947792	0.997991967871486	0.9496166484118292	0.9339174881343556	0.45947426067908	0.9207740051113544	0.7966411098941221	0.9516246805403432	0.7610441767068273	0.9251551661190216	1.0	0.7743702081051479
ENSARWT00000022941	0.9282584884994524	0.7395034684191311	0.8203723986856517	0.7727272727272727	0.7280029207740051	0.7351223074114641	0.5525739320920043	0.7307411464037971	0.9742606790799562	0.7296458561518803	0.7948156261409274	0.7263599853961299	0.7743702081051479	1.0
