,ENSCINT00000036145,ENSSHAT00000014290,ENSVURT00010016572,ENSPCIT00000028093,ENSCHIT00000002956,ENSCHIT00000003020,ENSOART00000017469,R151.8.1,ENSCINT00000034826,ENSMODT00000020539,FBtr0070495,ENSVURT00010016582,FBtr0070496,ENSSHAT00000014289
ENSCINT00000036145,1.0,0.4497340062747237,0.4335015686809439,0.4330923475651344,0.4583276497067248,0.4607829764015823,0.48492702223434736,0.6445232574000819,0.8353567044059473,0.439912699495294,0.5554494611921975,0.44782430773427917,0.5554494611921975,0.4411403628427226
ENSSHAT00000014290,0.4497340062747237,1.0,0.9518483153730732,0.9507570590642477,0.8375392170235985,0.8360387395989634,0.8098485881871504,0.32915018414950215,0.4081298595007503,0.9500750238712318,0.32846814895648613,0.9380712044741508,0.32846814895648613,0.9914063565679989
ENSVURT00010016572,0.4335015686809439,0.9518483153730732,1.0,0.9856772609466649,0.8326285636338835,0.8311280862092484,0.8050743418360388,0.3131905606329286,0.3920338289455736,0.9548492702223434,0.31741917882962767,0.9856772609466649,0.31741917882962767,0.9590778884190424
ENSPCIT00000028093,0.4330923475651344,0.9507570590642477,0.9856772609466649,1.0,0.8329013777110899,0.8314009002864547,0.8045287136816259,0.3130541535943254,0.39176101486836723,0.9532123857591052,0.3161915154821988,0.9713545218933297,0.3161915154821988,0.9575774109944073
ENSCHIT00000002956,0.4583276497067248,0.8375392170235985,0.8326285636338835,0.8329013777110899,1.0,0.9975446733051425,0.9533487927977083,0.3371981994270905,0.41876960851179923,0.8389032874096304,0.33692538534988403,0.8218524075842314,0.33692538534988403,0.8364479607147729
ENSCHIT00000003020,0.4607829764015823,0.8360387395989634,0.8311280862092484,0.8314009002864547,0.9975446733051425,1.0,0.9558041194925658,0.3396535261219479,0.4212249352066566,0.8376756240622016,0.336243350156868,0.8203519301595963,0.336243350156868,0.8349474832901378
ENSOART00000017469,0.48492702223434736,0.8098485881871504,0.8050743418360388,0.8045287136816259,0.9533487927977083,0.9558041194925658,1.0,0.3595689537580139,0.44550538807802487,0.8121675078434047,0.3381530486973128,0.7947074069021961,0.3381530486973128,0.8084845178011185
R151.8.1,0.6445232574000819,0.32915018414950215,0.3131905606329286,0.3130541535943254,0.3371981994270905,0.3396535261219479,0.3595689537580139,1.0,0.6432955940526531,0.31973809848588186,0.4419588050743418,0.32751329968626375,0.4419588050743418,0.32055654071750106
ENSCINT00000034826,0.8353567044059473,0.4081298595007503,0.3920338289455736,0.39176101486836723,0.41876960851179923,0.4212249352066566,0.44550538807802487,0.6432955940526531,1.0,0.3989905879143364,0.5182103396535261,0.40635656799890874,0.5182103396535261,0.39953621606874923
ENSMODT00000020539,0.439912699495294,0.9500750238712318,0.9548492702223434,0.9532123857591052,0.8389032874096304,0.8376756240622016,0.8121675078434047,0.31973809848588186,0.3989905879143364,1.0,0.32369390260537445,0.9409357522848179,0.32369390260537445,0.9566225617241849
FBtr0070495,0.5554494611921975,0.32846814895648613,0.31741917882962767,0.3161915154821988,0.33692538534988403,0.336243350156868,0.3381530486973128,0.4419588050743418,0.5182103396535261,0.32369390260537445,1.0,0.3317419178829628,1.0,0.32614922930023194
ENSVURT00010016582,0.44782430773427917,0.9380712044741508,0.9856772609466649,0.9713545218933297,0.8218524075842314,0.8203519301595963,0.7947074069021961,0.32751329968626375,0.40635656799890874,0.9409357522848179,0.3317419178829628,1.0,0.3317419178829628,0.94530077752012
FBtr0070496,0.5554494611921975,0.32846814895648613,0.31741917882962767,0.3161915154821988,0.33692538534988403,0.336243350156868,0.3381530486973128,0.4419588050743418,0.5182103396535261,0.32369390260537445,1.0,0.3317419178829628,1.0,0.32614922930023194
ENSSHAT00000014289,0.4411403628427226,0.9914063565679989,0.9590778884190424,0.9575774109944073,0.8364479607147729,0.8349474832901378,0.8084845178011185,0.32055654071750106,0.39953621606874923,0.9566225617241849,0.32614922930023194,0.94530077752012,0.32614922930023194,1.0
