	ENSAHAT00000017182	ENSMUNT00000006968	ENSSPUT00000023151	ENSPVIT00000031029	ENSSMRT00000025191	ENSARWT00000027950	ENSPVIT00000031030	ENSDNVT00000010654	ENSAOWT00000022880	ENSMUNT00000006967	ENSDNVT00000010661	ENSCPUT00000018700	ENSSMRT00000025186	ENSCPUT00000018699	ENSARWT00000027949	ENSCPGT00000026941
ENSAHAT00000017182	1.0	0.8246492985971944	0.8952905811623246	0.8702404809619239	0.8627254509018036	0.99749498997996	0.6122244488977956	0.9824649298597194	0.998496993987976	0.942384769539078	0.8812625250501002	0.8667334669338678	0.8371743486973948	0.940380761523046	0.939879759519038	0.940881763527054
ENSMUNT00000006968	0.8246492985971944	1.0	0.7765531062124249	0.7535070140280561	0.75	0.8261523046092184	0.6497995991983968	0.8236472945891784	0.8251503006012024	0.8702404809619239	0.7304609218436874	0.751002004008016	0.7244488977955912	0.8316633266533067	0.8577154308617234	0.8301603206412825
ENSSPUT00000023151	0.8952905811623246	0.7765531062124249	1.0	0.8802605210420842	0.8727454909819642	0.8962925851703407	0.6202404809619239	0.8937875751503006	0.8967935871743486	0.8807615230460922	0.7945891783567134	0.8106212424849699	0.8471943887775552	0.8842685370741483	0.8496993987975952	0.8842685370741483
ENSPVIT00000031029	0.8702404809619239	0.7535070140280561	0.8802605210420842	1.0	0.8937875751503006	0.8712424849699398	0.7079158316633266	0.8662324649298597	0.8707414829659319	0.8527054108216433	0.7660320641282565	0.7910821643286573	0.8682364729458918	0.8602204408817635	0.8271543086172345	0.8577154308617234
ENSSMRT00000025191	0.8627254509018036	0.75	0.8727454909819642	0.8937875751503006	1.0	0.8632264529058116	0.6302605210420842	0.8597194388777555	0.8632264529058116	0.8512024048096193	0.7595190380761523	0.7855711422845691	0.9744488977955912	0.8562124248496994	0.8186372745490982	0.8567134268537074
ENSARWT00000027950	0.99749498997996	0.8261523046092184	0.8962925851703407	0.8712424849699398	0.8632264529058116	1.0	0.6132264529058116	0.9844689378757516	0.998997995991984	0.9438877755511024	0.8832665330661322	0.8672344689378757	0.8376753507014028	0.9428857715430862	0.942384769539078	0.9433867735470942
ENSPVIT00000031030	0.6122244488977956	0.6497995991983968	0.6202404809619239	0.7079158316633266	0.6302605210420842	0.6132264529058116	1.0	0.6082164328657315	0.6127254509018036	0.6002004008016032	0.5150300601202404	0.5340681362725451	0.6047094188376754	0.6032064128256514	0.6447895791583166	0.6017034068136272
ENSDNVT00000010654	0.9824649298597194	0.8236472945891784	0.8937875751503006	0.8662324649298597	0.8597194388777555	0.9844689378757516	0.6082164328657315	1.0	0.9839679358717436	0.941382765531062	0.8987975951903807	0.8672344689378757	0.8341683366733467	0.942384769539078	0.9273547094188376	0.9428857715430862
ENSAOWT00000022880	0.998496993987976	0.8251503006012024	0.8967935871743486	0.8707414829659319	0.8632264529058116	0.998997995991984	0.6127254509018036	0.9839679358717436	1.0	0.9428857715430862	0.8827655310621243	0.8667334669338678	0.8376753507014028	0.9418837675350702	0.941382765531062	0.942384769539078
ENSMUNT00000006967	0.942384769539078	0.8702404809619239	0.8807615230460922	0.8527054108216433	0.8512024048096193	0.9438877755511024	0.6002004008016032	0.941382765531062	0.9428857715430862	1.0	0.8401803607214429	0.8737474949899801	0.8256513026052105	0.9544088176352704	0.8917835671342685	0.9534068136272544
ENSDNVT00000010661	0.8812625250501002	0.7304609218436874	0.7945891783567134	0.7660320641282565	0.7595190380761523	0.8832665330661322	0.5150300601202404	0.8987975951903807	0.8827655310621243	0.8401803607214429	1.0	0.7660320641282565	0.7339679358717435	0.8411823647294592	0.8341683366733467	0.8416833667334669
ENSCPUT00000018700	0.8667334669338678	0.751002004008016	0.8106212424849699	0.7910821643286573	0.7855711422845691	0.8672344689378757	0.5340681362725451	0.8672344689378757	0.8667334669338678	0.8737474949899801	0.7660320641282565	1.0	0.7600200400801603	0.9168336673346692	0.8136272545090181	0.9098196392785572
ENSSMRT00000025186	0.8371743486973948	0.7244488977955912	0.8471943887775552	0.8682364729458918	0.9744488977955912	0.8376753507014028	0.6047094188376754	0.8341683366733467	0.8376753507014028	0.8256513026052105	0.7339679358717435	0.7600200400801603	1.0	0.8306613226452906	0.7930861723446894	0.8311623246492986
ENSCPUT00000018699	0.940380761523046	0.8316633266533067	0.8842685370741483	0.8602204408817635	0.8562124248496994	0.9428857715430862	0.6032064128256514	0.942384769539078	0.9418837675350702	0.9544088176352704	0.8411823647294592	0.9168336673346692	0.8306613226452906	1.0	0.8892785571142284	0.9929859719438878
ENSARWT00000027949	0.939879759519038	0.8577154308617234	0.8496993987975952	0.8271543086172345	0.8186372745490982	0.942384769539078	0.6447895791583166	0.9273547094188376	0.941382765531062	0.8917835671342685	0.8341683366733467	0.8136272545090181	0.7930861723446894	0.8892785571142284	1.0	0.8897795591182365
ENSCPGT00000026941	0.940881763527054	0.8301603206412825	0.8842685370741483	0.8577154308617234	0.8567134268537074	0.9433867735470942	0.6017034068136272	0.9428857715430862	0.942384769539078	0.9534068136272544	0.8416833667334669	0.9098196392785572	0.8311623246492986	0.9929859719438878	0.8897795591182365	1.0
