	FBtr0300811	ENSCSET00000026449	ENSGWIT00000056170	C42D4.8.1	ENSGACT00000003019	ENSCGOT00000052113	ENSCGOT00000052131	ENSPRNT00000052476	ENSPRNT00000052477	ENSGWIT00000056163	ENSGWIT00000056164	ENSGWIT00000056167	ENSPRNT00000052480	ENSHCOT00000014029
FBtr0300811	1.0	0.2816174046808043	0.38819909900010985	0.3178771563564444	0.2804087462916163	0.2810680145039006	0.2840347214591803	0.2761235029117679	0.2800791121854741	0.2755741127348643	0.2795297220085705	0.2730469179211076	0.3917151961322931	0.2811778925392814
ENSCSET00000026449	0.2816174046808043	1.0	0.6583891880013185	0.37270629601142735	0.9315459839578067	0.9351719591253708	0.9273706186133392	0.925392813976486	0.9293484232501924	0.9195692781013076	0.9235248873750136	0.9160531809691242	0.6693769915393912	0.9183606197121196
ENSGWIT00000056170	0.38819909900010985	0.6583891880013185	1.0	0.5026920118668278	0.663443577628832	0.6652016261949236	0.6681683331502033	0.661026260850456	0.6649818701241622	0.6822327216789363	0.6861883309526425	0.6875068673772113	0.96374024832436	0.6592682122843644
C42D4.8.1	0.3178771563564444	0.37270629601142735	0.5026920118668278	1.0	0.3706186133391936	0.37138775958685866	0.36897044280848257	0.3690803208438633	0.3730359301175695	0.36534446764091855	0.3693000769146248	0.3627073947917812	0.5092846939896715	0.3709482474453356
ENSGACT00000003019	0.2804087462916163	0.9315459839578067	0.663443577628832	0.3706186133391936	1.0	0.9560487858477091	0.9483573233710582	0.9373695198329852	0.9413251291066916	0.9258323261180091	0.9297879353917152	0.9222063509504449	0.6767388199098999	0.9307768377101416
ENSCGOT00000052113	0.2810680145039006	0.9351719591253708	0.6652016261949236	0.37138775958685866	0.9560487858477091	1.0	0.9913196352049224	0.9393473244698384	0.9433029337435448	0.9281397648610042	0.9320953741347104	0.9244039116580596	0.6765190638391385	0.9281397648610042
ENSCGOT00000052131	0.2840347214591803	0.9273706186133392	0.6681683331502033	0.36897044280848257	0.9483573233710582	0.9913196352049224	1.0	0.9319854960993298	0.935941105373036	0.9207779364904956	0.9247335457642016	0.9170420832875508	0.6794857707944182	0.9209976925612571
ENSPRNT00000052476	0.2761235029117679	0.925392813976486	0.661026260850456	0.3690803208438633	0.9373695198329852	0.9393473244698384	0.9319854960993298	1.0	0.9960443907262938	0.9331941544885176	0.9297879353917152	0.9220964729150642	0.6914624766509175	0.9155037907922208
ENSPRNT00000052477	0.2800791121854741	0.9293484232501924	0.6649818701241622	0.3730359301175695	0.9413251291066916	0.9433029337435448	0.935941105373036	0.9960443907262938	1.0	0.9297879353917152	0.9337435446654214	0.9260520821887704	0.6954180859246236	0.9194594000659267
ENSGWIT00000056163	0.2755741127348643	0.9195692781013076	0.6822327216789363	0.36534446764091855	0.9258323261180091	0.9281397648610042	0.9207779364904956	0.9331941544885176	0.9297879353917152	1.0	0.9960443907262938	0.9876936600373584	0.6695967476101528	0.9112185474123724
ENSGWIT00000056164	0.2795297220085705	0.9235248873750136	0.6861883309526425	0.3693000769146248	0.9297879353917152	0.9320953741347104	0.9247335457642016	0.9297879353917152	0.9337435446654214	0.9960443907262938	1.0	0.9916492693110648	0.6735523568838591	0.9151741566860784
ENSGWIT00000056167	0.2730469179211076	0.9160531809691242	0.6875068673772113	0.3627073947917812	0.9222063509504449	0.9244039116580596	0.9170420832875508	0.9220964729150642	0.9260520821887704	0.9876936600373584	0.9916492693110648	1.0	0.6658608944072081	0.9073728161740467
ENSPRNT00000052480	0.3917151961322931	0.6693769915393912	0.96374024832436	0.5092846939896715	0.6767388199098999	0.6765190638391385	0.6794857707944182	0.6914624766509175	0.6954180859246236	0.6695967476101528	0.6735523568838591	0.6658608944072081	1.0	0.6678386990440611
ENSHCOT00000014029	0.2811778925392814	0.9183606197121196	0.6592682122843644	0.3709482474453356	0.9307768377101416	0.9281397648610042	0.9209976925612571	0.9155037907922208	0.9194594000659267	0.9112185474123724	0.9151741566860784	0.9073728161740467	0.6678386990440611	1.0
