,ENSCMIT00000004689,FBtr0306347,FBtr0084039,ENSCINT00000017293,FBtr0306348,ENSCSAVT00000006925,ENSCSAVT00000006924,ENSCSAVT00000006927,ENSCSAVT00000006926,ENSCSAVT00000006923,ENSCSAVT00000006922,ENSCSAVT00000006930,ENSCMIT00000004691,ENSCSAVT00000006929,ENSCSAVT00000006928,FBtr0306349
ENSCMIT00000004689,1.0,0.845352798053528,0.845352798053528,0.8330900243309003,0.845352798053528,0.8374695863746958,0.8437956204379562,0.8286131386861314,0.8293917274939173,0.8410705596107056,0.931970802919708,0.8362043795620437,0.9931873479318735,0.8408759124087591,0.8306569343065694,0.845352798053528
FBtr0306347,0.845352798053528,1.0,1.0,0.7184428223844282,1.0,0.7221411192214112,0.7378102189781022,0.7222384428223845,0.7318734793187348,0.7435523114355231,0.8020437956204379,0.7321654501216545,0.8506082725060827,0.7345012165450122,0.7242822384428224,1.0
FBtr0084039,0.845352798053528,1.0,1.0,0.7184428223844282,1.0,0.7221411192214112,0.7378102189781022,0.7222384428223845,0.7318734793187348,0.7435523114355231,0.8020437956204379,0.7321654501216545,0.8506082725060827,0.7345012165450122,0.7242822384428224,1.0
ENSCINT00000017293,0.8330900243309003,0.7184428223844282,0.7184428223844282,1.0,0.7184428223844282,0.8539172749391728,0.8617031630170316,0.8255961070559611,0.8255961070559611,0.8372749391727494,0.797956204379562,0.8074939172749391,0.8294890510948905,0.8569343065693431,0.8467153284671532,0.7184428223844282
FBtr0306348,0.845352798053528,1.0,1.0,0.7184428223844282,1.0,0.7221411192214112,0.7378102189781022,0.7222384428223845,0.7318734793187348,0.7435523114355231,0.8020437956204379,0.7321654501216545,0.8506082725060827,0.7345012165450122,0.7242822384428224,1.0
ENSCSAVT00000006925,0.8374695863746958,0.7221411192214112,0.7221411192214112,0.8539172749391728,0.7221411192214112,1.0,0.9786861313868613,0.9488077858880779,0.9311922141119221,0.9549391727493918,0.8108029197080292,0.9342092457420924,0.8338686131386861,0.9392700729927007,0.9539659367396593,0.7221411192214112
ENSCSAVT00000006924,0.8437956204379562,0.7378102189781022,0.7378102189781022,0.8617031630170316,0.7378102189781022,0.9786861313868613,1.0,0.9562043795620438,0.9395620437956205,0.9565936739659368,0.809051094890511,0.9354744525547445,0.8401946472019465,0.9458880778588807,0.9751824817518249,0.7378102189781022
ENSCSAVT00000006927,0.8286131386861314,0.7222384428223845,0.7222384428223845,0.8255961070559611,0.7222384428223845,0.9488077858880779,0.9562043795620438,1.0,0.9812165450121655,0.9712895377128954,0.8102189781021898,0.9741119221411192,0.8250121654501217,0.9661313868613138,0.9751824817518249,0.7222384428223845
ENSCSAVT00000006926,0.8293917274939173,0.7318734793187348,0.7318734793187348,0.8255961070559611,0.7318734793187348,0.9311922141119221,0.9395620437956205,0.9812165450121655,1.0,0.9762530413625304,0.8198540145985401,0.9564963503649635,0.834647201946472,0.9498783454987835,0.9643795620437956,0.7318734793187348
ENSCSAVT00000006923,0.8410705596107056,0.7435523114355231,0.7435523114355231,0.8372749391727494,0.7435523114355231,0.9549391727493918,0.9565936739659368,0.9712895377128954,0.9762530413625304,1.0,0.8315328467153285,0.956301703163017,0.8463260340632603,0.9376155717761557,0.9544525547445255,0.7435523114355231
ENSCSAVT00000006922,0.931970802919708,0.8020437956204379,0.8020437956204379,0.797956204379562,0.8020437956204379,0.8108029197080292,0.809051094890511,0.8102189781021898,0.8198540145985401,0.8315328467153285,1.0,0.8178102189781022,0.9372262773722628,0.8224817518248175,0.8122627737226278,0.8020437956204379
ENSCSAVT00000006930,0.8362043795620437,0.7321654501216545,0.7321654501216545,0.8074939172749391,0.7321654501216545,0.9342092457420924,0.9354744525547445,0.9741119221411192,0.9564963503649635,0.956301703163017,0.8178102189781022,1.0,0.832603406326034,0.9408272506082725,0.9539659367396593,0.7321654501216545
ENSCMIT00000004691,0.9931873479318735,0.8506082725060827,0.8506082725060827,0.8294890510948905,0.8506082725060827,0.8338686131386861,0.8401946472019465,0.8250121654501217,0.834647201946472,0.8463260340632603,0.9372262773722628,0.832603406326034,1.0,0.8372749391727494,0.8270559610705596,0.8506082725060827
ENSCSAVT00000006929,0.8408759124087591,0.7345012165450122,0.7345012165450122,0.8569343065693431,0.7345012165450122,0.9392700729927007,0.9458880778588807,0.9661313868613138,0.9498783454987835,0.9376155717761557,0.8224817518248175,0.9408272506082725,0.8372749391727494,1.0,0.9668126520681265,0.7345012165450122
ENSCSAVT00000006928,0.8306569343065694,0.7242822384428224,0.7242822384428224,0.8467153284671532,0.7242822384428224,0.9539659367396593,0.9751824817518249,0.9751824817518249,0.9643795620437956,0.9544525547445255,0.8122627737226278,0.9539659367396593,0.8270559610705596,0.9668126520681265,1.0,0.7242822384428224
FBtr0306349,0.845352798053528,1.0,1.0,0.7184428223844282,1.0,0.7221411192214112,0.7378102189781022,0.7222384428223845,0.7318734793187348,0.7435523114355231,0.8020437956204379,0.7321654501216545,0.8506082725060827,0.7345012165450122,0.7242822384428224,1.0
