,FBtr0345483,FBtr0345482,FBtr0345481,FBtr0302923,FBtr0302922,H10D18.5a.1,H10D18.5d.1,FBtr0332923,FBtr0332922,H10D18.5b.1,H10D18.5c.1,FBtr0332924
FBtr0345483,1.0,0.8469162995594713,1.0,0.7019089574155654,1.0,0.38399412628487517,0.41593245227606457,0.8516886930983847,0.854992657856094,0.4320851688693099,0.3740822320117474,0.7955212922173275
FBtr0345482,0.8469162995594713,1.0,0.8469162995594713,0.854992657856094,0.8469162995594713,0.2309104258443465,0.262848751835536,0.6986049926578561,0.7019089574155654,0.27900146842878115,0.22099853157121885,0.7613803230543319
FBtr0345481,1.0,0.8469162995594713,1.0,0.7019089574155654,1.0,0.38399412628487517,0.41593245227606457,0.8516886930983847,0.854992657856094,0.4320851688693099,0.3740822320117474,0.7955212922173275
FBtr0302923,0.7019089574155654,0.854992657856094,0.7019089574155654,1.0,0.7019089574155654,0.2408223201174743,0.2727606461086638,0.8436123348017621,0.7118208516886931,0.2889133627019089,0.2309104258443465,0.9063876651982379
FBtr0302922,1.0,0.8469162995594713,1.0,0.7019089574155654,1.0,0.38399412628487517,0.41593245227606457,0.8516886930983847,0.854992657856094,0.4320851688693099,0.3740822320117474,0.7955212922173275
H10D18.5a.1,0.38399412628487517,0.2309104258443465,0.38399412628487517,0.2408223201174743,0.38399412628487517,1.0,0.9680616740088106,0.3906020558002936,0.39390602055800295,0.9063876651982379,0.9526431718061674,0.3344346549192364
H10D18.5d.1,0.41593245227606457,0.262848751835536,0.41593245227606457,0.2727606461086638,0.41593245227606457,0.9680616740088106,1.0,0.4225403817914831,0.42584434654919234,0.9118942731277533,0.9581497797356828,0.3663729809104259
FBtr0332923,0.8516886930983847,0.6986049926578561,0.8516886930983847,0.8436123348017621,0.8516886930983847,0.3906020558002936,0.4225403817914831,1.0,0.8616005873715125,0.43869309838472836,0.38069016152716595,0.9372246696035242
FBtr0332922,0.854992657856094,0.7019089574155654,0.854992657856094,0.7118208516886931,0.854992657856094,0.39390602055800295,0.42584434654919234,0.8616005873715125,1.0,0.4419970631424376,0.38399412628487517,0.8054331864904553
H10D18.5b.1,0.4320851688693099,0.27900146842878115,0.4320851688693099,0.2889133627019089,0.4320851688693099,0.9063876651982379,0.9118942731277533,0.43869309838472836,0.4419970631424376,1.0,0.8964757709251101,0.38252569750367105
H10D18.5c.1,0.3740822320117474,0.22099853157121885,0.3740822320117474,0.2309104258443465,0.3740822320117474,0.9526431718061674,0.9581497797356828,0.38069016152716595,0.38399412628487517,0.8964757709251101,1.0,0.32452276064610874
FBtr0332924,0.7955212922173275,0.7613803230543319,0.7955212922173275,0.9063876651982379,0.7955212922173275,0.3344346549192364,0.3663729809104259,0.9372246696035242,0.8054331864904553,0.38252569750367105,0.32452276064610874,1.0
