	ENSLCOT00000012187	ENSOMET00000033154	ENSNSUT00000017931	ENSOMET00000028180	ENSSPUT00000013556	ENSGAGT00000010724	ENSABRT00000013602	ENSPKIT00000000626	ENSCABT00000018454	ENSIPUT00000019112	ENSNPET00000021229	ENSMAMT00000026235	ENSSPUT00000012634
ENSLCOT00000012187	1.0	0.8127018299246501	0.8783638320775027	0.6695371367061357	0.7804090419806243	0.596340150699677	0.9138858988159312	0.8127018299246501	0.8223896663078579	0.7954790096878364	0.9268030139935416	0.8643702906350915	0.891280947255113
ENSOMET00000033154	0.8127018299246501	1.0	0.7933261571582346	0.6964477933261571	0.7578040904198062	0.5166846071044133	0.7879440258342304	0.8675995694294941	0.7373519913885899	0.8439181916038752	0.8008611410118407	0.852529601722282	0.8083961248654468
ENSNSUT00000017931	0.8783638320775027	0.7933261571582346	1.0	0.6480086114101185	0.7997847147470398	0.5769644779332616	0.8449946178686759	0.7825618945102261	0.8256189451022605	0.7728740581270183	0.8708288482238966	0.8772874058127018	0.9009687836383208
ENSOMET00000028180	0.6695371367061357	0.6964477933261571	0.6480086114101185	1.0	0.61248654467169	0.6996770721205597	0.6426264800861141	0.6254036598493004	0.5920344456404736	0.5952637244348762	0.6555435952637244	0.7082884822389667	0.6630785791173305
ENSSPUT00000013556	0.7804090419806243	0.7578040904198062	0.7997847147470398	0.61248654467169	1.0	0.4757804090419806	0.7481162540365985	0.7158234660925726	0.7642626480086114	0.6921420882669537	0.8073196986006459	0.7933261571582346	0.8417653390742734
ENSGAGT00000010724	0.596340150699677	0.5166846071044133	0.5769644779332616	0.6996770721205597	0.4757804090419806	1.0	0.5694294940796556	0.5102260495156081	0.5360602798708288	0.4951560818083961	0.5877287405812702	0.5662002152852529	0.5941872981700753
ENSABRT00000013602	0.9138858988159312	0.7879440258342304	0.8449946178686759	0.6426264800861141	0.7481162540365985	0.5694294940796556	1.0	0.7879440258342304	0.7900968783638321	0.7696447793326158	0.8998923573735199	0.8428417653390743	0.8546824542518837
ENSPKIT00000000626	0.8127018299246501	0.8675995694294941	0.7825618945102261	0.6254036598493004	0.7158234660925726	0.5102260495156081	0.7879440258342304	1.0	0.7298170075349839	0.8654467168998924	0.798708288482239	0.8223896663078579	0.7997847147470398
ENSCABT00000018454	0.8223896663078579	0.7373519913885899	0.8256189451022605	0.5920344456404736	0.7642626480086114	0.5360602798708288	0.7900968783638321	0.7298170075349839	1.0	0.7158234660925726	0.8503767491926802	0.7857911733046287	0.8966630785791173
ENSIPUT00000019112	0.7954790096878364	0.8439181916038752	0.7728740581270183	0.5952637244348762	0.6921420882669537	0.4951560818083961	0.7696447793326158	0.8654467168998924	0.7158234660925726	1.0	0.7825618945102261	0.7890204520990313	0.7825618945102261
ENSNPET00000021229	0.9268030139935416	0.8008611410118407	0.8708288482238966	0.6555435952637244	0.8073196986006459	0.5877287405812702	0.8998923573735199	0.798708288482239	0.8503767491926802	0.7825618945102261	1.0	0.8536060279870828	0.9257265877287406
ENSMAMT00000026235	0.8643702906350915	0.852529601722282	0.8772874058127018	0.7082884822389667	0.7933261571582346	0.5662002152852529	0.8428417653390743	0.8223896663078579	0.7857911733046287	0.7890204520990313	0.8536060279870828	1.0	0.8536060279870828
ENSSPUT00000012634	0.891280947255113	0.8083961248654468	0.9009687836383208	0.6630785791173305	0.8417653390742734	0.5941872981700753	0.8546824542518837	0.7997847147470398	0.8966630785791173	0.7825618945102261	0.9257265877287406	0.8536060279870828	1.0
