	ENSCGOT00000050770	ENSHHUT00000033761	ENSELUT00000016411	ENSELUT00000016416	ENSCGOT00000050582	ENSPRNT00000030210	ENSCSET00000007385	ENSLCRT00005046737	ENSAPOT00000014780	ENSCGOT00000050913	ENSLCRT00005046815	ENSLCRT00005046814	ENSCSET00000007389	ENSHHUT00000033756	ENSLCRT00005046789	ENSLBET00000013539	ENSAPET00000031220	ENSCGOT00000050894	ENSCGOT00000050896	ENSSPAT00000004957	ENSLCRT00005046594	ENSAOCT00000019150	ENSPRNT00000030189	ENSPRNT00000030207
ENSCGOT00000050770	1.0	0.8160504959422904	0.7448151487826871	0.8440036068530208	0.9666366095581606	0.8863841298467088	0.8548241659152389	0.8773669972948602	0.9467989179440938	0.7889990982867449	0.5626690712353472	0.8503155996393147	0.8250676284941388	0.8422001803426509	0.8097385031559964	0.8719567177637512	0.8728584310189359	0.8611361587015329	0.8566275924256087	0.8773669972948602	0.9891794409377818	0.8737601442741209	0.8431018935978359	0.9801623083859332
ENSHHUT00000033761	0.8160504959422904	1.0	0.8250676284941388	0.927862939585212	0.8494138863841298	0.8683498647430117	0.8872858431018936	0.9080252479711453	0.8412984670874661	0.7989179440937781	0.539224526600541	0.9458972046889088	0.9197475202885482	0.9675383228133454	0.8286744815148782	0.9125338142470696	0.90892696122633	0.9477006311992786	0.7926059513074842	0.9098286744815148	0.8142470694319206	0.9080252479711453	0.9404869251578	0.8097385031559964
ENSELUT00000016411	0.7448151487826871	0.8250676284941388	1.0	0.8917944093778178	0.7781785392245266	0.7475202885482417	0.8061316501352571	0.8277727682596934	0.7781785392245266	0.7132551848512173	0.5112714156898106	0.8070333633904418	0.7808836789900812	0.8539224526600541	0.7502254283137962	0.8259693417493237	0.8268710550045085	0.8025247971145176	0.6636609558160504	0.8277727682596934	0.7493237150586114	0.8268710550045085	0.8043282236248873	0.7475202885482417
ENSELUT00000016416	0.8440036068530208	0.927862939585212	0.8917944093778178	1.0	0.8773669972948602	0.8449053201082056	0.902614968440036	0.9260595130748422	0.8746618575293057	0.8124436429215509	0.5112714156898106	0.9053201082055906	0.8773669972948602	0.9567177637511272	0.8485121731289449	0.9260595130748422	0.9251577998196574	0.9017132551848512	0.7628494138863842	0.9242560865644724	0.8476104598737602	0.9242560865644724	0.9017132551848512	0.8449053201082056
ENSCGOT00000050582	0.9666366095581606	0.8494138863841298	0.7781785392245266	0.8773669972948602	1.0	0.9197475202885482	0.8863841298467088	0.9107303877366996	0.9801623083859332	0.8079350766456267	0.5960324616771867	0.8836789900811542	0.8566275924256087	0.8755635707844905	0.8286744815148782	0.9053201082055906	0.9062218214607756	0.8944995491433724	0.8755635707844905	0.9107303877366996	0.9558160504959424	0.9071235347159604	0.8764652840396754	0.9467989179440938
ENSPRNT00000030210	0.8863841298467088	0.8683498647430117	0.7475202885482417	0.8449053201082056	0.9197475202885482	1.0	0.8440036068530208	0.8692515779981965	0.921550946798918	0.7520288548241659	0.5978358881875564	0.9071235347159604	0.8764652840396754	0.8358881875563571	0.78809738503156	0.8665464382326421	0.8746618575293057	0.9035166816952208	0.8602344454463481	0.8773669972948602	0.8899909828674482	0.8737601442741209	0.9224526600541028	0.9044183949504058
ENSCSET00000007385	0.8548241659152389	0.8872858431018936	0.8061316501352571	0.902614968440036	0.8863841298467088	0.8440036068530208	1.0	0.9413886384129848	0.8809738503155996	0.8376916140667268	0.5094679891794409	0.9170423805229936	0.9675383228133454	0.9125338142470696	0.8683498647430117	0.9377817853922452	0.9431920649233544	0.9179440937781784	0.7736699729486023	0.944995491433724	0.8539224526600541	0.9431920649233544	0.9134355275022544	0.8476104598737602
ENSLCRT00005046737	0.8773669972948602	0.9080252479711453	0.8277727682596934	0.9260595130748422	0.9107303877366996	0.8692515779981965	0.9413886384129848	1.0	0.9035166816952208	0.8647430117222723	0.5202885482416592	0.9621280432822362	0.9116321009918846	0.9341749323715058	0.9071235347159604	0.9684400360685302	0.974752028854824	0.951307484220018	0.7862939585211902	0.9774571686203788	0.8881875563570785	0.975653742110009	0.9467989179440938	0.8719567177637512
ENSAPOT00000014780	0.9467989179440938	0.8412984670874661	0.7781785392245266	0.8746618575293057	0.9801623083859332	0.921550946798918	0.8809738503155996	0.9035166816952208	1.0	0.78809738503156	0.5978358881875564	0.8764652840396754	0.8512173128944995	0.8674481514878268	0.8214607754733995	0.8954012623985572	0.9242560865644724	0.8746618575293057	0.8557258791704238	0.9197475202885482	0.9486023444544636	0.9251577998196574	0.8782687105500451	0.9486023444544636
ENSCGOT00000050913	0.7889990982867449	0.7989179440937781	0.7132551848512173	0.8124436429215509	0.8079350766456267	0.7520288548241659	0.8376916140667268	0.8647430117222723	0.78809738503156	1.0	0.4039675383228134	0.8376916140667268	0.8079350766456267	0.8250676284941388	0.8692515779981965	0.8539224526600541	0.8593327321911632	0.8485121731289449	0.7700631199278629	0.8638412984670875	0.7781785392245266	0.8602344454463481	0.8295761947700632	0.7691614066726781
