	ENSTRUT00000027799	ENSMMOT00000002781	ENSHCOT00000027845	K11H3.1c.1	K11H3.1c.2	FBtr0071974	FBtr0333228	FBtr0333229	K11H3.1b.1	K11H3.1a.1	K11H3.1d.2	K11H3.1d.1	FBtr0333230	FBtr0079146	FBtr0079147	ENSMMOT00000002951	ENSGWIT00000006870	FBtr0079148	ENSMMOT00000002959	FBtr0306947	FBtr0306946	FBtr0306945	F47G4.3.1	ENSMMOT00000003078
ENSTRUT00000027799	1.0	0.8680355920602327	0.946611909650924	0.8995208761122518	0.8995208761122518	0.8792607802874743	0.8971937029431896	0.8928131416837782	0.8925393566050649	0.9011635865845312	0.9056810403832992	0.9056810403832992	0.8956878850102671	0.8928131416837782	0.8956878850102671	0.8792607802874743	0.9449691991786447	0.8971937029431896	0.8554414784394251	0.5044490075290896	0.500889801505818	0.5040383299110198	0.8279260780287474	0.8592744695414101
ENSMMOT00000002781	0.8680355920602327	1.0	0.8907597535934292	0.8648870636550308	0.8648870636550308	0.8666666666666667	0.8777549623545516	0.8735112936344969	0.8581793292265572	0.8616016427104722	0.8713210130047913	0.8713210130047913	0.8763860369609856	0.8735112936344969	0.8763860369609856	0.9794661190965092	0.8882956878850102	0.8777549623545516	0.9600273785078712	0.4699520876112252	0.4707734428473649	0.4695414099931554	0.8513347022587269	0.949349760438056
ENSHCOT00000027845	0.946611909650924	0.8907597535934292	1.0	0.9236139630390144	0.9236139630390144	0.9045859000684464	0.9201916495550992	0.915811088295688	0.9163586584531144	0.9249828884325804	0.9295003422313484	0.9295003422313484	0.9186858316221764	0.915811088295688	0.9186858316221764	0.901848049281314	0.9641341546885694	0.9201916495550992	0.8778918548939083	0.5285420944558522	0.5252566735112937	0.5281314168377823	0.8525667351129363	0.8818617385352499
K11H3.1c.1	0.8995208761122518	0.8648870636550308	0.9236139630390144	1.0	1.0	0.8932238193018479	0.904996577686516	0.9006160164271048	0.9638603696098562	0.9724845995893224	0.9770020533880904	0.9770020533880904	0.9034907597535934	0.9006160164271048	0.9034907597535934	0.8702258726899385	0.9211498973305956	0.904996577686516	0.8473648186173853	0.5234770704996577	0.519917864476386	0.523066392881588	0.839835728952772	0.8495550992470909
K11H3.1c.2	0.8995208761122518	0.8648870636550308	0.9236139630390144	1.0	1.0	0.8932238193018479	0.904996577686516	0.9006160164271048	0.9638603696098562	0.9724845995893224	0.9770020533880904	0.9770020533880904	0.9034907597535934	0.9006160164271048	0.9034907597535934	0.8702258726899385	0.9211498973305956	0.904996577686516	0.8473648186173853	0.5234770704996577	0.519917864476386	0.523066392881588	0.839835728952772	0.8495550992470909
FBtr0071974	0.8792607802874743	0.8666666666666667	0.9045859000684464	0.8932238193018479	0.8932238193018479	1.0	0.9353867214236824	0.9356605065023956	0.8917180013689254	0.8951403148528405	0.9048596851471596	0.9048596851471596	0.9356605065023956	0.9356605065023956	0.9356605065023956	0.8747433264887063	0.9039014373716632	0.9353867214236824	0.8554414784394251	0.5100616016427105	0.5069130732375086	0.5096509240246406	0.8480492813141683	0.8550308008213552
FBtr0333228	0.8971937029431896	0.8777549623545516	0.9201916495550992	0.904996577686516	0.904996577686516	0.9353867214236824	1.0	0.9956194387405888	0.9047227926078028	0.9082819986310746	0.9173169062286104	0.9173169062286104	0.9984941820670772	0.9956194387405888	0.9984941820670772	0.8858316221765914	0.9208761122518824	1.0	0.8670773442847365	0.5204654346338125	0.5163586584531143	0.5200547570157427	0.8579055441478439	0.86652977412731
FBtr0333229	0.8928131416837782	0.8735112936344969	0.915811088295688	0.9006160164271048	0.9006160164271048	0.9356605065023956	0.9956194387405888	1.0	0.9003422313483915	0.9039014373716632	0.9129363449691992	0.9129363449691992	0.9943874058863792	1.0	0.9943874058863792	0.8815879534565366	0.9164955509924708	0.9956194387405888	0.8629705681040384	0.5163586584531143	0.5122518822724161	0.5159479808350445	0.8536618754277892	0.8624229979466119
K11H3.1b.1	0.8925393566050649	0.8581793292265572	0.9163586584531144	0.9638603696098562	0.9638603696098562	0.8917180013689254	0.9047227926078028	0.9003422313483915	1.0	0.9880903490759754	0.986858316221766	0.986858316221766	0.9032169746748804	0.9003422313483915	0.9032169746748804	0.8680355920602327	0.9149897330595482	0.9047227926078028	0.8459958932238193	0.5156741957563313	0.5121149897330596	0.5152635181382614	0.8459958932238193	0.8473648186173853
K11H3.1a.1	0.9011635865845312	0.8616016427104722	0.9249828884325804	0.9724845995893224	0.9724845995893224	0.8951403148528405	0.9082819986310746	0.9039014373716632	0.9880903490759754	1.0	0.9880903490759754	0.9880903490759754	0.906776180698152	0.9039014373716632	0.906776180698152	0.8722792607802875	0.9236139630390144	0.9082819986310746	0.8494182067077344	0.5242984257357974	0.5207392197125257	0.5238877481177275	0.8495550992470909	0.8516084873374401
K11H3.1d.2	0.9056810403832992	0.8713210130047913	0.9295003422313484	0.9770020533880904	0.9770020533880904	0.9048596851471596	0.9173169062286104	0.9129363449691992	0.986858316221766	0.9880903490759754	1.0	1.0	0.915811088295688	0.9129363449691992	0.915811088295688	0.8811772758384668	0.9281314168377824	0.9173169062286104	0.8591375770020534	0.5288158795345653	0.5252566735112937	0.5284052019164955	0.8511978097193703	0.8605065023956194
K11H3.1d.1	0.9056810403832992	0.8713210130047913	0.9295003422313484	0.9770020533880904	0.9770020533880904	0.9048596851471596	0.9173169062286104	0.9129363449691992	0.986858316221766	0.9880903490759754	1.0	1.0	0.915811088295688	0.9129363449691992	0.915811088295688	0.8811772758384668	0.9281314168377824	0.9173169062286104	0.8591375770020534	0.5288158795345653	0.5252566735112937	0.5284052019164955	0.8511978097193703	0.8605065023956194
FBtr0333230	0.8956878850102671	0.8763860369609856	0.9186858316221764	0.9034907597535934	0.9034907597535934	0.9356605065023956	0.9984941820670772	0.9943874058863792	0.9032169746748804	0.906776180698152	0.915811088295688	0.915811088295688	1.0	0.9943874058863792	1.0	0.8844626967830254	0.9193702943189596	0.9984941820670772	0.865845311430527	0.519233401779603	0.5151266255989049	0.5188227241615332	0.8565366187542779	0.8652977412731007
FBtr0079146	0.8928131416837782	0.8735112936344969	0.915811088295688	0.9006160164271048	0.9006160164271048	0.9356605065023956	0.9956194387405888	1.0	0.9003422313483915	0.9039014373716632	0.9129363449691992	0.9129363449691992	0.9943874058863792	1.0	0.9943874058863792	0.8815879534565366	0.9164955509924708	0.9956194387405888	0.8629705681040384	0.5163586584531143	0.5122518822724161	0.5159479808350445	0.8536618754277892	0.8624229979466119
FBtr0079147	0.8956878850102671	0.8763860369609856	0.9186858316221764	0.9034907597535934	0.9034907597535934	0.9356605065023956	0.9984941820670772	0.9943874058863792	0.9032169746748804	0.906776180698152	0.915811088295688	0.915811088295688	1.0	0.9943874058863792	1.0	0.8844626967830254	0.9193702943189596	0.9984941820670772	0.865845311430527	0.519233401779603	0.5151266255989049	0.5188227241615332	0.8565366187542779	0.8652977412731007
ENSMMOT00000002951	0.8792607802874743	0.9794661190965092	0.901848049281314	0.8702258726899385	0.8702258726899385	0.8747433264887063	0.8858316221765914	0.8815879534565366	0.8680355920602327	0.8722792607802875	0.8811772758384668	0.8811772758384668	0.8844626967830254	0.8815879534565366	0.8844626967830254	1.0	0.8986995208761123	0.8858316221765914	0.9578370978781656	0.4802190280629706	0.4777549623545516	0.4798083504449008	0.8509240246406571	0.9592060232717315
ENSGWIT00000006870	0.9449691991786447	0.8882956878850102	0.9641341546885694	0.9211498973305956	0.9211498973305956	0.9039014373716632	0.9208761122518824	0.9164955509924708	0.9149897330595482	0.9236139630390144	0.9281314168377824	0.9281314168377824	0.9193702943189596	0.9164955509924708	0.9193702943189596	0.8986995208761123	1.0	0.9208761122518824	0.8750171115674196	0.5277207392197125	0.5241615331964408	0.5273100616016427	0.8529774127310061	0.8785763175906913
FBtr0079148	0.8971937029431896	0.8777549623545516	0.9201916495550992	0.904996577686516	0.904996577686516	0.9353867214236824	1.0	0.9956194387405888	0.9047227926078028	0.9082819986310746	0.9173169062286104	0.9173169062286104	0.9984941820670772	0.9956194387405888	0.9984941820670772	0.8858316221765914	0.9208761122518824	1.0	0.8670773442847365	0.5204654346338125	0.5163586584531143	0.5200547570157427	0.8579055441478439	0.86652977412731
ENSMMOT00000002959	0.8554414784394251	0.9600273785078712	0.8778918548939083	0.8473648186173853	0.8473648186173853	0.8554414784394251	0.8670773442847365	0.8629705681040384	0.8459958932238193	0.8494182067077344	0.8591375770020534	0.8591375770020534	0.865845311430527	0.8629705681040384	0.865845311430527	0.9578370978781656	0.8750171115674196	0.8670773442847365	1.0	0.4591375770020534	0.4640657084188912	0.4587268993839836	0.8405201916495552	0.9512662559890486
FBtr0306947	0.5044490075290896	0.4699520876112252	0.5285420944558522	0.5234770704996577	0.5234770704996577	0.5100616016427105	0.5204654346338125	0.5163586584531143	0.5156741957563313	0.5242984257357974	0.5288158795345653	0.5288158795345653	0.519233401779603	0.5163586584531143	0.519233401779603	0.4802190280629706	0.5277207392197125	0.5204654346338125	0.4591375770020534	1.0	0.9942505133470226	0.9995893223819302	0.442984257357974	0.460643394934976
FBtr0306946	0.500889801505818	0.4707734428473649	0.5252566735112937	0.519917864476386	0.519917864476386	0.5069130732375086	0.5163586584531143	0.5122518822724161	0.5121149897330596	0.5207392197125257	0.5252566735112937	0.5252566735112937	0.5151266255989049	0.5122518822724161	0.5151266255989049	0.4777549623545516	0.5241615331964408	0.5163586584531143	0.4640657084188912	0.9942505133470226	1.0	0.9946611909650924	0.4399726214921287	0.4655715263518138
FBtr0306945	0.5040383299110198	0.4695414099931554	0.5281314168377823	0.523066392881588	0.523066392881588	0.5096509240246406	0.5200547570157427	0.5159479808350445	0.5152635181382614	0.5238877481177275	0.5284052019164955	0.5284052019164955	0.5188227241615332	0.5159479808350445	0.5188227241615332	0.4798083504449008	0.5273100616016427	0.5200547570157427	0.4587268993839836	0.9995893223819302	0.9946611909650924	1.0	0.4425735797399042	0.4602327173169063
F47G4.3.1	0.8279260780287474	0.8513347022587269	0.8525667351129363	0.839835728952772	0.839835728952772	0.8480492813141683	0.8579055441478439	0.8536618754277892	0.8459958932238193	0.8495550992470909	0.8511978097193703	0.8511978097193703	0.8565366187542779	0.8536618754277892	0.8565366187542779	0.8509240246406571	0.8529774127310061	0.8579055441478439	0.8405201916495552	0.442984257357974	0.4399726214921287	0.4425735797399042	1.0	0.8316221765913757
ENSMMOT00000003078	0.8592744695414101	0.949349760438056	0.8818617385352499	0.8495550992470909	0.8495550992470909	0.8550308008213552	0.86652977412731	0.8624229979466119	0.8473648186173853	0.8516084873374401	0.8605065023956194	0.8605065023956194	0.8652977412731007	0.8624229979466119	0.8652977412731007	0.9592060232717315	0.8785763175906913	0.86652977412731	0.9512662559890486	0.460643394934976	0.4655715263518138	0.4602327173169063	0.8316221765913757	1.0
