	ENSAPOT00000007225	ENSXMAT00000032453	ENSSPAT00000003310	ENSAOCT00000000219	ENSXCOT00000006077	ENSGAFT00000017381	ENSPMET00000004941	ENSAPET00000003062	ENSFHET00000010448	ENSPRET00000006460	ENSPLAT00000004508	ENSCVAT00000001547	ENSKMAT00000010542	ENSPFOT00000020419
ENSAPOT00000007225	1.0	0.6641053787047201	0.7497255762897914	0.9006586169045006	0.31064763995609224	0.6888035126234907	0.676728869374314	0.814489571899012	0.3100987925356751	0.6871569703622393	0.6624588364434687	0.6416026344676179	0.7025246981339188	0.6871569703622393
ENSXMAT00000032453	0.6641053787047201	1.0	0.5691547749725576	0.6509330406147091	0.4121844127332601	0.9099890230515916	0.8441273326015367	0.5993413830954994	0.33095499451152577	0.8979143798024151	0.8254665203073546	0.7546652030735456	0.6745334796926454	0.9012074643249176
ENSSPAT00000003310	0.7497255762897914	0.5691547749725576	1.0	0.7826564215148188	0.3386388583973655	0.6048298572996706	0.6366630076838639	0.7826564215148188	0.3155872667398463	0.6042810098792536	0.6245883644346871	0.5998902305159166	0.6553238199780461	0.6004390779363337
ENSAOCT00000000219	0.9006586169045006	0.6509330406147091	0.7826564215148188	1.0	0.2733260153677277	0.6739846322722283	0.6498353457738749	0.9034028540065862	0.2738748627881449	0.6756311745334797	0.637211855104281	0.6339187705817783	0.6948408342480791	0.6723380900109771
ENSXCOT00000006077	0.31064763995609224	0.4121844127332601	0.3386388583973655	0.2733260153677277	1.0	0.4588364434687158	0.513172338090011	0.22118551042810095	0.8166849615806806	0.4549945115257958	0.4939626783754116	0.3490669593852909	0.3024149286498353	0.4544456641053787
ENSGAFT00000017381	0.6888035126234907	0.9099890230515916	0.6048298572996706	0.6739846322722283	0.4588364434687158	1.0	0.9012074643249176	0.6361141602634468	0.35400658616904496	0.9566410537870472	0.8825466520307355	0.8007683863885839	0.7091108671789242	0.9582875960482986
ENSPMET00000004941	0.676728869374314	0.8441273326015367	0.6366630076838639	0.6498353457738749	0.513172338090011	0.9012074643249176	1.0	0.6020856201975849	0.4182217343578485	0.9237102085620198	0.9731064763995608	0.7585071350164654	0.677277716794731	0.937980241492865
ENSAPET00000003062	0.814489571899012	0.5993413830954994	0.7826564215148188	0.9034028540065862	0.22118551042810095	0.6361141602634468	0.6020856201975849	1.0	0.1833150384193194	0.637211855104281	0.5894621295279913	0.6388583973655324	0.6761800219538968	0.6344676180021954
ENSFHET00000010448	0.3100987925356751	0.33095499451152577	0.3155872667398463	0.2738748627881449	0.8166849615806806	0.35400658616904496	0.4182217343578485	0.1833150384193194	1.0	0.35839736553238205	0.4121844127332601	0.31997804610318337	0.287596048298573	0.3589462129527992
ENSPRET00000006460	0.6871569703622393	0.8979143798024151	0.6042810098792536	0.6756311745334797	0.4549945115257958	0.9566410537870472	0.9237102085620198	0.637211855104281	0.35839736553238205	1.0	0.9055982436882548	0.7985729967069155	0.7014270032930845	0.9796926454445664
ENSPLAT00000004508	0.6624588364434687	0.8254665203073546	0.6245883644346871	0.637211855104281	0.4939626783754116	0.8825466520307355	0.9731064763995608	0.5894621295279913	0.4121844127332601	0.9055982436882548	1.0	0.7497255762897914	0.6630076838638859	0.9165751920965972
ENSCVAT00000001547	0.6416026344676179	0.7546652030735456	0.5998902305159166	0.6339187705817783	0.3490669593852909	0.8007683863885839	0.7585071350164654	0.6388583973655324	0.31997804610318337	0.7985729967069155	0.7497255762897914	1.0	0.6937431394072447	0.7996706915477497
ENSKMAT00000010542	0.7025246981339188	0.6745334796926454	0.6553238199780461	0.6948408342480791	0.3024149286498353	0.7091108671789242	0.677277716794731	0.6761800219538968	0.287596048298573	0.7014270032930845	0.6630076838638859	0.6937431394072447	1.0	0.7063666300768386
ENSPFOT00000020419	0.6871569703622393	0.9012074643249176	0.6004390779363337	0.6723380900109771	0.4544456641053787	0.9582875960482986	0.937980241492865	0.6344676180021954	0.3589462129527992	0.9796926454445664	0.9165751920965972	0.7996706915477497	0.7063666300768386	1.0
