,ENSPCOT00000042202,ENSPCOT00000042203,ENSSHAT00000008190,ENSEBUT00000012573,ENSEBUT00000012616,ENSPCIT00000049960,ENSPSMT00000000890,ENSSHAT00000008189,ENSEBUT00000012548,ENSMICT00000052795,ENSPMAT00000000225,ENSPCIT00000049952,ENSPCIT00000049956,ENSVURT00010036086,ENSPCIT00000049959
ENSPCOT00000042202,1.0,0.9780870595202843,0.8931003849570625,0.5872075806929227,0.40983121113414267,0.8931003849570625,0.9689073141841872,0.8922120225051822,0.522357121705656,0.9715724015398283,0.3473497186852236,0.8803671898134439,0.8702990820254664,0.8945809890435298,0.8649689073141842
ENSPCOT00000042203,0.9780870595202843,1.0,0.892804264139769,0.5883920639620965,0.40479715724015397,0.892804264139769,0.9686111933668937,0.8919159016878887,0.5235416049748297,0.9709801599052413,0.3429079064258218,0.8800710689961504,0.8916197808705952,0.8942848682262363,0.8646727864968907
ENSSHAT00000008190,0.8931003849570625,0.892804264139769,1.0,0.5898726680485639,0.4104234527687296,0.9594314480307966,0.9019840094758661,0.9991116375481196,0.5259105715131773,0.9049452176488008,0.351495410127332,0.9464021320698845,0.9348534201954397,0.9632810186556114,0.9304116079360379
ENSEBUT00000012573,0.5872075806929227,0.5883920639620965,0.5898726680485639,1.0,0.7349718685223571,0.592537755404205,0.5963873260290199,0.5889843055966835,0.9102753923600829,0.5975718092981936,0.2896061593129997,0.581581285164347,0.5741782647320106,0.5934261178560852,0.5691442108380219
ENSEBUT00000012616,0.40983121113414267,0.40479715724015397,0.4104234527687296,0.7349718685223571,1.0,0.4130885401243707,0.4122001776724904,0.4095350903168493,0.8246964761622743,0.41427302339354455,0.3183298785904649,0.41575362748001177,0.40835060704767545,0.4130885401243707,0.43263251406573877
ENSPCIT00000049960,0.8931003849570625,0.892804264139769,0.9594314480307966,0.592537755404205,0.4130885401243707,1.0,0.9002072845721054,0.9585430855789162,0.5279834172342316,0.9049452176488008,0.35327213503109267,0.9866745632217945,0.9751258513473497,0.9789754219721647,0.9697956766360675
ENSPSMT00000000890,0.9689073141841872,0.9686111933668937,0.9019840094758661,0.5963873260290199,0.4122001776724904,0.9002072845721054,1.0,0.9010956470239858,0.53212910867634,0.9807521468759254,0.3511992893100385,0.8874740894284868,0.8771098608232158,0.9013917678412793,0.8723719277465206
ENSSHAT00000008189,0.8922120225051822,0.8919159016878887,0.9991116375481196,0.5889843055966835,0.4095350903168493,0.9585430855789162,0.9010956470239858,1.0,0.525022209061297,0.9040568551969204,0.3506070476754516,0.9455137696180042,0.9339650577435594,0.9623926562037312,0.9295232454841575
ENSEBUT00000012548,0.522357121705656,0.5235416049748297,0.5259105715131773,0.9102753923600829,0.8246964761622743,0.5279834172342316,0.53212910867634,0.525022209061297,1.0,0.5333135919455138,0.22416345869114596,0.5170269469943737,0.5096239265620374,0.528871779686112,0.5045898726680486
ENSMICT00000052795,0.9715724015398283,0.9709801599052413,0.9049452176488008,0.5975718092981936,0.41427302339354455,0.9049452176488008,0.9807521468759254,0.9040568551969204,0.5333135919455138,1.0,0.3511992893100385,0.8922120225051822,0.8815516730826177,0.9061297009179745,0.8768137400059224
ENSPMAT00000000225,0.3473497186852236,0.3429079064258218,0.351495410127332,0.2896061593129997,0.3183298785904649,0.35327213503109267,0.3511992893100385,0.3506070476754516,0.22416345869114596,0.3511992893100385,1.0,0.35593722238673386,0.3488303227716909,0.35179153094462534,0.37281610897246076
ENSPCIT00000049952,0.8803671898134439,0.8800710689961504,0.9464021320698845,0.581581285164347,0.41575362748001177,0.9866745632217945,0.8874740894284868,0.9455137696180042,0.5170269469943737,0.8922120225051822,0.35593722238673386,1.0,0.9884512881255553,0.9656499851939592,0.983121113414273
ENSPCIT00000049956,0.8702990820254664,0.8916197808705952,0.9348534201954397,0.5741782647320106,0.40835060704767545,0.9751258513473497,0.8771098608232158,0.9339650577435594,0.5096239265620374,0.8815516730826177,0.3488303227716909,0.9884512881255553,1.0,0.9541012733195143,0.9715724015398283
ENSVURT00010036086,0.8945809890435298,0.8942848682262363,0.9632810186556114,0.5934261178560852,0.4130885401243707,0.9789754219721647,0.9013917678412793,0.9623926562037312,0.528871779686112,0.9061297009179745,0.35179153094462534,0.9656499851939592,0.9541012733195143,1.0,0.9487710986082322
ENSPCIT00000049959,0.8649689073141842,0.8646727864968907,0.9304116079360379,0.5691442108380219,0.43263251406573877,0.9697956766360675,0.8723719277465206,0.9295232454841575,0.5045898726680486,0.8768137400059224,0.37281610897246076,0.983121113414273,0.9715724015398283,0.9487710986082322,1.0
