,ENSRROT00000050268,ENSPPAT00000050006,ENSPANT00000015073,ENSLAFT00000016006,ENSPPYT00000033846,ENSPCIT00000023503,ENSTGET00000028900,ENSPTRT00000111015,ENSCATT00000026734,ENSMODT00000064571,ENSGGOT00000030068,ENSPPAT00000050003,ENSSHAT00000014406,ENST00000344330,ENST00000400377,ENSVURT00010004702,ENSRBIT00000062548,ENSCATT00000026698,ENST00000400379,ENST00000623795,ENSPANT00000049896,ENSPCIT00000064645,ENST00000623960,ENSMODT00000042628,ENSMMUT00000054194,ENSMNET00000034686,ENSTGET00000028894,ENSRBIT00000062551,ENST00000407780,ENSPCIT00000056567,ENSPTRT00000063935,ENSNLET00000060081,ENST00000620481,ENST00000612610,ENSNLET00000049296,ENSGGOT00000057825,ENSNLET00000051095,ENSCSAT00000005927,ENSRBIT00000062550
ENSRROT00000050268,1.0,0.7384146341463415,0.9359756097560976,0.675609756097561,0.9689024390243902,0.6932926829268292,0.7591463414634146,0.7987804878048781,0.7609756097560976,0.6804878048780488,0.748780487804878,0.9060975609756098,0.6871951219512196,0.8920731707317073,0.748780487804878,0.6871951219512196,0.948780487804878,0.9353658536585366,0.5920731707317073,0.748780487804878,0.7609756097560976,0.7060975609756097,0.9176829268292683,0.6884146341463414,0.9347560975609757,0.9359756097560976,0.9347560975609757,0.7676829268292683,0.9176829268292683,0.7298780487804878,0.824390243902439,0.9146341463414634,0.723170731707317,0.8920731707317073,0.7439024390243902,0.9158536585365854,0.8884146341463415,0.9359756097560976,0.927439024390244
ENSPPAT00000050006,0.7384146341463415,1.0,0.7548780487804878,0.5164634146341464,0.749390243902439,0.6085365853658536,0.9670731707317073,0.6475609756097561,0.9689024390243902,0.598170731707317,0.9829268292682927,0.7859756097560976,0.598780487804878,0.7451219512195122,0.9853658536585366,0.6060975609756097,0.7548780487804878,0.7548780487804878,0.44512195121951215,0.9853658536585366,0.9689024390243902,0.5664634146341463,0.7713414634146342,0.5975609756097561,0.7548780487804878,0.7554878048780488,0.7530487804878049,0.9689024390243902,0.7713414634146342,0.5896341463414634,0.6737804878048781,0.7573170731707317,0.9591463414634146,0.7451219512195122,0.9713414634146341,0.7689024390243903,0.7317073170731707,0.7518292682926829,0.7475609756097561
ENSPANT00000015073,0.9359756097560976,0.7548780487804878,1.0,0.6640243902439025,0.9219512195121952,0.7152439024390244,0.7829268292682927,0.8463414634146341,0.7823170731707317,0.698170731707317,0.7646341463414634,0.9554878048780487,0.7079268292682926,0.9420731707317073,0.7652439024390244,0.7079268292682926,0.9841463414634146,0.9932926829268293,0.6420731707317073,0.7652439024390244,0.7859756097560976,0.6689024390243903,0.9676829268292683,0.7054878048780487,0.9926829268292683,0.9939024390243902,0.9951219512195122,0.7780487804878049,0.9676829268292683,0.6926829268292682,0.8719512195121951,0.9634146341463414,0.7396341463414634,0.9420731707317073,0.7615853658536585,0.9646341463414634,0.9371951219512196,0.9853658536585366,0.9634146341463414
ENSLAFT00000016006,0.675609756097561,0.5164634146341464,0.6640243902439025,1.0,0.6817073170731708,0.5652439024390243,0.5121951219512195,0.7567073170731707,0.5146341463414634,0.5957317073170731,0.5140243902439025,0.6707317073170732,0.5695121951219512,0.6567073170731708,0.5146341463414634,0.5664634146341463,0.6634146341463415,0.6670731707317074,0.3567073170731707,0.5146341463414634,0.5115853658536585,0.5762195121951219,0.6695121951219513,0.573780487804878,0.6670731707317074,0.6646341463414634,0.6652439024390244,0.5109756097560976,0.6695121951219513,0.5890243902439024,0.7695121951219512,0.6719512195121952,0.5018292682926829,0.6567073170731708,0.5170731707317073,0.6689024390243903,0.6591463414634147,0.6652439024390244,0.6853658536585366
ENSPPYT00000033846,0.9689024390243902,0.749390243902439,0.9219512195121952,0.6817073170731708,1.0,0.6932926829268292,0.748780487804878,0.8146341463414634,0.749390243902439,0.6835365853658537,0.7603658536585366,0.925609756097561,0.6902439024390243,0.9121951219512195,0.7597560975609756,0.6871951219512196,0.9189024390243903,0.9201219512195122,0.6121951219512195,0.7597560975609756,0.750609756097561,0.7060975609756097,0.9378048780487804,0.6920731707317073,0.9213414634146342,0.9207317073170732,0.9207317073170732,0.748780487804878,0.9378048780487804,0.7298780487804878,0.8402439024390244,0.9335365853658537,0.7341463414634146,0.9121951219512195,0.7554878048780488,0.9365853658536586,0.9073170731707317,0.9195121951219513,0.8981707317073171
ENSPCIT00000023503,0.6932926829268292,0.6085365853658536,0.7152439024390244,0.5652439024390243,0.6932926829268292,1.0,0.6134146341463415,0.650609756097561,0.6128048780487805,0.8621951219512195,0.6170731707317073,0.7109756097560975,0.9140243902439025,0.6963414634146341,0.6170731707317073,0.9786585365853658,0.7176829268292683,0.7146341463414634,0.39634146341463417,0.6170731707317073,0.6140243902439024,0.9371951219512196,0.7195121951219512,0.8792682926829268,0.7146341463414634,0.7152439024390244,0.7140243902439024,0.6158536585365854,0.7195121951219512,0.9634146341463414,0.6737804878048781,0.7121951219512195,0.5939024390243902,0.6963414634146341,0.6097560975609756,0.7195121951219512,0.6884146341463414,0.7219512195121951,0.7079268292682926
ENSTGET00000028900,0.7591463414634146,0.9670731707317073,0.7829268292682927,0.5121951219512195,0.748780487804878,0.6134146341463415,1.0,0.6451219512195122,0.9945121951219512,0.5902439024390244,0.9768292682926829,0.7530487804878049,0.6042682926829268,0.7378048780487805,0.9774390243902439,0.6091463414634146,0.776219512195122,0.7804878048780488,0.43780487804878043,0.9774390243902439,0.9969512195121951,0.5713414634146341,0.7634146341463415,0.5975609756097561,0.7786585365853659,0.7810975609756098,0.7859756097560976,0.9902439024390244,0.7634146341463415,0.5951219512195122,0.6707317073170732,0.7609756097560976,0.9518292682926829,0.7378048780487805,0.975,0.7628048780487805,0.7347560975609756,0.776219512195122,0.7554878048780488
ENSPTRT00000111015,0.7987804878048781,0.6475609756097561,0.8463414634146341,0.7567073170731707,0.8146341463414634,0.650609756097561,0.6451219512195122,1.0,0.6463414634146342,0.6402439024390244,0.6548780487804878,0.8603658536585366,0.651829268292683,0.8926829268292683,0.6554878048780488,0.6481707317073171,0.8463414634146341,0.8463414634146341,0.5542682926829269,0.6554878048780488,0.6457317073170732,0.6146341463414634,0.8670731707317073,0.6487804878048781,0.8469512195121951,0.8463414634146341,0.8475609756097561,0.6475609756097561,0.8670731707317073,0.6274390243902439,0.973780487804878,0.8579268292682927,0.6810975609756098,0.8926829268292683,0.651219512195122,0.8658536585365854,0.8829268292682927,0.848170731707317,0.8268292682926829
ENSCATT00000026734,0.7609756097560976,0.9689024390243902,0.7823170731707317,0.5146341463414634,0.749390243902439,0.6128048780487805,0.9945121951219512,0.6463414634146342,1.0,0.5890243902439024,0.9774390243902439,0.7548780487804878,0.6018292682926829,0.7384146341463415,0.9780487804878049,0.6073170731707317,0.7780487804878049,0.7859756097560976,0.4384146341463415,0.9780487804878049,0.9963414634146341,0.5707317073170731,0.7640243902439025,0.5963414634146341,0.7810975609756098,0.7829268292682927,0.7804878048780488,0.9920731707317073,0.7640243902439025,0.5945121951219512,0.6719512195121952,0.7615853658536585,0.9524390243902439,0.7384146341463415,0.975609756097561,0.7634146341463415,0.7353658536585366,0.776219512195122,0.7573170731707317
ENSMODT00000064571,0.6804878048780488,0.598170731707317,0.698170731707317,0.5957317073170731,0.6835365853658537,0.8621951219512195,0.5902439024390244,0.6402439024390244,0.5890243902439024,1.0,0.5914634146341463,0.7091463414634146,0.8512195121951219,0.6817073170731708,0.5945121951219512,0.8628048780487805,0.7,0.698170731707317,0.38170731707317074,0.5945121951219512,0.5896341463414634,0.8079268292682927,0.7054878048780487,0.9780487804878049,0.7,0.7012195121951219,0.699390243902439,0.5902439024390244,0.7054878048780487,0.8323170731707317,0.6640243902439025,0.7,0.5707317073170731,0.6817073170731708,0.5890243902439024,0.7030487804878048,0.676829268292683,0.7030487804878048,0.7219512195121951
