,ENSPTRT00000097228,ENSLAFT00000029788,ENSMNET00000012936,ENSOGAT00000031929,ENSPANT00000023232,ENSPPYT00000007024,ENSCSAT00000019660,ENSETET00000017679,ENSMICT00000030940,ENSPTET00000048325,ENSCATT00000009658,ENSPSMT00000038572,ENSMFAT00000019429,ENSTGET00000029248,ENST00000599174,ENSPPAT00000014920,ENSNLET00000038024,ENSMMUT00000098607
ENSPTRT00000097228,1.0,0.744572591587517,0.9701492537313433,0.9182496607869742,0.9718453188602443,0.9782903663500678,0.973202170963365,0.8904341926729986,0.8147896879240163,0.9701492537313433,0.9718453188602443,0.926729986431479,0.9399592944369064,0.9687924016282226,0.9915196743554953,0.7272727272727273,0.9793080054274084,0.9708276797829036
ENSLAFT00000029788,0.744572591587517,1.0,0.7435549525101763,0.746268656716418,0.7418588873812755,0.7449118046132972,0.7466078697421981,0.7510176390773405,0.6417910447761194,0.7425373134328358,0.7425373134328358,0.7506784260515604,0.7615332428765265,0.7394843962008141,0.7432157394843962,0.7221845318860244,0.7493215739484396,0.7425373134328358
ENSMNET00000012936,0.9701492537313433,0.7435549525101763,1.0,0.919606512890095,0.9925373134328358,0.9735413839891451,0.987449118046133,0.8900949796472184,0.8202170963364993,0.9816824966078698,0.9932157394843962,0.9318181818181818,0.9609905020352781,0.9898236092265943,0.9725237449118046,0.7147218453188603,0.9755766621438263,0.9955902306648575
ENSOGAT00000031929,0.9182496607869742,0.746268656716418,0.919606512890095,1.0,0.919606512890095,0.9189280868385346,0.9202849389416553,0.8887381275440976,0.828697421981004,0.9168928086838535,0.9189280868385346,0.937584803256445,0.898236092265943,0.9175712347354138,0.9185888738127544,0.6811397557666214,0.9229986431478969,0.9199457259158752
ENSPANT00000023232,0.9718453188602443,0.7418588873812755,0.9925373134328358,0.919606512890095,1.0,0.9748982360922659,0.9871099050203528,0.8894165535956581,0.8198778833107191,0.9854138398914518,0.994572591587517,0.9314789687924017,0.9572591587516961,0.9949118046132972,0.9745590230664858,0.7154002713704206,0.9772727272727273,0.9935549525101763
ENSPPYT00000007024,0.9782903663500678,0.7449118046132972,0.9735413839891451,0.9189280868385346,0.9748982360922659,1.0,0.9759158751696065,0.8907734056987788,0.8185210312075983,0.9755766621438263,0.9748982360922659,0.9311397557666214,0.9399592944369064,0.9721845318860244,0.9799864314789688,0.7204884667571235,0.9840569877883311,0.9738805970149254
ENSCSAT00000019660,0.973202170963365,0.7466078697421981,0.987449118046133,0.9202849389416553,0.9871099050203528,0.9759158751696065,1.0,0.8924694708276798,0.8212347354138398,0.9854138398914518,0.9881275440976933,0.9335142469470827,0.9545454545454546,0.9850746268656716,0.9738805970149254,0.7164179104477612,0.978629579375848,0.9864314789687924
ENSETET00000017679,0.8904341926729986,0.7510176390773405,0.8900949796472184,0.8887381275440976,0.8894165535956581,0.8907734056987788,0.8924694708276798,1.0,0.7907055630936228,0.8890773405698779,0.8894165535956581,0.8992537313432836,0.8751696065128901,0.8870420624151968,0.8917910447761194,0.6638398914518318,0.8958616010854816,0.8887381275440976
ENSMICT00000030940,0.8147896879240163,0.6417910447761194,0.8202170963364993,0.828697421981004,0.8198778833107191,0.8185210312075983,0.8212347354138398,0.7907055630936228,1.0,0.8181818181818182,0.819538670284939,0.8548168249660787,0.7968113975576662,0.8171641791044776,0.8175033921302578,0.576662143826323,0.823270013568521,0.8188602442333786
ENSPTET00000048325,0.9701492537313433,0.7425373134328358,0.9816824966078698,0.9168928086838535,0.9854138398914518,0.9755766621438263,0.9854138398914518,0.8890773405698779,0.8181818181818182,1.0,0.9837177747625508,0.9301221166892809,0.9477611940298507,0.9830393487109905,0.9728629579375848,0.7150610583446404,0.9772727272727273,0.9827001356852103
ENSCATT00000009658,0.9718453188602443,0.7425373134328358,0.9932157394843962,0.9189280868385346,0.994572591587517,0.9748982360922659,0.9881275440976933,0.8894165535956581,0.819538670284939,0.9837177747625508,1.0,0.9318181818181818,0.9575983717774763,0.9925373134328358,0.9742198100407056,0.7157394843962008,0.9772727272727273,0.9942333785617368
ENSPSMT00000038572,0.926729986431479,0.7506784260515604,0.9318181818181818,0.937584803256445,0.9314789687924017,0.9311397557666214,0.9335142469470827,0.8992537313432836,0.8548168249660787,0.9301221166892809,0.9318181818181818,1.0,0.9090909090909091,0.9287652645861602,0.9297829036635007,0.6855495251017639,0.9341926729986432,0.930461329715061
ENSMFAT00000019429,0.9399592944369064,0.7615332428765265,0.9609905020352781,0.898236092265943,0.9572591587516961,0.9399592944369064,0.9545454545454546,0.8751696065128901,0.7968113975576662,0.9477611940298507,0.9575983717774763,0.9090909090909091,1.0,0.9548846675712347,0.9389416553595658,0.7038670284938942,0.9443690637720489,0.9609905020352781
ENSTGET00000029248,0.9687924016282226,0.7394843962008141,0.9898236092265943,0.9175712347354138,0.9949118046132972,0.9721845318860244,0.9850746268656716,0.8870420624151968,0.8171641791044776,0.9830393487109905,0.9925373134328358,0.9287652645861602,0.9548846675712347,1.0,0.9715061058344641,0.7123473541383989,0.9745590230664858,0.9908412483039348
ENST00000599174,0.9915196743554953,0.7432157394843962,0.9725237449118046,0.9185888738127544,0.9745590230664858,0.9799864314789688,0.9738805970149254,0.8917910447761194,0.8175033921302578,0.9728629579375848,0.9742198100407056,0.9297829036635007,0.9389416553595658,0.9715061058344641,1.0,0.7252374491180461,0.9813432835820896,0.973202170963365
ENSPPAT00000014920,0.7272727272727273,0.7221845318860244,0.7147218453188603,0.6811397557666214,0.7154002713704206,0.7204884667571235,0.7164179104477612,0.6638398914518318,0.576662143826323,0.7150610583446404,0.7157394843962008,0.6855495251017639,0.7038670284938942,0.7123473541383989,0.7252374491180461,1.0,0.7208276797829036,0.7150610583446404
ENSNLET00000038024,0.9793080054274084,0.7493215739484396,0.9755766621438263,0.9229986431478969,0.9772727272727273,0.9840569877883311,0.978629579375848,0.8958616010854816,0.823270013568521,0.9772727272727273,0.9772727272727273,0.9341926729986432,0.9443690637720489,0.9745590230664858,0.9813432835820896,0.7208276797829036,1.0,0.9762550881953868
ENSMMUT00000098607,0.9708276797829036,0.7425373134328358,0.9955902306648575,0.9199457259158752,0.9935549525101763,0.9738805970149254,0.9864314789687924,0.8887381275440976,0.8188602442333786,0.9827001356852103,0.9942333785617368,0.930461329715061,0.9609905020352781,0.9908412483039348,0.973202170963365,0.7150610583446404,0.9762550881953868,1.0
