	ENSANAT00000042114	ENSCJAT00000074036	ENSGGOT00000046065	ENSTSYT00000040876	ENSCCAT00000037365	ENSCATT00000024946	ENSPPAT00000022428	ENSMLET00000043525	ENSMFAT00000021304	ENSPSMT00000026552	ENSPANT00000052620	ENSNLET00000037590	ENST00000641918	ENSRROT00000054624	ENSPTRT00000095061
ENSANAT00000042114	1.0	0.8192567567567568	0.9577702702702704	0.7567567567567568	0.9037162162162162	0.7989864864864865	0.7837837837837838	0.643581081081081	0.8682432432432432	0.7652027027027027	0.8412162162162162	0.7939189189189191	0.8040540540540541	0.8868243243243243	0.785472972972973
ENSCJAT00000074036	0.8192567567567568	1.0	0.7905405405405406	0.5996621621621622	0.7415540540540541	0.9155405405405406	0.910472972972973	0.6266891891891891	0.8969594594594594	0.9003378378378378	0.8631756756756757	0.9172297297297296	0.9341216216216216	0.8834459459459459	0.9121621621621622
ENSGGOT00000046065	0.9577702702702704	0.7905405405405406	1.0	0.7702702702702703	0.902027027027027	0.8091216216216216	0.8192567567567568	0.652027027027027	0.8800675675675675	0.7871621621621622	0.8412162162162162	0.8260135135135135	0.8327702702702703	0.8952702702702703	0.8209459459459459
ENSTSYT00000040876	0.7567567567567568	0.5996621621621622	0.7702702702702703	1.0	0.7297297297297297	0.6097972972972973	0.6013513513513513	0.5912162162162162	0.6706081081081081	0.6081081081081081	0.7060810810810809	0.6047297297297297	0.6266891891891891	0.6858108108108109	0.6030405405405406
ENSCCAT00000037365	0.9037162162162162	0.7415540540540541	0.902027027027027	0.7297297297297297	1.0	0.7466216216216216	0.7331081081081081	0.6199324324324325	0.8175675675675675	0.7162162162162162	0.7871621621621622	0.7381756756756757	0.7516891891891891	0.8361486486486487	0.7347972972972973
ENSCATT00000024946	0.7989864864864865	0.9155405405405406	0.8091216216216216	0.6097972972972973	0.7466216216216216	1.0	0.9239864864864864	0.6554054054054054	0.9121621621621622	0.8935810810810809	0.875	0.9341216216216216	0.9425675675675677	0.8885135135135135	0.9256756756756755
ENSPPAT00000022428	0.7837837837837838	0.910472972972973	0.8192567567567568	0.6013513513513513	0.7331081081081081	0.9239864864864864	1.0	0.6283783783783784	0.8969594594594594	0.8986486486486487	0.8631756756756757	0.9847972972972971	0.9527027027027029	0.8800675675675675	0.9966216216216216
ENSMLET00000043525	0.643581081081081	0.6266891891891891	0.652027027027027	0.5912162162162162	0.6199324324324325	0.6554054054054054	0.6283783783783784	1.0	0.6655405405405406	0.6148648648648649	0.6418918918918919	0.6317567567567568	0.6452702702702703	0.6570945945945946	0.6300675675675675
ENSMFAT00000021304	0.8682432432432432	0.8969594594594594	0.8800675675675675	0.6706081081081081	0.8175675675675675	0.9121621621621622	0.8969594594594594	0.6655405405405406	1.0	0.8699324324324325	0.9493243243243245	0.9070945945945946	0.920608108108108	0.9662162162162162	0.8986486486486487
ENSPSMT00000026552	0.7652027027027027	0.9003378378378378	0.7871621621621622	0.6081081081081081	0.7162162162162162	0.8935810810810809	0.8986486486486487	0.6148648648648649	0.8699324324324325	1.0	0.8293918918918919	0.9070945945945946	0.9172297297297296	0.8429054054054054	0.9003378378378378
ENSPANT00000052620	0.8412162162162162	0.8631756756756757	0.8412162162162162	0.7060810810810809	0.7871621621621622	0.875	0.8631756756756757	0.6418918918918919	0.9493243243243245	0.8293918918918919	1.0	0.8699324324324325	0.8817567567567568	0.9273648648648648	0.8648648648648649
ENSNLET00000037590	0.7939189189189191	0.9172297297297296	0.8260135135135135	0.6047297297297297	0.7381756756756757	0.9341216216216216	0.9847972972972971	0.6317567567567568	0.9070945945945946	0.9070945945945946	0.8699324324324325	1.0	0.9594594594594594	0.8868243243243243	0.9847972972972971
ENST00000641918	0.8040540540540541	0.9341216216216216	0.8327702702702703	0.6266891891891891	0.7516891891891891	0.9425675675675677	0.9527027027027029	0.6452702702702703	0.920608108108108	0.9172297297297296	0.8817567567567568	0.9594594594594594	1.0	0.9003378378378378	0.9510135135135136
ENSRROT00000054624	0.8868243243243243	0.8834459459459459	0.8952702702702703	0.6858108108108109	0.8361486486486487	0.8885135135135135	0.8800675675675675	0.6570945945945946	0.9662162162162162	0.8429054054054054	0.9273648648648648	0.8868243243243243	0.9003378378378378	1.0	0.8817567567567568
ENSPTRT00000095061	0.785472972972973	0.9121621621621622	0.8209459459459459	0.6030405405405406	0.7347972972972973	0.9256756756756755	0.9966216216216216	0.6300675675675675	0.8986486486486487	0.9003378378378378	0.8648648648648649	0.9847972972972971	0.9510135135135136	0.8817567567567568	1.0
