	ENSAMXT00000015741	ENSEEET00000011207	ENSIPUT00000023072	ENSDCDT00000070020	ENSCHAT00000051226	ENSCHAT00000051195	ENSEEET00000011210	ENSIPUT00000023034	ENSCHAT00000051173	ENSCHAT00000051233	ENSDCDT00000070008	ENSDCDT00000070012	ENSCHAT00000051212	ENSDCDT00000070019	ENSDCDT00000070018
ENSAMXT00000015741	1.0	0.8397204145577247	0.8295974933718968	0.7666907688599662	0.765003615328995	0.7693420101229211	0.8141720896601591	0.8479151602795855	0.7929621595565196	0.7001687153530971	0.7478910580862859	0.7845263919016631	0.7580139792721138	0.7760906242468064	0.7630754398650277
ENSEEET00000011207	0.8397204145577247	1.0	0.8257411424439624	0.7551217160761629	0.7640395275970113	0.7669317907929621	0.9638467100506146	0.8428536996866715	0.7907929621595565	0.6992046276211136	0.7454808387563269	0.7816341287057122	0.7570498915401301	0.7637985056640154	0.7575319354061221
ENSIPUT00000023072	0.8295974933718968	0.8257411424439624	1.0	0.7360809833694866	0.7389732465654375	0.7493371896842612	0.7965774885514582	0.9775849602313812	0.7744034707158352	0.6767895878524945	0.7266811279826464	0.7618703302000482	0.7382501807664498	0.7449987948903349	0.7351168956375029
ENSDCDT00000070020	0.7666907688599662	0.7551217160761629	0.7360809833694866	1.0	0.8081465413352615	0.7910339840925524	0.7556037599421548	0.750060255483249	0.7903109182935647	0.7411424439624006	0.8881658230899012	0.9325138587611472	0.8047722342733189	0.9862617498192336	0.9190166305133768
ENSCHAT00000051226	0.765003615328995	0.7640395275970113	0.7389732465654375	0.8081465413352615	1.0	0.9775849602313812	0.7695830320559169	0.7522294528802121	0.93058568329718	0.8876837792239094	0.7570498915401301	0.7934442034225114	0.9638467100506146	0.8182694625210895	0.8083875632682574
ENSCHAT00000051195	0.7693420101229211	0.7669317907929621	0.7493371896842612	0.7910339840925524	0.9775849602313812	1.0	0.7616293082670523	0.7625933959990359	0.948180284405881	0.8652687394552905	0.7630754398650277	0.7994697517474091	0.9862617498192336	0.8011569052783803	0.814413111593155
ENSEEET00000011210	0.8141720896601591	0.9638467100506146	0.7965774885514582	0.7556037599421548	0.7695830320559169	0.7616293082670523	1.0	0.8136900457941673	0.765003615328995	0.7047481320800193	0.7204145577247529	0.7565678476741383	0.7517474090142203	0.7642805495300072	0.7522294528802121
ENSIPUT00000023034	0.8479151602795855	0.8428536996866715	0.9775849602313812	0.750060255483249	0.7522294528802121	0.7625933959990359	0.8136900457941673	1.0	0.7876596770306098	0.6900457941672692	0.7411424439624006	0.7758496023138105	0.7515063870812244	0.7589780670040974	0.7490961677512654
ENSCHAT00000051173	0.7929621595565196	0.7907929621595565	0.7744034707158352	0.7903109182935647	0.93058568329718	0.948180284405881	0.765003615328995	0.7876596770306098	1.0	0.8500843576765486	0.7862135454326343	0.8226078573150156	0.9344420342251144	0.8004338394793926	0.7975415762834418
ENSCHAT00000051233	0.7001687153530971	0.6992046276211136	0.6767895878524945	0.7411424439624006	0.8876837792239094	0.8652687394552905	0.7047481320800193	0.6900457941672692	0.8500843576765486	1.0	0.6900457941672692	0.7264401060496505	0.851530489274524	0.7512653651482285	0.7194504699927693
ENSDCDT00000070008	0.7478910580862859	0.7454808387563269	0.7266811279826464	0.8881658230899012	0.7570498915401301	0.7630754398650277	0.7204145577247529	0.7411424439624006	0.7862135454326343	0.6900457941672692	1.0	0.955651964328754	0.7529525186791998	0.9019040732706676	0.9088937093275488
ENSDCDT00000070012	0.7845263919016631	0.7816341287057122	0.7618703302000482	0.9325138587611472	0.7934442034225114	0.7994697517474091	0.7565678476741383	0.7758496023138105	0.8226078573150156	0.7264401060496505	0.955651964328754	1.0	0.7893468305615811	0.9462521089419136	0.9532417449987948
ENSCHAT00000051212	0.7580139792721138	0.7570498915401301	0.7382501807664498	0.8047722342733189	0.9638467100506146	0.9862617498192336	0.7517474090142203	0.7515063870812244	0.9344420342251144	0.851530489274524	0.7529525186791998	0.7893468305615811	1.0	0.7910339840925524	0.8042901904073271
ENSDCDT00000070019	0.7760906242468064	0.7637985056640154	0.7449987948903349	0.9862617498192336	0.8182694625210895	0.8011569052783803	0.7642805495300072	0.7589780670040974	0.8004338394793926	0.7512653651482285	0.9019040732706676	0.9462521089419136	0.7910339840925524	1.0	0.9327548806941433
ENSDCDT00000070018	0.7630754398650277	0.7575319354061221	0.7351168956375029	0.9190166305133768	0.8083875632682574	0.814413111593155	0.7522294528802121	0.7490961677512654	0.7975415762834418	0.7194504699927693	0.9088937093275488	0.9532417449987948	0.8042901904073271	0.9327548806941433	1.0
