,ENSPCIT00000042991,ENSPCIT00000053713,ENSMODT00000009896,ENSMFAT00000027274,ENSMLET00000046113,ENSMODT00000042915,ENSCATT00000054045,ENSRROT00000029382,ENSSHAT00000013765,ENSCSAT00000002599,ENSPANT00000004833,ENSMNET00000043371,ENSPTET00000045627,ENSMMUT00000011972,ENSMEUT00000006501,ENSRBIT00000040472,ENSTGET00000042553,ENSVURT00010027743
ENSPCIT00000042991,1.0,0.9129662522202486,0.9329484902309059,0.83348134991119,0.8317051509769094,0.8494671403197158,0.8299289520426287,0.8312611012433393,0.9182948490230906,0.7650976909413855,0.8303730017761989,0.8330373001776199,0.8290408525754884,0.83348134991119,0.3818827708703374,0.8312611012433393,0.8290408525754884,0.9591474245115453
ENSPCIT00000053713,0.9129662522202486,1.0,0.8507992895204263,0.7606571936056838,0.7593250444049734,0.8867673179396093,0.7571047957371225,0.7584369449378331,0.8343694493783304,0.6918294849023091,0.7579928952042628,0.7602131438721137,0.7562166962699822,0.7606571936056838,0.29751332149200715,0.7584369449378331,0.7566607460035524,0.8743339253996447
ENSMODT00000009896,0.9329484902309059,0.8507992895204263,1.0,0.8219360568383659,0.8201598579040853,0.9116341030195382,0.8183836589698046,0.8192717584369449,0.9045293072824157,0.7548845470692718,0.8188277087033747,0.8206039076376554,0.8170515097690941,0.8219360568383659,0.36856127886323264,0.8192717584369449,0.8174955595026643,0.9200710479573713
ENSMFAT00000027274,0.83348134991119,0.7606571936056838,0.8219360568383659,1.0,0.9960035523978685,0.7486678507992895,0.9928952042628775,0.9946714031971581,0.8095026642984015,0.8974245115452931,0.9942273534635879,0.9973357015985791,0.9920071047957372,1.0,0.3285968028419183,0.9946714031971581,0.9933392539964476,0.8214920071047958
ENSMLET00000046113,0.8317051509769094,0.7593250444049734,0.8201598579040853,0.9960035523978685,1.0,0.7473357015985791,0.9968916518650088,0.9942273534635879,0.8077264653641207,0.8952042628774423,0.9973357015985791,0.9942273534635879,0.9915630550621669,0.9960035523978685,0.3281527531083481,0.9942273534635879,0.9964476021314387,0.8197158081705151
ENSMODT00000042915,0.8494671403197158,0.8867673179396093,0.9116341030195382,0.7486678507992895,0.7473357015985791,1.0,0.7460035523978685,0.7460035523978685,0.8206039076376554,0.6820603907637656,0.7460035523978685,0.7473357015985791,0.7437833037300178,0.7486678507992895,0.2841918294849023,0.7460035523978685,0.7446714031971581,0.8352575488454707
ENSCATT00000054045,0.8299289520426287,0.7571047957371225,0.8183836589698046,0.9928952042628775,0.9968916518650088,0.7460035523978685,1.0,0.9920071047957372,0.8059502664298401,0.8920959147424512,0.9951154529307282,0.9920071047957372,0.9893428063943162,0.9928952042628775,0.3281527531083481,0.9920071047957372,0.9942273534635879,0.8179396092362344
ENSRROT00000029382,0.8312611012433393,0.7584369449378331,0.8192717584369449,0.9946714031971581,0.9942273534635879,0.7460035523978685,0.9920071047957372,1.0,0.8072824156305506,0.894316163410302,0.9933392539964476,0.9937833037300178,0.9928952042628775,0.9946714031971581,0.327708703374778,1.0,0.9924511545293073,0.8188277087033747
ENSSHAT00000013765,0.9182948490230906,0.8343694493783304,0.9045293072824157,0.8095026642984015,0.8077264653641207,0.8206039076376554,0.8059502664298401,0.8072824156305506,1.0,0.7375666074600356,0.8063943161634103,0.8090586145648313,0.8050621669626998,0.8095026642984015,0.34191829484902314,0.8072824156305506,0.80550621669627,0.9107460035523979
ENSCSAT00000002599,0.7650976909413855,0.6918294849023091,0.7548845470692718,0.8974245115452931,0.8952042628774423,0.6820603907637656,0.8920959147424512,0.894316163410302,0.7375666074600356,1.0,0.8947602131438721,0.8956483126110124,0.8925399644760214,0.8974245115452931,0.25488454706927177,0.894316163410302,0.8929840142095915,0.75
