,ENSCSAVT00000004012,ENSCSAVT00000004011,ENSCINT00000024898,ENSEEET00000050899,ENSCSAVT00000017634,ENSCHAT00000032120,ENSPKIT00000007065,ENSAMXT00000002123,ENSIPUT00000018117,ENSPKIT00000010778,ENSSFOT00015018148,ENSSFOT00015018134,ENSSFOT00015019182,ENSDCDT00000039946,ENSDCDT00000039945,ENSCINT00000028767
ENSCSAVT00000004012,1.0,0.9923866269447202,0.9586229725256538,0.886957960940086,0.922211188348229,0.889937106918239,0.8944058258854684,0.8879510095994704,0.887785501489573,0.8914266799073155,0.8945713339953658,0.8945713339953658,0.8915921880172128,0.8908474015226746,0.8893578285335981,0.9289142667990732
ENSCSAVT00000004011,0.9923866269447202,1.0,0.9603608076795763,0.8857166501158557,0.9202250910294605,0.8887785501489573,0.8925024826216484,0.8839788149619331,0.8861304203905992,0.8903508771929824,0.8928334988414433,0.8928334988414433,0.8882820258192652,0.8894405825885469,0.8879510095994704,0.9306521019529957
ENSCINT00000024898,0.9586229725256538,0.9603608076795763,1.0,0.8801721284342933,0.9161701423369745,0.8841443230718306,0.8881992717643165,0.8790963257199603,0.8821582257530619,0.8848891095663688,0.8879510095994704,0.8879510095994704,0.8833167825223436,0.8853028798411122,0.8838133068520357,0.9251075802714332
ENSEEET00000050899,0.886957960940086,0.8857166501158557,0.8801721284342933,1.0,0.9053293611386958,0.9644157563720622,0.9509268454154254,0.9707050645481629,0.9737669645812644,0.9616848725587553,0.9590367428003972,0.9590367428003972,0.9611883482290632,0.9614366103939093,0.963670969877524,0.8744620986428335
ENSCSAVT00000017634,0.922211188348229,0.9202250910294605,0.9161701423369745,0.9053293611386958,1.0,0.9075637206223105,0.911453161204899,0.9043363124793115,0.906074147633234,0.9083085071168487,0.9112876530950017,0.9112876530950017,0.9083912611717975,0.9093843098311817,0.9078947368421053,0.9307348560079444
ENSCHAT00000032120,0.889937106918239,0.8887785501489573,0.8841443230718306,0.9644157563720622,0.9075637206223105,1.0,0.9524991724594505,0.962595167163191,0.9634227077126779,0.9639192320423701,0.9630089374379345,0.9630089374379345,0.9640019860973188,0.9696292618338298,0.9710360807679577,0.8766137040714995
ENSPKIT00000007065,0.8944058258854684,0.8925024826216484,0.8881992717643165,0.9509268454154254,0.911453161204899,0.9524991724594505,1.0,0.949685534591195,0.9520026481297583,0.956388613042039,0.9569678914266799,0.9569678914266799,0.9541542535584243,0.9507613373055279,0.9517543859649122,0.8812479311486263
ENSAMXT00000002123,0.8879510095994704,0.8839788149619331,0.8790963257199603,0.9707050645481629,0.9043363124793115,0.962595167163191,0.949685534591195,1.0,0.9711188348229063,0.9597815292949354,0.9586229725256538,0.9586229725256538,0.9617676266137041,0.9602780536246276,0.9626779212181397,0.8757034094670639
ENSIPUT00000018117,0.887785501489573,0.8861304203905992,0.8821582257530619,0.9737669645812644,0.906074147633234,0.9634227077126779,0.9520026481297583,0.9711188348229063,1.0,0.9606090698444224,0.9605263157894737,0.9605263157894737,0.9601125455147302,0.9617676266137041,0.9627606752730884,0.8766137040714995
ENSPKIT00000010778,0.8914266799073155,0.8903508771929824,0.8848891095663688,0.9616848725587553,0.9083085071168487,0.9639192320423701,0.956388613042039,0.9597815292949354,0.9606090698444224,1.0,0.9624296590532936,0.9624296590532936,0.9711188348229063,0.9638364779874213,0.9659880834160874,0.8778550148957299
ENSSFOT00015018148,0.8945713339953658,0.8928334988414433,0.8879510095994704,0.9590367428003972,0.9112876530950017,0.9630089374379345,0.9569678914266799,0.9586229725256538,0.9605263157894737,0.9624296590532936,1.0,1.0,0.9635054617676266,0.9624296590532936,0.9609400860642171,0.8821582257530619
ENSSFOT00015018134,0.8945713339953658,0.8928334988414433,0.8879510095994704,0.9590367428003972,0.9112876530950017,0.9630089374379345,0.9569678914266799,0.9586229725256538,0.9605263157894737,0.9624296590532936,1.0,1.0,0.9635054617676266,0.9624296590532936,0.9609400860642171,0.8821582257530619
ENSSFOT00015019182,0.8915921880172128,0.8882820258192652,0.8833167825223436,0.9611883482290632,0.9083912611717975,0.9640019860973188,0.9541542535584243,0.9617676266137041,0.9601125455147302,0.9711188348229063,0.9635054617676266,0.9635054617676266,1.0,0.962595167163191,0.9648295266468057,0.8790963257199603
ENSDCDT00000039946,0.8908474015226746,0.8894405825885469,0.8853028798411122,0.9614366103939093,0.9093843098311817,0.9696292618338298,0.9507613373055279,0.9602780536246276,0.9617676266137041,0.9638364779874213,0.9624296590532936,0.9624296590532936,0.962595167163191,1.0,0.9968553459119497,0.8796756041046011
ENSDCDT00000039945,0.8893578285335981,0.8879510095994704,0.8838133068520357,0.963670969877524,0.9078947368421053,0.9710360807679577,0.9517543859649122,0.9626779212181397,0.9627606752730884,0.9659880834160874,0.9609400860642171,0.9609400860642171,0.9648295266468057,0.9968553459119497,1.0,0.8781860311155246
ENSCINT00000028767,0.9289142667990732,0.9306521019529957,0.9251075802714332,0.8744620986428335,0.9307348560079444,0.8766137040714995,0.8812479311486263,0.8757034094670639,0.8766137040714995,0.8778550148957299,0.8821582257530619,0.8821582257530619,0.8790963257199603,0.8796756041046011,0.8781860311155246,1.0
