,FBtr0077061,FBtr0333582,FBtr0333581,FBtr0077021,FBtr0077022,FBtr0112465,FBtr0076994,FBtr0076995,FBtr0076992,FBtr0076990,FBtr0076991,FBtr0077056,FBtr0077057,FBtr0077058,FBtr0077059
FBtr0077061,1.0,0.8103756708407871,0.43828264758497315,0.6994633273703041,0.8103756708407871,0.8103756708407871,0.778175313059034,0.7423971377459749,0.778175313059034,0.43828264758497315,0.8050089445438283,0.8336314847942755,0.8336314847942755,0.998211091234347,0.9964221824686941
FBtr0333582,0.8103756708407871,1.0,0.45796064400715564,0.7084078711985689,1.0,1.0,0.817531305903399,0.7531305903398927,0.817531305903399,0.45796064400715564,0.8032200357781754,0.7924865831842576,0.7960644007155635,0.8121645796064401,0.813953488372093
FBtr0333581,0.43828264758497315,0.45796064400715564,1.0,0.4025044722719142,0.45796064400715564,0.45796064400715564,0.4364937388193202,0.407871198568873,0.4364937388193202,1.0,0.44364937388193204,0.4543828264758497,0.4633273703041145,0.4364937388193202,0.4364937388193202
FBtr0077021,0.6994633273703041,0.7084078711985689,0.4025044722719142,1.0,0.7084078711985689,0.7084078711985689,0.7066189624329159,0.6940966010733453,0.7066189624329159,0.4025044722719142,0.7101967799642218,0.7101967799642218,0.6869409660107334,0.6976744186046512,0.6976744186046512
FBtr0077022,0.8103756708407871,1.0,0.45796064400715564,0.7084078711985689,1.0,1.0,0.817531305903399,0.7531305903398927,0.817531305903399,0.45796064400715564,0.8032200357781754,0.7924865831842576,0.7960644007155635,0.8121645796064401,0.813953488372093
FBtr0112465,0.8103756708407871,1.0,0.45796064400715564,0.7084078711985689,1.0,1.0,0.817531305903399,0.7531305903398927,0.817531305903399,0.45796064400715564,0.8032200357781754,0.7924865831842576,0.7960644007155635,0.8121645796064401,0.813953488372093
FBtr0076994,0.778175313059034,0.817531305903399,0.4364937388193202,0.7066189624329159,0.817531305903399,0.817531305903399,1.0,0.7531305903398927,1.0,0.4364937388193202,0.7817531305903399,0.7710196779964222,0.7978533094812165,0.7799642218246869,0.7799642218246869
FBtr0076995,0.7423971377459749,0.7531305903398927,0.407871198568873,0.6940966010733453,0.7531305903398927,0.7531305903398927,0.7531305903398927,1.0,0.7531305903398927,0.407871198568873,0.7602862254025045,0.7531305903398927,0.7459749552772809,0.7441860465116279,0.7441860465116279
FBtr0076992,0.778175313059034,0.817531305903399,0.4364937388193202,0.7066189624329159,0.817531305903399,0.817531305903399,1.0,0.7531305903398927,1.0,0.4364937388193202,0.7817531305903399,0.7710196779964222,0.7978533094812165,0.7799642218246869,0.7799642218246869
FBtr0076990,0.43828264758497315,0.45796064400715564,1.0,0.4025044722719142,0.45796064400715564,0.45796064400715564,0.4364937388193202,0.407871198568873,0.4364937388193202,1.0,0.44364937388193204,0.4543828264758497,0.4633273703041145,0.4364937388193202,0.4364937388193202
FBtr0076991,0.8050089445438283,0.8032200357781754,0.44364937388193204,0.7101967799642218,0.8032200357781754,0.8032200357781754,0.7817531305903399,0.7602862254025045,0.7817531305903399,0.44364937388193204,1.0,0.776386404293381,0.7906976744186046,0.8032200357781754,0.8050089445438283
FBtr0077056,0.8336314847942755,0.7924865831842576,0.4543828264758497,0.7101967799642218,0.7924865831842576,0.7924865831842576,0.7710196779964222,0.7531305903398927,0.7710196779964222,0.4543828264758497,0.776386404293381,1.0,0.8050089445438283,0.8354203935599285,0.8354203935599285
FBtr0077057,0.8336314847942755,0.7960644007155635,0.4633273703041145,0.6869409660107334,0.7960644007155635,0.7960644007155635,0.7978533094812165,0.7459749552772809,0.7978533094812165,0.4633273703041145,0.7906976744186046,0.8050089445438283,1.0,0.8354203935599285,0.8354203935599285
FBtr0077058,0.998211091234347,0.8121645796064401,0.4364937388193202,0.6976744186046512,0.8121645796064401,0.8121645796064401,0.7799642218246869,0.7441860465116279,0.7799642218246869,0.4364937388193202,0.8032200357781754,0.8354203935599285,0.8354203935599285,1.0,0.998211091234347
FBtr0077059,0.9964221824686941,0.813953488372093,0.4364937388193202,0.6976744186046512,0.813953488372093,0.813953488372093,0.7799642218246869,0.7441860465116279,0.7799642218246869,0.4364937388193202,0.8050089445438283,0.8354203935599285,0.8354203935599285,0.998211091234347,1.0
