	ENSPPYT00000022414	ENSGGOT00000067134	ENSRBIT00000039427	ENST00000381428	ENSRBIT00000039428	ENSMFAT00000010232	ENSPSMT00000002417	ENSGGOT00000052167	ENSMLET00000038940	ENSPPAT00000041328	ENSMLET00000038943	ENSRROT00000061185	ENSRROT00000061180	ENSCATT00000058829	ENSCSAT00000018577	ENSGGOT00000062489	ENSPTRT00000078187	ENSMFAT00000010229	ENST00000344545	ENSMMUT00000003070	ENSMICT00000033679	ENSMNET00000042958	ENST00000314556	ENSMNET00000042956	ENSPPAT00000041338	ENSPANT00000034354	ENSMICT00000000600	ENSPANT00000013111	ENSCATT00000058835
ENSPPYT00000022414	1.0	0.8126064735945485	0.8006814310051107	0.8347529812606473	0.8211243611584327	0.8143100511073254	0.7717206132879046	0.8381601362862009	0.8006814310051107	0.8126064735945485	0.8211243611584327	0.8228279386712095	0.8023850085178875	0.8006814310051107	0.9574105621805792	0.858603066439523	0.8637137989778535	0.7938671209540034	0.9812606473594548	0.807495741056218	0.7410562180579217	0.8143100511073254	0.8143100511073254	0.7938671209540034	0.8381601362862009	0.7989778534923339	0.7666098807495741	0.8194207836456558	0.8211243611584327
ENSGGOT00000067134	0.8126064735945485	1.0	0.9557069846678024	0.8688245315161841	0.8466780238500852	0.8415672913117547	0.7955706984667802	0.8756388415672913	0.9574105621805792	0.9931856899488928	0.8466780238500852	0.848381601362862	0.959114139693356	0.9574105621805792	0.8057921635434412	0.8960817717206133	0.8977853492333902	0.9522998296422488	0.8279386712095401	0.7461669505962522	0.8654173764906303	0.8415672913117547	0.9965928449744464	0.9522998296422488	0.8722316865417377	0.9540034071550256	0.7955706984667802	0.8449744463373083	0.8466780238500852
ENSRBIT00000039427	0.8006814310051107	0.9557069846678024	1.0	0.8466780238500852	0.8807495741056218	0.8620102214650767	0.7921635434412265	0.8517887563884157	0.9880749574105622	0.9540034071550256	0.8705281090289608	0.879045996592845	0.9965928449744464	0.9846678023850084	0.8296422487223168	0.8722316865417377	0.8756388415672913	0.9795570698466779	0.8057921635434412	0.7666098807495741	0.8534923339011925	0.8620102214650767	0.9574105621805792	0.9795570698466779	0.8500851788756388	0.9846678023850084	0.7921635434412265	0.8688245315161841	0.8671209540034072
ENST00000381428	0.8347529812606473	0.8688245315161841	0.8466780238500852	1.0	0.9642248722316864	0.9574105621805792	0.9063032367972744	0.9931856899488928	0.8466780238500852	0.8688245315161841	0.9642248722316864	0.9659284497444632	0.848381601362862	0.8466780238500852	0.8262350936967632	0.9148211243611584	0.9659284497444632	0.8415672913117547	0.8500851788756388	0.7666098807495741	0.7921635434412265	0.9574105621805792	0.8705281090289608	0.8415672913117547	0.9931856899488928	0.8449744463373083	0.8977853492333902	0.9625212947189096	0.9642248722316864
ENSRBIT00000039428	0.8211243611584327	0.8466780238500852	0.8807495741056218	0.9642248722316864	1.0	0.9795570698466779	0.9011925042589438	0.9693356047700171	0.8705281090289608	0.8449744463373083	0.989778534923339	0.9982964224872232	0.879045996592845	0.8671209540034072	0.8500851788756388	0.8926746166950597	0.9318568994889268	0.8620102214650767	0.8262350936967632	0.7870528109028959	0.7870528109028959	0.9795570698466779	0.8466780238500852	0.8620102214650767	0.9676320272572402	0.8688245315161841	0.8943781942078365	0.9880749574105622	0.9863713798977852
ENSMFAT00000010232	0.8143100511073254	0.8415672913117547	0.8620102214650767	0.9574105621805792	0.9795570698466779	1.0	0.9011925042589438	0.9625212947189096	0.8688245315161841	0.8398637137989778	0.9863713798977852	0.9812606473594548	0.8637137989778535	0.8654173764906303	0.8449744463373083	0.8875638841567292	0.9250425894378196	0.8807495741056218	0.8211243611584327	0.7989778534923339	0.7819420783645656	0.9931856899488928	0.8415672913117547	0.8739352640545145	0.9608177172061328	0.8705281090289608	0.8875638841567292	0.9880749574105622	0.9829642248722316
ENSPSMT00000002417	0.7717206132879046	0.7955706984667802	0.7921635434412265	0.9063032367972744	0.9011925042589438	0.9011925042589438	1.0	0.9080068143100511	0.7921635434412265	0.7955706984667802	0.9011925042589438	0.9028960817717206	0.7938671209540034	0.7887563884156729	0.7717206132879046	0.8415672913117547	0.8773424190800682	0.7938671209540034	0.7768313458262351	0.7137989778534923	0.8466780238500852	0.8943781942078365	0.797274275979557	0.7870528109028959	0.9080068143100511	0.7904599659284497	0.9574105621805792	0.899488926746167	0.8977853492333902
ENSGGOT00000052167	0.8381601362862009	0.8756388415672913	0.8517887563884157	0.9931856899488928	0.9693356047700171	0.9625212947189096	0.9080068143100511	1.0	0.8517887563884157	0.8722316865417377	0.9693356047700171	0.9710391822827938	0.8534923339011925	0.8517887563884157	0.8313458262350937	0.9216354344122658	0.9608177172061328	0.8466780238500852	0.8534923339011925	0.7717206132879046	0.7955706984667802	0.9625212947189096	0.8739352640545145	0.8466780238500852	0.9965928449744464	0.8500851788756388	0.9011925042589438	0.9676320272572402	0.9693356047700171
ENSMLET00000038940	0.8006814310051107	0.9574105621805792	0.9880749574105622	0.8466780238500852	0.8705281090289608	0.8688245315161841	0.7921635434412265	0.8517887563884157	1.0	0.9557069846678024	0.8807495741056218	0.8722316865417377	0.9914821124361158	0.9965928449744464	0.8330494037478705	0.8722316865417377	0.8756388415672913	0.9880749574105622	0.8057921635434412	0.7734241908006815	0.8568994889267462	0.8688245315161841	0.959114139693356	0.9880749574105622	0.8500851788756388	0.9931856899488928	0.7955706984667802	0.8756388415672913	0.8773424190800682
ENSPPAT00000041328	0.8126064735945485	0.9931856899488928	0.9540034071550256	0.8688245315161841	0.8449744463373083	0.8398637137989778	0.7955706984667802	0.8722316865417377	0.9557069846678024	1.0	0.8449744463373083	0.8466780238500852	0.9574105621805792	0.9557069846678024	0.8040885860306644	0.8926746166950597	0.9011925042589438	0.950596252129472	0.8279386712095401	0.7444633730834753	0.8654173764906303	0.8398637137989778	0.9965928449744464	0.950596252129472	0.8756388415672913	0.9522998296422488	0.7955706984667802	0.8432708688245315	0.8449744463373083
