,ENSPTET00000007694,ENSVURT00010013197,ENSPCIT00000019798,ENSPCOT00000022204,ENSMODT00000023615,ENSSHAT00000014351,ENSRBIT00000053244,ENSRROT00000035606,ENSPSMT00000033848,ENSOGAT00000010271
ENSPTET00000007694,1.0,0.9779253409906676,0.9833094041636755,0.993359655419957,0.9876166547020818,0.9874371859296482,0.9998205312275664,0.9998205312275664,0.9930007178750897,0.994256999282125
ENSVURT00010013197,0.9779253409906676,1.0,0.9852835606604451,0.9755922469490309,0.9827709978463748,0.9845656855707107,0.9779253409906676,0.9779253409906676,0.9745154343144293,0.9752333094041636
ENSPCIT00000019798,0.9833094041636755,0.9852835606604451,1.0,0.9811557788944724,0.9895908111988514,0.9908470926058865,0.9831299353912419,0.9831299353912419,0.9809763101220388,0.9815147164393395
ENSPCOT00000022204,0.993359655419957,0.9755922469490309,0.9811557788944724,1.0,0.9867193108399138,0.9851040918880115,0.9935391241923905,0.9935391241923905,0.9953338119167265,0.9946159368269921
ENSMODT00000023615,0.9876166547020818,0.9827709978463748,0.9895908111988514,0.9867193108399138,1.0,0.9930007178750897,0.9874371859296482,0.9874371859296482,0.9863603732950467,0.9861809045226131
ENSSHAT00000014351,0.9874371859296482,0.9845656855707107,0.9908470926058865,0.9851040918880115,0.9930007178750897,1.0,0.9872577171572147,0.9872577171572147,0.9852835606604451,0.9856424982053122
ENSRBIT00000053244,0.9998205312275664,0.9779253409906676,0.9831299353912419,0.9935391241923905,0.9874371859296482,0.9872577171572147,1.0,1.0,0.9931801866475233,0.9944364680545585
ENSRROT00000035606,0.9998205312275664,0.9779253409906676,0.9831299353912419,0.9935391241923905,0.9874371859296482,0.9872577171572147,1.0,1.0,0.9931801866475233,0.9944364680545585
ENSPSMT00000033848,0.9930007178750897,0.9745154343144293,0.9809763101220388,0.9953338119167265,0.9863603732950467,0.9852835606604451,0.9931801866475233,0.9931801866475233,1.0,0.9949748743718593
ENSOGAT00000010271,0.994256999282125,0.9752333094041636,0.9815147164393395,0.9946159368269921,0.9861809045226131,0.9856424982053122,0.9944364680545585,0.9944364680545585,0.9949748743718593,1.0
