	ENSDCDT00000037378	ENSDCDT00000037357	ENSDCDT00000037372	ENSDCDT00000037387	ENSCHAT00000036036	ENSDCDT00000037383	ENSCHAT00000036347	ENSCHAT00000036129	ENSDCDT00000037365	ENSCHAT00000036407	ENSDCDT00000037346	ENSDCDT00000037575	ENSDCDT00000037577	ENSCHAT00000036288	ENSDCDT00000037397	ENSCHAT00000036002	ENSCHAT00000036193	ENSCHAT00000036237	ENSCHAT00000035882	ENSCHAT00000036082
ENSDCDT00000037378	1.0	0.9641485275288092	0.9801536491677336	0.9067434912505336	0.7996158770806658	0.9022620571916348	0.7782757148954332	0.8028169014084507	0.9667093469910372	0.7456252667520273	0.9507042253521126	0.7757148954332053	0.7686726419120785	0.7430644472897994	0.9182671788305592	0.7842509603072984	0.7417840375586855	0.7904396073410158	0.7838241570635937	0.8002560819462228
ENSDCDT00000037357	0.9641485275288092	1.0	0.9839948783610756	0.9425949637217242	0.8002560819462228	0.9381135296628256	0.7424242424242424	0.8034571062740077	0.970550576184379	0.7752880921895007	0.9865556978233034	0.7718736662398634	0.7328211694408877	0.7727272727272727	0.95411865130175	0.8139137857447717	0.7424242424242424	0.7545881348698249	0.7844643619291507	0.8299189073836961
ENSDCDT00000037372	0.9801536491677336	0.9839948783610756	1.0	0.9265898420827998	0.8162612035851472	0.9221084080239008	0.7584293640631669	0.8194622279129321	0.9865556978233034	0.7622705932565087	0.970550576184379	0.7558685446009391	0.7488262910798122	0.7597097737942808	0.9381135296628256	0.8008962868117798	0.7584293640631669	0.7705932565087494	0.8004694835680751	0.8169014084507042
ENSDCDT00000037387	0.9067434912505336	0.9425949637217242	0.9265898420827998	1.0	0.7456252667520273	0.9413145539906104	0.7669654289372599	0.7703798548868971	0.9400341442594964	0.7516005121638925	0.9560392658984208	0.7481860862142552	0.7091335894152796	0.7972684592402902	0.9573196756295348	0.7592829705505761	0.7402902262057192	0.7309005548442168	0.7607767819035425	0.7752880921895007
ENSCHAT00000036036	0.7996158770806658	0.8002560819462228	0.8162612035851472	0.7456252667520273	1.0	0.7411438326931284	0.9361929150661544	0.971190781049936	0.8028169014084507	0.9432351685872812	0.7868117797695262	0.6291079812206573	0.6314553990610329	0.9406743491250532	0.7571489543320529	0.9846350832266324	0.9393939393939394	0.9163465642338882	0.9814340588988476	0.968629961587708
ENSDCDT00000037383	0.9022620571916348	0.9381135296628256	0.9221084080239008	0.9413145539906104	0.7411438326931284	1.0	0.7142552283397354	0.7658984208279983	0.9355527102005976	0.7471190781049936	0.951557831839522	0.7437046521553564	0.7046521553563807	0.7445582586427657	0.952838241570636	0.7548015364916774	0.7893725992317542	0.7799829278702518	0.7562953478446436	0.7708066581306018
ENSCHAT00000036347	0.7782757148954332	0.7424242424242424	0.7584293640631669	0.7669654289372599	0.9361929150661544	0.7142552283397354	1.0	0.9073836961160904	0.7449850618864703	0.9131455399061033	0.7289799402475459	0.6387110542040121	0.6410584720443875	0.9647887323943662	0.7302603499786599	0.9208279982927869	0.9093043107127614	0.9259496372172428	0.9513444302176696	0.9048228766538624
ENSCHAT00000036129	0.8028169014084507	0.8034571062740077	0.8194622279129321	0.7703798548868971	0.971190781049936	0.7658984208279983	0.9073836961160904	1.0	0.8275714895433205	0.9144259496372172	0.8115663679043961	0.6323090055484422	0.6346564233888178	0.9118651301749894	0.7819035424669227	0.9558258642765683	0.9361929150661544	0.9195475885616732	0.9526248399487836	0.9718309859154929
ENSDCDT00000037365	0.9667093469910372	0.970550576184379	0.9865556978233034	0.9400341442594964	0.8028169014084507	0.9355527102005976	0.7449850618864703	0.8275714895433205	1.0	0.7488262910798122	0.9839948783610756	0.7424242424242424	0.7353819889031157	0.7462654716175843	0.951557831839522	0.7874519846350833	0.7665386256935552	0.7571489543320529	0.7870251813913786	0.8034571062740077
ENSCHAT00000036407	0.7456252667520273	0.7752880921895007	0.7622705932565087	0.7516005121638925	0.9432351685872812	0.7471190781049936	0.9131455399061033	0.9144259496372172	0.7488262910798122	1.0	0.7618437900128041	0.6350832266325224	0.6084080239009817	0.9483568075117372	0.7923602219376867	0.9586000853606488	0.9163465642338882	0.8932991890738371	0.9583866837387964	0.9425949637217242
ENSDCDT00000037346	0.9507042253521126	0.9865556978233034	0.970550576184379	0.9560392658984208	0.7868117797695262	0.951557831839522	0.7289799402475459	0.8115663679043961	0.9839948783610756	0.7618437900128041	1.0	0.7584293640631669	0.7193768672641913	0.7592829705505761	0.9675629534784465	0.8004694835680751	0.7505335040546308	0.7411438326931284	0.7710200597524541	0.8164746052069995
ENSDCDT00000037575	0.7757148954332053	0.7718736662398634	0.7558685446009391	0.7481860862142552	0.6291079812206573	0.7437046521553564	0.6387110542040121	0.6323090055484422	0.7424242424242424	0.6350832266325224	0.7584293640631669	1.0	0.8576611182244985	0.6325224071702945	0.7597097737942808	0.6427656850192062	0.6022193768672642	0.6508749466495946	0.6476739223218096	0.6587708066581306
ENSDCDT00000037577	0.7686726419120785	0.7328211694408877	0.7488262910798122	0.7091335894152796	0.6314553990610329	0.7046521553563807	0.6410584720443875	0.6346564233888178	0.7353819889031157	0.6084080239009817	0.7193768672641913	0.8576611182244985	1.0	0.6058472044387537	0.7206572769953051	0.6160904822876654	0.6045667947076397	0.6532223644899702	0.6500213401621853	0.6320956039265898
ENSCHAT00000036288	0.7430644472897994	0.7727272727272727	0.7597097737942808	0.7972684592402902	0.9406743491250532	0.7445582586427657	0.9647887323943662	0.9118651301749894	0.7462654716175843	0.9483568075117372	0.7592829705505761	0.6325224071702945	0.6058472044387537	1.0	0.7605633802816901	0.9560392658984208	0.9137857447716604	0.890738369611609	0.9558258642765683	0.9400341442594964
ENSDCDT00000037397	0.9182671788305592	0.95411865130175	0.9381135296628256	0.9573196756295348	0.7571489543320529	0.952838241570636	0.7302603499786599	0.7819035424669227	0.951557831839522	0.7923602219376867	0.9675629534784465	0.7597097737942808	0.7206572769953051	0.7605633802816901	1.0	0.7708066581306018	0.7518139137857448	0.7424242424242424	0.7723004694835681	0.7868117797695262
ENSCHAT00000036002	0.7842509603072984	0.8139137857447717	0.8008962868117798	0.7592829705505761	0.9846350832266324	0.7548015364916774	0.9208279982927869	0.9558258642765683	0.7874519846350833	0.9586000853606488	0.8004694835680751	0.6427656850192062	0.6160904822876654	0.9560392658984208	0.7708066581306018	1.0	0.924029022620572	0.9009816474605208	0.96606914212548	0.9839948783610756
ENSCHAT00000036193	0.7417840375586855	0.7424242424242424	0.7584293640631669	0.7402902262057192	0.9393939393939394	0.7893725992317542	0.9093043107127614	0.9361929150661544	0.7665386256935552	0.9163465642338882	0.7505335040546308	0.6022193768672642	0.6045667947076397	0.9137857447716604	0.7518139137857448	0.924029022620572	1.0	0.9513444302176696	0.9545454545454546	0.9080239009816474
ENSCHAT00000036237	0.7904396073410158	0.7545881348698249	0.7705932565087494	0.7309005548442168	0.9163465642338882	0.7799829278702518	0.9259496372172428	0.9195475885616732	0.7571489543320529	0.8932991890738371	0.7411438326931284	0.6508749466495946	0.6532223644899702	0.890738369611609	0.7424242424242424	0.9009816474605208	0.9513444302176696	1.0	0.9314980793854032	0.9169867690994452
ENSCHAT00000035882	0.7838241570635937	0.7844643619291507	0.8004694835680751	0.7607767819035425	0.9814340588988476	0.7562953478446436	0.9513444302176696	0.9526248399487836	0.7870251813913786	0.9583866837387964	0.7710200597524541	0.6476739223218096	0.6500213401621853	0.9558258642765683	0.7723004694835681	0.96606914212548	0.9545454545454546	0.9314980793854032	1.0	0.9500640204865556
ENSCHAT00000036082	0.8002560819462228	0.8299189073836961	0.8169014084507042	0.7752880921895007	0.968629961587708	0.7708066581306018	0.9048228766538624	0.9718309859154929	0.8034571062740077	0.9425949637217242	0.8164746052069995	0.6587708066581306	0.6320956039265898	0.9400341442594964	0.7868117797695262	0.9839948783610756	0.9080239009816474	0.9169867690994452	0.9500640204865556	1.0
