	ENSPCOT00000019731	ENSPCOT00000019733	ENST00000523069	ENSPTRT00000078231	ENSMEUT00000013746	ENSVURT00010019708	ENSPTRT00000090932	ENSPSMT00000040361	ENSPSMT00000040362	ENSPTRT00000111095	ENSPSMT00000040360	ENST00000316428	ENSMICT00000072489	ENSMODT00000020462	ENSMICT00000072789	ENSMICT00000073064	ENSOGAT00000009460	ENSPPAT00000043775	ENST00000264676	ENSPTRT00000067985
ENSPCOT00000019731	1.0	0.7538986354775828	0.9332358674463938	0.932748538011696	0.3557504873294347	0.5735867446393762	0.6920077972709552	0.7207602339181286	0.9644249512670564	0.7690058479532164	0.8001949317738791	0.7694931773879142	0.9683235867446394	0.6208576998050682	0.7236842105263158	0.8040935672514621	0.7178362573099415	0.8557504873294347	0.6924951267056529	0.7056530214424951
ENSPCOT00000019733	0.7538986354775828	1.0	0.6924951267056529	0.6920077972709552	0.50682261208577	0.6296296296296297	0.9205653021442496	0.9541910331384016	0.7207602339181286	0.8386939571150097	0.8723196881091618	0.8396686159844055	0.7236842105263158	0.6817738791423001	0.9600389863547758	0.8781676413255359	0.7850877192982456	0.6193957115009746	0.9215399610136452	0.7753411306042886
ENST00000523069	0.9332358674463938	0.6924951267056529	1.0	0.9961013645224172	0.3494152046783625	0.5701754385964912	0.75	0.6900584795321637	0.9293372319688108	0.8318713450292398	0.7655945419103314	0.8357699805068226	0.9278752436647172	0.6189083820662769	0.6876218323586745	0.7641325536062378	0.7017543859649122	0.9117933723196882	0.7538986354775828	0.7616959064327485
ENSPTRT00000078231	0.932748538011696	0.6920077972709552	0.9961013645224172	1.0	0.3494152046783625	0.5706627680311891	0.7538986354775828	0.6900584795321637	0.9293372319688108	0.8357699805068226	0.7655945419103314	0.8318713450292398	0.9283625730994152	0.6189083820662769	0.6881091617933723	0.7646198830409356	0.7007797270955166	0.9137426900584796	0.75	0.7655945419103314
ENSMEUT00000013746	0.3557504873294347	0.50682261208577	0.3494152046783625	0.3494152046783625	1.0	0.4800194931773879	0.5014619883040936	0.5034113060428851	0.35185185185185186	0.41959064327485374	0.4215399610136452	0.41959064327485374	0.3557504873294347	0.5263157894736842	0.5087719298245614	0.4269005847953216	0.4005847953216375	0.2894736842105263	0.5014619883040936	0.489766081871345
ENSVURT00010019708	0.5735867446393762	0.6296296296296297	0.5701754385964912	0.5706627680311891	0.4800194931773879	1.0	0.6310916179337231	0.6257309941520468	0.5696881091617934	0.6905458089668616	0.6871345029239766	0.6895711500974658	0.5760233918128655	0.7811890838206628	0.6330409356725146	0.6949317738791423	0.6671539961013645	0.5097465886939572	0.6301169590643275	0.6476608187134503
ENSPTRT00000090932	0.6920077972709552	0.9205653021442496	0.75	0.7538986354775828	0.5014619883040936	0.6310916179337231	1.0	0.9200779727095516	0.6900584795321637	0.9181286549707602	0.8382066276803118	0.9137426900584796	0.6881091617933723	0.6846978557504874	0.9205653021442496	0.8386939571150097	0.7694931773879142	0.6725146198830411	0.9956140350877192	0.847953216374269
ENSPSMT00000040361	0.7207602339181286	0.9541910331384016	0.6900584795321637	0.6900584795321637	0.5034113060428851	0.6257309941520468	0.9200779727095516	1.0	0.7538986354775828	0.8382066276803118	0.9181286549707602	0.8386939571150097	0.7188109161793372	0.6827485380116959	0.9566276803118908	0.8747563352826511	0.7831384015594542	0.6198830409356725	0.9205653021442496	0.7738791423001949
ENSPSMT00000040362	0.9644249512670564	0.7207602339181286	0.9293372319688108	0.9293372319688108	0.35185185185185186	0.5696881091617934	0.6900584795321637	0.7538986354775828	1.0	0.7655945419103314	0.8357699805068226	0.7655945419103314	0.9639376218323586	0.6223196881091618	0.7188109161793372	0.7997076023391813	0.7173489278752436	0.8547758284600391	0.6900584795321637	0.7012670565302144
ENSPTRT00000111095	0.7690058479532164	0.8386939571150097	0.8318713450292398	0.8357699805068226	0.41959064327485374	0.6905458089668616	0.9181286549707602	0.8382066276803118	0.7655945419103314	1.0	0.9137426900584796	0.9956140350877192	0.7646198830409356	0.7436647173489279	0.8386939571150097	0.9152046783625732	0.8347953216374269	0.7543859649122807	0.9137426900584796	0.9298245614035088
