,ENSLAFT00000015673,ENSLAFT00000031135,MGP_SPRETEiJ_T0061271,ENSVURT00010017192,ENSDORT00000025608,ENSMUST00000062160,ENSMODT00000077650,MGP_PahariEiJ_T0069868,MGP_CAROLIEiJ_T0058912,ENSRNOT00000040171,ENSMODT00000002777
ENSLAFT00000015673,1.0,0.9393939393939394,0.6947524020694752,0.6282335550628233,0.5624538063562454,0.656319290465632,0.6193643754619365,0.6592756836659276,0.6437546193643755,0.6755358462675536,0.426459719142646
ENSLAFT00000031135,0.9393939393939394,1.0,0.6770140428677014,0.6104951958610495,0.5447154471544715,0.6385809312638581,0.6016260162601627,0.6415373244641537,0.6260162601626016,0.6577974870657798,0.4087213599408721
MGP_SPRETEiJ_T0061271,0.6947524020694752,0.6770140428677014,1.0,0.7937915742793792,0.6614929785661493,0.9578713968957872,0.7509238728750924,0.9194382852919438,0.9408721359940873,0.9238728750923872,0.43163340724316335
ENSVURT00010017192,0.6282335550628233,0.6104951958610495,0.7937915742793792,1.0,0.6252771618625277,0.8174427198817442,0.8810051736881005,0.8189209164818921,0.8004434589800443,0.8351810790835181,0.4065040650406504
ENSDORT00000025608,0.5624538063562454,0.5447154471544715,0.6614929785661493,0.6252771618625277,1.0,0.6947524020694752,0.5883222468588323,0.6940133037694013,0.6777531411677753,0.7095343680709535,0.4745011086474501
ENSMUST00000062160,0.656319290465632,0.6385809312638581,0.9578713968957872,0.8174427198817442,0.6947524020694752,1.0,0.770140428677014,0.9512195121951219,0.9741315594974131,0.9608277900960828,0.41685144124168516
ENSMODT00000077650,0.6193643754619365,0.6016260162601627,0.7509238728750924,0.8810051736881005,0.5883222468588323,0.770140428677014,1.0,0.7730968218773097,0.7531411677753141,0.7893569844789357,0.4079822616407982
MGP_PahariEiJ_T0069868,0.6592756836659276,0.6415373244641537,0.9194382852919438,0.8189209164818921,0.6940133037694013,0.9512195121951219,0.7730968218773097,1.0,0.9364375461936437,0.9571322985957132,0.41832963784183297
MGP_CAROLIEiJ_T0058912,0.6437546193643755,0.6260162601626016,0.9408721359940873,0.8004434589800443,0.6777531411677753,0.9741315594974131,0.7531411677753141,0.9364375461936437,1.0,0.9423503325942351,0.4035476718403548
ENSRNOT00000040171,0.6755358462675536,0.6577974870657798,0.9238728750923872,0.8351810790835181,0.7095343680709535,0.9608277900960828,0.7893569844789357,0.9571322985957132,0.9423503325942351,1.0,0.4368070953436807
ENSMODT00000002777,0.426459719142646,0.4087213599408721,0.43163340724316335,0.4065040650406504,0.4745011086474501,0.41685144124168516,0.4079822616407982,0.41832963784183297,0.4035476718403548,0.4368070953436807,1.0
