	ENSAHAT00000011789	ENSAHAT00000011788	ENSAOWT00000026230	ENSAOWT00000026318	ENSAOWT00000026389	ENSARWT00000019925	ENSAOWT00000026381	ENSARWT00000020043	ENSARWT00000019757	ENSARWT00000020006	ENSDNVT00000013616	ENSAHAT00000011774	ENSARWT00000019828	ENSARWT00000019829	ENSDNVT00000013611	ENSAOWT00000026323	ENSAHAT00000011862	ENSDNVT00000013596	ENSAOWT00000026077
ENSAHAT00000011789	1.0	0.9439480097481722	0.9443541835905768	0.9610073111291632	0.8696181965881398	0.8907392363931763	0.9073923639317628	0.8688058489033307	0.9435418359057676	0.8058489033306255	0.8907392363931763	0.9634443541835904	0.9601949634443542	0.9959382615759546	0.8631194151096669	0.997156783103168	0.872055239642567	0.9094232331437856	0.8066612510154346
ENSAHAT00000011788	0.9439480097481722	1.0	0.9910641754671	0.9309504467912266	0.8395613322502031	0.8765231519090171	0.8846466287571081	0.838748984565394	0.9902518277822908	0.8525588952071487	0.9362307067424858	0.933387489845654	0.9301380991064176	0.9406986190089358	0.9086108854589764	0.9415109666937448	0.8419983753046304	0.954914703493095	0.8533712428919578
ENSAOWT00000026230	0.9443541835905768	0.9910641754671	1.0	0.9394800974817222	0.8480909829406986	0.8716490658001624	0.8899268887083672	0.8456539398862714	0.9975629569455728	0.8598700243704306	0.9411047928513404	0.9370430544272949	0.9370430544272949	0.9443541835905768	0.9134849715678309	0.946791226645004	0.8456539398862714	0.9597887896019496	0.8623070674248579
ENSAOWT00000026318	0.9610073111291632	0.9309504467912266	0.9394800974817222	1.0	0.8647441104792851	0.8809910641754671	0.8992688870836718	0.8623070674248579	0.9370430544272949	0.7993501218521527	0.9264825345247766	0.9975629569455728	0.9975629569455728	0.9610073111291632	0.8549959382615759	0.9634443541835904	0.8623070674248579	0.9012997562956946	0.80178716490658
ENSAOWT00000026389	0.8696181965881398	0.8395613322502031	0.8480909829406986	0.8647441104792851	1.0	0.8139723801787165	0.8322502030869212	0.9975629569455728	0.8456539398862714	0.9151096669374492	0.7940698619008936	0.8623070674248579	0.8623070674248579	0.8696181965881398	0.7664500406173842	0.872055239642567	0.9975629569455728	0.8403736799350122	0.9175467099918764
ENSARWT00000019925	0.8907392363931763	0.8765231519090171	0.8716490658001624	0.8809910641754671	0.8139723801787165	1.0	0.9740048740861088	0.8164094232331438	0.8740861088545898	0.7607636068237206	0.8176279447603574	0.8801787164906579	0.8834281072298944	0.8939886271324127	0.7900081234768481	0.8915515840779854	0.8131600324939074	0.8363119415109667	0.7583265637692933
ENSAOWT00000026381	0.9073923639317628	0.8846466287571081	0.8899268887083672	0.8992688870836718	0.8322502030869212	0.9740048740861088	1.0	0.8298131600324941	0.8874898456539398	0.7741673436230707	0.8334687246141349	0.8968318440292445	0.8968318440292445	0.9073923639317628	0.8058489033306255	0.90982940698619	0.8298131600324941	0.8521527213647441	0.7766043866774979
ENSARWT00000020043	0.8688058489033307	0.838748984565394	0.8456539398862714	0.8623070674248579	0.9975629569455728	0.8164094232331438	0.8298131600324941	1.0	0.8480909829406986	0.9175467099918764	0.7940698619008936	0.8614947197400488	0.8647441104792851	0.872055239642567	0.7664500406173842	0.8696181965881398	0.9967506092607636	0.8403736799350122	0.9151096669374492
ENSARWT00000019757	0.9435418359057676	0.9902518277822908	0.9975629569455728	0.9370430544272949	0.8456539398862714	0.8740861088545898	0.8874898456539398	0.8480909829406986	1.0	0.8623070674248579	0.9411047928513404	0.9362307067424858	0.9394800974817222	0.946791226645004	0.9134849715678309	0.9443541835905768	0.8448415922014623	0.9597887896019496	0.8598700243704306
ENSARWT00000020006	0.8058489033306255	0.8525588952071487	0.8598700243704306	0.7993501218521527	0.9151096669374492	0.7607636068237206	0.7741673436230707	0.9175467099918764	0.8623070674248579	1.0	0.8066612510154346	0.7985377741673436	0.80178716490658	0.8090982940698619	0.8151909017059301	0.8066612510154346	0.91429731925264	0.8529650690495532	0.9975629569455728
ENSDNVT00000013616	0.8907392363931763	0.9362307067424858	0.9411047928513404	0.9264825345247766	0.7940698619008936	0.8176279447603574	0.8334687246141349	0.7940698619008936	0.9411047928513404	0.8066612510154346	1.0	0.9272948822095856	0.9264825345247766	0.8899268887083672	0.9281072298943948	0.8899268887083672	0.7948822095857027	0.9455727051177903	0.8066612510154346
ENSAHAT00000011774	0.9634443541835904	0.933387489845654	0.9370430544272949	0.9975629569455728	0.8623070674248579	0.8801787164906579	0.8968318440292445	0.8614947197400488	0.9362307067424858	0.7985377741673436	0.9272948822095856	1.0	0.9967506092607636	0.9601949634443542	0.8558082859463849	0.9610073111291632	0.8647441104792851	0.9021121039805036	0.7993501218521527
ENSARWT00000019828	0.9601949634443542	0.9301380991064176	0.9370430544272949	0.9975629569455728	0.8623070674248579	0.8834281072298944	0.8968318440292445	0.8647441104792851	0.9394800974817222	0.80178716490658	0.9264825345247766	0.9967506092607636	1.0	0.9634443541835904	0.8549959382615759	0.9610073111291632	0.8614947197400488	0.9012997562956946	0.7993501218521527
ENSARWT00000019829	0.9959382615759546	0.9406986190089358	0.9443541835905768	0.9610073111291632	0.8696181965881398	0.8939886271324127	0.9073923639317628	0.872055239642567	0.946791226645004	0.8090982940698619	0.8899268887083672	0.9601949634443542	0.9634443541835904	1.0	0.8623070674248579	0.997156783103168	0.8688058489033307	0.9086108854589764	0.8066612510154346
ENSDNVT00000013611	0.8631194151096669	0.9086108854589764	0.9134849715678309	0.8549959382615759	0.7664500406173842	0.7900081234768481	0.8058489033306255	0.7664500406173842	0.9134849715678309	0.8151909017059301	0.9281072298943948	0.8558082859463849	0.8549959382615759	0.8623070674248579	1.0	0.8623070674248579	0.7672623883021933	0.9175467099918764	0.8151909017059301
ENSAOWT00000026323	0.997156783103168	0.9415109666937448	0.946791226645004	0.9634443541835904	0.872055239642567	0.8915515840779854	0.90982940698619	0.8696181965881398	0.9443541835905768	0.8066612510154346	0.8899268887083672	0.9610073111291632	0.9610073111291632	0.997156783103168	0.8623070674248579	1.0	0.8696181965881398	0.9086108854589764	0.8090982940698619
ENSAHAT00000011862	0.872055239642567	0.8419983753046304	0.8456539398862714	0.8623070674248579	0.9975629569455728	0.8131600324939074	0.8298131600324941	0.9967506092607636	0.8448415922014623	0.91429731925264	0.7948822095857027	0.8647441104792851	0.8614947197400488	0.8688058489033307	0.7672623883021933	0.8696181965881398	1.0	0.8411860276198213	0.9151096669374492
ENSDNVT00000013596	0.9094232331437856	0.954914703493095	0.9597887896019496	0.9012997562956946	0.8403736799350122	0.8363119415109667	0.8521527213647441	0.8403736799350122	0.9597887896019496	0.8529650690495532	0.9455727051177903	0.9021121039805036	0.9012997562956946	0.9086108854589764	0.9175467099918764	0.9086108854589764	0.8411860276198213	1.0	0.8529650690495532
ENSAOWT00000026077	0.8066612510154346	0.8533712428919578	0.8623070674248579	0.80178716490658	0.9175467099918764	0.7583265637692933	0.7766043866774979	0.9151096669374492	0.8598700243704306	0.9975629569455728	0.8066612510154346	0.7993501218521527	0.7993501218521527	0.8066612510154346	0.8151909017059301	0.8090982940698619	0.9151096669374492	0.8529650690495532	1.0
