	ENSEBUT00000018291	ENSEBUT00000018282	ENSAMXT00000038273	ENSCHAT00000060760	ENSEBUT00000027519	ENSCHAT00000060766	ENSDCDT00000055709	ENSAMXT00000054168	ENSAMXT00000000922	ENSDCDT00000055716
ENSEBUT00000018291	1.0	0.917922948073702	0.6270240089335567	0.5790061418202122	0.6705750977107761	0.6192071468453378	0.6393076493579006	0.620323841429369	0.5845896147403685	0.6136236739251815
ENSEBUT00000018282	0.917922948073702	1.0	0.5449469570072585	0.4969290898939141	0.5918481295365717	0.5371300949190396	0.5572305974316024	0.5382467895030709	0.5047459519821329	0.5315466219988833
ENSAMXT00000038273	0.6270240089335567	0.5449469570072585	1.0	0.7621440536013401	0.6035734226689	0.8023450586264657	0.8492462311557789	0.9530988274706867	0.9034059184812954	0.7716359575656058
ENSCHAT00000060760	0.5790061418202122	0.4969290898939141	0.7621440536013401	1.0	0.553322166387493	0.9597989949748744	0.7895030709101061	0.8062534896705751	0.7587939698492462	0.7939698492462312
ENSEBUT00000027519	0.6705750977107761	0.5918481295365717	0.6035734226689	0.553322166387493	1.0	0.5935231714126187	0.6063651591289783	0.5968732551647125	0.5644891122278057	0.5845896147403685
ENSCHAT00000060766	0.6192071468453378	0.5371300949190396	0.8023450586264657	0.9597989949748744	0.5935231714126187	1.0	0.8297040759352318	0.8464544946957008	0.7989949748743719	0.8341708542713567
ENSDCDT00000055709	0.6393076493579006	0.5572305974316024	0.8492462311557789	0.7895030709101061	0.6063651591289783	0.8297040759352318	1.0	0.8123953098827471	0.768285873813512	0.9134561697375768
ENSAMXT00000054168	0.620323841429369	0.5382467895030709	0.9530988274706867	0.8062534896705751	0.5968732551647125	0.8464544946957008	0.8123953098827471	1.0	0.9503070910106086	0.8140703517587939
ENSAMXT00000000922	0.5845896147403685	0.5047459519821329	0.9034059184812954	0.7587939698492462	0.5644891122278057	0.7989949748743719	0.768285873813512	0.9503070910106086	1.0	0.8190954773869347
ENSDCDT00000055716	0.6136236739251815	0.5315466219988833	0.7716359575656058	0.7939698492462312	0.5845896147403685	0.8341708542713567	0.9134561697375768	0.8140703517587939	0.8190954773869347	1.0
