	ENSKMAT00000029785	ENSPRNT00000024522	ENSPRNT00000024480	ENSXMAT00000014181	ENSPSIT00000009625	ENSSPAT00000027515	ENSOART00000013625	ENSNPET00000010040	ENSPRNT00000024105	ENSPRNT00000024456	ENSXMAT00000024542	ENSHHUT00000069093	ENSPRNT00000024537	ENSKMAT00000029772
ENSKMAT00000029785	1.0	0.8527703306523682	0.8022788203753352	0.8545576407506702	0.6271224307417337	0.8545576407506702	0.6434316353887399	0.6251117068811439	0.8445040214477212	0.8190348525469169	0.8391420911528149	0.14365504915102767	0.710455764075067	0.9687220732797142
ENSPRNT00000024522	0.8527703306523682	1.0	0.9481680071492404	0.8366845397676497	0.6492403932082216	0.8728775692582663	0.6528150134048257	0.6371760500446828	0.9649240393208222	0.9421358355674708	0.8212689901697945	0.1405272564789991	0.7763628239499554	0.8516532618409294
ENSPRNT00000024480	0.8022788203753352	0.9481680071492404	1.0	0.7861930294906166	0.628686327077748	0.8500893655049151	0.6318141197497766	0.6159517426273459	0.9439231456657732	0.96313672922252	0.7971403038427167	0.1432082216264522	0.766532618409294	0.8293118856121537
ENSXMAT00000014181	0.8545576407506702	0.8366845397676497	0.7861930294906166	1.0	0.6523681858802503	0.846514745308311	0.6704647006255585	0.6365058087578195	0.8297587131367292	0.8063002680965148	0.9845844504021448	0.1588471849865951	0.7088918677390528	0.8541108132260947
ENSPSIT00000009625	0.6271224307417337	0.6492403932082216	0.628686327077748	0.6523681858802503	1.0	0.645218945487042	0.8357908847184986	0.7075513851653262	0.6563896336014299	0.6434316353887399	0.6608579088471851	0.2234137622877569	0.6852100089365505	0.6494638069705094
ENSSPAT00000027515	0.8545576407506702	0.8728775692582663	0.8500893655049151	0.846514745308311	0.645218945487042	1.0	0.6577301161751564	0.6512511170688114	0.8996872207327972	0.8632707774798928	0.8583556747095621	0.1172922252010724	0.6952636282394995	0.8818141197497766
ENSOART00000013625	0.6434316353887399	0.6528150134048257	0.6318141197497766	0.6704647006255585	0.8357908847184986	0.6577301161751564	1.0	0.6729222520107239	0.6606344950848972	0.6476764968722073	0.6798480786416443	0.21894548704200176	0.6867739052725648	0.6664432529043789
ENSNPET00000010040	0.6251117068811439	0.6371760500446828	0.6159517426273459	0.6365058087578195	0.7075513851653262	0.6512511170688114	0.6729222520107239	1.0	0.6447721179624665	0.6306970509383378	0.6463360142984808	0.12243074173369085	0.5279267202859697	0.647899910634495
ENSPRNT00000024105	0.8445040214477212	0.9649240393208222	0.9439231456657732	0.8297587131367292	0.6563896336014299	0.8996872207327972	0.6606344950848972	0.6447721179624665	1.0	0.961572832886506	0.8407059874888293	0.1143878462913316	0.7537980339588919	0.8715370866845398
ENSPRNT00000024456	0.8190348525469169	0.9421358355674708	0.96313672922252	0.8063002680965148	0.6434316353887399	0.8632707774798928	0.6476764968722073	0.6306970509383378	0.961572832886506	1.0	0.8172475424486149	0.13449508489722972	0.792225201072386	0.8460679177837355
ENSXMAT00000024542	0.8391420911528149	0.8212689901697945	0.7971403038427167	0.9845844504021448	0.6608579088471851	0.8583556747095621	0.6798480786416443	0.6463360142984808	0.8407059874888293	0.8172475424486149	1.0	0.14343163538873993	0.6934763181411975	0.8655049151027703
ENSHHUT00000069093	0.14365504915102767	0.1405272564789991	0.1432082216264522	0.1588471849865951	0.2234137622877569	0.1172922252010724	0.21894548704200176	0.12243074173369085	0.1143878462913316	0.13449508489722972	0.14343163538873993	1.0	0.3422698838248437	0.12354781054512952
ENSPRNT00000024537	0.710455764075067	0.7763628239499554	0.766532618409294	0.7088918677390528	0.6852100089365505	0.6952636282394995	0.6867739052725648	0.5279267202859697	0.7537980339588919	0.792225201072386	0.6934763181411975	0.3422698838248437	1.0	0.6903485254691689
ENSKMAT00000029772	0.9687220732797142	0.8516532618409294	0.8293118856121537	0.8541108132260947	0.6494638069705094	0.8818141197497766	0.6664432529043789	0.647899910634495	0.8715370866845398	0.8460679177837355	0.8655049151027703	0.12354781054512952	0.6903485254691689	1.0
