,FBtr0333331,FBtr0333332,FBtr0333333,FBtr0333334,FBtr0301298,FBtr0073798,FBtr0308576,C10E2.3b.1,ENSCSAVT00000014010,ENSCSAVT00000014011,ENSCINT00000016829,C10E2.3a.1,ENSCINT00000033973,FBtr0301299
FBtr0333331,1.0,0.9674234945705824,0.9763079960513327,0.9763079960513327,0.9937068114511353,0.9674234945705824,0.9900049358341559,0.5050592300098716,0.5273938795656465,0.5650296150049359,0.36031589338598224,0.5085143139190523,0.3448914116485686,0.9755676209279368
FBtr0333332,0.9674234945705824,1.0,0.9911154985192497,0.9911154985192497,0.9737166831194471,1.0,0.9700148075024679,0.5376357354392892,0.5599703849950641,0.5976061204343535,0.35710760118460017,0.528751233958539,0.35081441263573543,0.9555774925962488
FBtr0333333,0.9763079960513327,0.9911154985192497,1.0,1.0,0.9826011846001974,0.9911154985192497,0.9788993089832182,0.528751233958539,0.5510858835143139,0.5887216189536032,0.3566140177690029,0.5322063178677197,0.3503208292201382,0.9644619940769991
FBtr0333334,0.9763079960513327,0.9911154985192497,1.0,1.0,0.9826011846001974,0.9911154985192497,0.9788993089832182,0.528751233958539,0.5510858835143139,0.5887216189536032,0.3566140177690029,0.5322063178677197,0.3503208292201382,0.9644619940769991
FBtr0301298,0.9937068114511353,0.9737166831194471,0.9826011846001974,0.9826011846001974,1.0,0.9737166831194471,0.9962981243830207,0.5113524185587365,0.5336870681145114,0.5713228035538006,0.3573543928923988,0.5148075024679171,0.35118460019743336,0.9818608094768015
FBtr0073798,0.9674234945705824,1.0,0.9911154985192497,0.9911154985192497,0.9737166831194471,1.0,0.9700148075024679,0.5376357354392892,0.5599703849950641,0.5976061204343535,0.35710760118460017,0.528751233958539,0.35081441263573543,0.9555774925962488
FBtr0308576,0.9900049358341559,0.9700148075024679,0.9788993089832182,0.9788993089832182,0.9962981243830207,0.9700148075024679,1.0,0.5150542941757157,0.5373889437314906,0.5750246791707798,0.3610562685093781,0.5164116485686081,0.35488647581441257,0.9781589338598223
C10E2.3b.1,0.5050592300098716,0.5376357354392892,0.528751233958539,0.528751233958539,0.5113524185587365,0.5376357354392892,0.5150542941757157,1.0,0.6750987166831195,0.6891658440276407,0.4238647581441264,0.9803800592300099,0.41757156959526154,0.5294916090819348
ENSCSAVT00000014010,0.5273938795656465,0.5599703849950641,0.5510858835143139,0.5510858835143139,0.5336870681145114,0.5599703849950641,0.5373889437314906,0.6750987166831195,1.0,0.9237413622902271,0.6220384995064165,0.6554787759131293,0.6157453109575518,0.5518262586377097
ENSCSAVT00000014011,0.5650296150049359,0.5976061204343535,0.5887216189536032,0.5887216189536032,0.5713228035538006,0.5976061204343535,0.5750246791707798,0.6891658440276407,0.9237413622902271,1.0,0.68571076011846,0.6695459032576505,0.6794175715695953,0.5894619940769991
ENSCINT00000016829,0.36031589338598224,0.35710760118460017,0.3566140177690029,0.3566140177690029,0.3573543928923988,0.35710760118460017,0.3610562685093781,0.4238647581441264,0.6220384995064165,0.68571076011846,1.0,0.4204096742349457,0.9613770977295163,0.37549358341559724
C10E2.3a.1,0.5085143139190523,0.528751233958539,0.5322063178677197,0.5322063178677197,0.5148075024679171,0.528751233958539,0.5164116485686081,0.9803800592300099,0.6554787759131293,0.6695459032576505,0.4204096742349457,1.0,0.41411648568608095,0.5329466929911155
ENSCINT00000033973,0.3448914116485686,0.35081441263573543,0.3503208292201382,0.3503208292201382,0.35118460019743336,0.35081441263573543,0.35488647581441257,0.41757156959526154,0.6157453109575518,0.6794175715695953,0.9613770977295163,0.41411648568608095,1.0,0.3693237907206317
FBtr0301299,0.9755676209279368,0.9555774925962488,0.9644619940769991,0.9644619940769991,0.9818608094768015,0.9555774925962488,0.9781589338598223,0.5294916090819348,0.5518262586377097,0.5894619940769991,0.37549358341559724,0.5329466929911155,0.3693237907206317,1.0
