,ENSPVIT00000035478,ENSPMJT00000009383,ENSUPAT00010008875,ENSAPLT00000047846,ENSSTOT00000013282,ENSABRT00000001278,ENSFDAT00000030317,ENSCAPT00000016752,ENSPMJT00000009364,ENSCABT00000003282,ENSNMET00000004414,ENSSDAT00000026931,ENSCPRT00005028567,ENSMMMT00000019081,ENSLSDT00000014408,ENSCCNT00000002434,ENSODET00000013148,ENSNSUT00000010003,ENSABRT00000001286,ENSCJPT00005009293,ENSCLAT00000023268,ENSCLAT00000023267,ENSCPOT00000022104,ENSHGLT00100014010,ENSGALT00000036377,ENSHGLT00000017387,ENSJHYT00000013963
ENSPVIT00000035478,1.0,0.6000295726748485,0.5799373040752351,0.6631286067600989,0.5814527503526093,0.660480461903289,0.6227409638554217,0.6790855207451313,0.6000295726748485,0.7838660578386606,0.6777251184834123,0.5803026280860101,0.7419354838709677,0.5837687216997561,0.6104565537555229,0.6621507197290432,0.6875529212531752,0.668118913377755,0.660480461903289,0.6384015594541911,0.678662150719729,0.678662150719729,0.6773920406435224,0.6752751905165114,0.6535947712418301,0.6061832903938167,0.585672514619883
ENSPMJT00000009383,0.6000295726748485,1.0,0.49807073954983916,0.6921858500527983,0.5051446945337621,0.6822923544170078,0.5070739549839228,0.5219224283305227,1.0,0.7164291072768192,0.7375489647453833,0.5051446945337621,0.6475063398140322,0.5051446945337621,0.9054445028932141,0.5006430868167202,0.5154340836012862,0.5748927990536744,0.6835628479343686,0.6998567335243553,0.5234726688102894,0.5234726688102894,0.5032154340836013,0.4929260450160772,0.7750325097529259,0.4929260450160772,0.8652541199279878
ENSUPAT00010008875,0.5799373040752351,0.49807073954983916,1.0,0.493952721275426,0.9939206883651328,0.4958904109589042,0.862914862914863,0.8376768428890543,0.4672551252847381,0.6354642313546424,0.5142697257974258,0.8695987654320988,0.659303313508921,0.9825630607753513,0.4921392476137001,0.8474426807760141,0.8196851086287272,0.6996971008221549,0.4949937421777222,0.5027322404371585,0.842336793946859,0.842336793946859,0.8361381753764393,0.8529672276350753,0.63564875491481,0.8204016430853491,0.5230574857864814
ENSAPLT00000047846,0.6631286067600989,0.6921858500527983,0.493952721275426,1.0,0.4979184013322231,0.9184790649504364,0.5174927113702624,0.5725031341412453,0.6921858500527983,0.7636092468307233,0.7677114641477029,0.46886662738165397,0.7201508169250105,0.4980758658603628,0.7060454065469906,0.5524052245938197,0.5616438356164384,0.6611951043916486,0.9159098026933918,0.7278688524590164,0.5594138260592545,0.5594138260592545,0.5481622306717364,0.552723797387703,0.7909677419354839,0.5206777713957496,0.6994543164964321
ENSSTOT00000013282,0.5814527503526093,0.5051446945337621,0.9939206883651328,0.4979184013322231,1.0,0.49986168741355463,0.8636969858628968,0.8481514084507042,0.5051446945337621,0.65220700152207,0.5265808617795188,0.8686809994189425,0.663126593033135,0.979363152488561,0.5157252888318357,0.8479065238558909,0.8165548098434005,0.7035915188230203,0.5076708507670851,0.5107468123861566,0.8364767645343185,0.8364767645343185,0.8425117528542646,0.8636668905305575,0.6644823066841415,0.8167600677701029,0.5506980161645849
ENSABRT00000001278,0.660480461903289,0.6822923544170078,0.4958904109589042,0.9184790649504364,0.49986168741355463,1.0,0.5168506682161534,0.5671953255425709,0.6822923544170078,0.750186428038777,0.7626459143968871,0.4784313725490197,0.7209205020920502,0.5,0.7039482371583257,0.5548838689150493,0.5571110404072542,0.6488978533352543,1.0,0.7198443579766537,0.5596563792554884,0.5596563792554884,0.5556962025316455,0.5517021953547566,0.7509727626459144,0.5161844743626468,0.6956886898096305
ENSFDAT00000030317,0.6227409638554217,0.5070739549839228,0.862914862914863,0.5174927113702624,0.8636969858628968,0.5168506682161534,1.0,0.9177215189873418,0.46839407744874717,0.6796042617960426,0.548964745383324,0.797180043383948,0.6597281223449448,0.8687184419331571,0.5120718697361033,0.8715713919507818,0.900331379046648,0.7001298139333622,0.5197456492637216,0.5238615664845173,0.9223499361430396,0.9223499361430396,0.9028638913492767,0.9315028048420431,0.6277850589777195,0.8777684328567423,0.5148452305748579
ENSCAPT00000016752,0.6790855207451313,0.5219224283305227,0.8376768428890543,0.5725031341412453,0.8481514084507042,0.5671953255425709,0.9177215189873418,1.0,0.47080028839221333,0.697869101978691,0.5187032418952618,0.8473566641846612,0.6720475785896347,0.8447505584512286,0.5128929706817379,0.8384214445271779,0.913639733135656,0.6125740618828176,0.5526217924879138,0.5639506172839506,0.9408041697691735,0.9408041697691735,0.9117847411444142,0.9221891288160834,0.4839802031779109,0.9180938198064036,0.5048916841369672
ENSPMJT00000009364,0.6000295726748485,1.0,0.4672551252847381,0.6921858500527983,0.5051446945337621,0.6822923544170078,0.46839407744874717,0.47080028839221333,1.0,0.60412147505423,0.7375489647453833,0.4755125284738041,0.6475063398140322,0.47351936218678814,0.7148955916473317,0.46526195899772205,0.47494305239179957,0.5748927990536744,0.6580980474785785,0.6998567335243553,0.48832574031890663,0.48832574031890663,0.4649772209567198,0.4601366742596811,0.7750325097529259,0.4295980835773223,0.6657902720194155
ENSCABT00000003282,0.7838660578386606,0.7164291072768192,0.6354642313546424,0.7636092468307233,0.65220700152207,0.750186428038777,0.6796042617960426,0.697869101978691,0.60412147505423,1.0,0.6909952606635071,0.65220700152207,0.8314350797266514,0.65220700152207,0.5485129205265724,0.6818873668188736,0.6879756468797564,0.7656012176560122,0.750186428038777,0.6618541033434651,0.7123287671232876,0.7123287671232876,0.6864535768645358,0.6910197869101978,0.7278645833333334,0.6910197869101978,0.6455976389572061
ENSNMET00000004414,0.6777251184834123,0.7375489647453833,0.5142697257974258,0.7677114641477029,0.5265808617795188,0.7626459143968871,0.548964745383324,0.5187032418952618,0.7375489647453833,0.6909952606635071,1.0,0.5265808617795188,0.7516587677725118,0.5265808617795188,0.7974258533855624,0.5377728035814213,0.5847789591494125,0.5699517574086836,0.7819905213270142,0.8318077803203662,0.5808617795187465,0.5808617795187465,0.5159079784630446,0.5523223279238948,0.8442437923250564,0.5523223279238948,0.8305332359386414
ENSSDAT00000026931,0.5803026280860101,0.5051446945337621,0.8695987654320988,0.46886662738165397,0.8686809994189425,0.4784313725490197,0.797180043383948,0.8473566641846612,0.4755125284738041,0.65220700152207,0.5265808617795188,1.0,0.663126593033135,0.878343621399177,0.4994385176866929,0.8840707964601769,0.8379806281185794,0.7035915188230203,0.4769694360740422,0.5107468123861566,0.8445427728613569,0.8445427728613569,0.8430678466076696,0.859882005899705,0.6644823066841415,0.8040522527326046,0.5287428932406822
ENSCPRT00005028567,0.7419354838709677,0.6475063398140322,0.659303313508921,0.7201508169250105,0.663126593033135,0.7209205020920502,0.6597281223449448,0.6720475785896347,0.6475063398140322,0.8314350797266514,0.7516587677725118,0.663126593033135,1.0,0.663126593033135,0.6729718369062632,0.6605777400169923,0.6813933729821581,0.7480883602378929,0.7209205020920502,0.6704211557296768,0.6818181818181818,0.6818181818181818,0.6703483432455395,0.6652506372132541,0.7483617300131061,0.6652506372132541,0.6716417910447762
ENSMMMT00000019081,0.5837687216997561,0.5051446945337621,0.9825630607753513,0.4980758658603628,0.979363152488561,0.5,0.8687184419331571,0.8447505584512286,0.47351936218678814,0.65220700152207,0.5265808617795188,0.878343621399177,0.663126593033135,1.0,0.5011229646266142,0.8512345679012345,0.8233793649397484,0.7035915188230203,0.5028160200250313,0.5107468123861566,0.8465599155375682,0.8465599155375682,0.8412511065210977,0.8580702272056654,0.6644823066841415,0.8218849840255591,0.5300063171193936
ENSLSDT00000014408,0.6104565537555229,0.9054445028932141,0.4921392476137001,0.7060454065469906,0.5157252888318357,0.7039482371583257,0.5120718697361033,0.5128929706817379,0.7148955916473317,0.5485129205265724,0.7974258533855624,0.4994385176866929,0.6729718369062632,0.5011229646266142,1.0,0.5050533408197642,0.512914093206064,0.5736377025036818,0.6877370417193426,0.724865831842576,0.5101066816395283,0.5101066816395283,0.49410443571027507,0.49410443571027507,0.7697283311772316,0.47690288713910767,0.6952343208164075
ENSCCNT00000002434,0.6621507197290432,0.5006430868167202,0.8474426807760141,0.5524052245938197,0.8479065238558909,0.5548838689150493,0.8715713919507818,0.8384214445271779,0.46526195899772205,0.6818873668188736,0.5377728035814213,0.8840707964601769,0.6605777400169923,0.8512345679012345,0.5050533408197642,1.0,0.8349898847743865,0.6927736910428386,0.5678690963183339,0.526047358834244,0.8445363364420201,0.8445363364420201,0.8349571892530263,0.8488337762031296,0.6697247706422018,0.8540997262882304,0.5180037902716361
