	ENSUAMT00000005872	ENSUAMT00000005719	ENSUAMT00000005917	ENSUAMT00000005627	ENSVURT00010036145	ENSMODT00000068127	ENSAMET00000010847	ENSNVIT00000006246	ENSVURT00010036137	ENSSHAT00000016564	ENSVURT00010036134	ENSVURT00010036138	ENSUAMT00000005992	ENSMODT00000067761	ENSMODT00000084166	ENSPCIT00000029672	ENSPCIT00000029673	ENSNVIT00000006251	ENSPCIT00000029948	ENSUMAT00000033001	ENSNVIT00000006235	ENSPCIT00000029990	ENSMODT00000085819	ENSUMAT00000033022	ENSMODT00000018226	ENSPVAT00000007635	ENSSHAT00000016563
ENSUAMT00000005872	1.0	0.9608438548825315	0.9760268499280804	0.9757072079271216	0.8599968035799904	0.8473709445421128	0.9478983538436949	0.9335144638005434	0.8623941185871824	0.8404986415214959	0.8604762665814288	0.8628735815886207	0.9359117788077354	0.8678280326034841	0.8328272334984818	0.81844334345533	0.8614351925843056	0.9306376857919132	0.8609557295828671	0.954770656864312	0.9330350007991051	0.8585584145756753	0.17867987853603962	0.9518938788556816	0.8444941665334825	0.682755314048266	0.8443343455330029
ENSUAMT00000005719	0.9608438548825315	1.0	0.9426242608278728	0.9726706089180118	0.8596771615790315	0.8408182835224548	0.9413456928240372	0.9271216237813648	0.8563209205689628	0.840178999520537	0.8544030685632092	0.8568003835704011	0.9146555857439668	0.8612753715838262	0.8262745724788237	0.8181237014543711	0.855361994566086	0.9299984017899952	0.8548825315646476	0.948217995844654	0.9266421607799264	0.8582387725747164	0.1871503915614512	0.9510947738532844	0.8436950615310852	0.6816365670449097	0.8440147035320441
ENSUAMT00000005917	0.9760268499280804	0.9426242608278728	1.0	0.9517340578552022	0.8441745245325236	0.8254754674764264	0.9240850247722552	0.9105002397315008	0.8408182835224548	0.824996004474988	0.8389004315167012	0.8412977465238932	0.9176921847530766	0.8459325555377977	0.8109317564327952	0.8029407064088221	0.840178999520537	0.913377017740131	0.8396995365190986	0.930957327792872	0.9100207767300624	0.8430557775291674	0.20265302860795908	0.9338341058015024	0.8283522454850567	0.6654946459964839	0.8288317084864951
ENSUAMT00000005627	0.9757072079271216	0.9726706089180118	0.9517340578552022	1.0	0.8758190826274572	0.8628735815886207	0.965478663896436	0.9509349528528048	0.8782163976346492	0.8563209205689628	0.8762985456288956	0.8786958606360876	0.9314367907943104	0.8833306696499922	0.8483298705449897	0.8341058015023174	0.8770976506312929	0.9480581748441744	0.8766181876298546	0.9723509669170528	0.9504554898513664	0.8742208726226626	0.17276650151829953	0.9694741889084224	0.8599968035799904	0.6993766980981301	0.8601566245804698
ENSVURT00010036145	0.8599968035799904	0.8596771615790315	0.8441745245325236	0.8758190826274572	1.0	0.9466197858398594	0.8986734856960205	0.8986734856960205	0.9966437589899312	0.9496563848489692	0.9592456448777368	0.9971232219913696	0.8254754674764264	0.9525331628575996	0.9298385807895158	0.939907303819722	0.9795429119386287	0.9015502637046507	0.9790634489371904	0.9002716957008151	0.898194022694582	0.982419689947259	0.19753875659261635	0.9031484737094454	0.9494965638484896	0.6800383570401151	0.9546108358638326
ENSMODT00000068127	0.8473709445421128	0.8408182835224548	0.8254754674764264	0.8628735815886207	0.9466197858398594	1.0	0.8868467316605402	0.8863672686591018	0.9490171008470512	0.9229662777688988	0.9125779127377336	0.9494965638484896	0.8064567684193703	0.9784241649352724	0.9554099408662298	0.9036279367108838	0.9483778168451334	0.8834904906504715	0.9478983538436949	0.887486015662458	0.8858878056576635	0.9455010388365032	0.18906824356720475	0.8846092376538277	0.9971232219913696	0.6626178679878536	0.9349528528048584
ENSAMET00000010847	0.9478983538436949	0.9413456928240372	0.9240850247722552	0.965478663896436	0.8986734856960205	0.8868467316605402	1.0	0.9766661339299983	0.9010708007032124	0.8786958606360876	0.8655905385967716	0.9015502637046507	0.9039475787118428	0.8916413616749241	0.8713440946140323	0.8568003835704011	0.8996324116988972	0.973789355921368	0.8991529486974589	0.9924884129774652	0.97618667092856	0.8967556336902669	0.1940226945820681	0.9896116349688348	0.8839699536519099	0.7236694901710085	0.8836503116509509
ENSNVIT00000006246	0.9335144638005434	0.9271216237813648	0.9105002397315008	0.9509349528528048	0.8986734856960205	0.8863672686591018	0.9766661339299983	1.0	0.9010708007032124	0.8799744286399233	0.8652708965958127	0.9015502637046507	0.8903627936710884	0.8918011826754035	0.8716637366149912	0.8572798465718395	0.9001118747003356	0.9971232219913696	0.8996324116988972	0.9776250599328752	0.9995205369985616	0.8972350966917053	0.1937030525811092	0.9747482819242448	0.8834904906504715	0.7233498481700495	0.8842895956528688
ENSVURT00010036137	0.8623941185871824	0.8563209205689628	0.8408182835224548	0.8782163976346492	0.9966437589899312	0.9490171008470512	0.9010708007032124	0.9010708007032124	1.0	0.9463001438389004	0.9616429598849288	0.9995205369985616	0.8221192264663577	0.9558894038676682	0.9322358957967076	0.9365510628096532	0.9819402269458208	0.898194022694582	0.982419689947259	0.9026690107080071	0.9015502637046507	0.9790634489371904	0.1941825155825475	0.8997922326993767	0.9461403228384209	0.6766821160300464	0.9512545948537636
ENSSHAT00000016564	0.8404986415214959	0.840178999520537	0.824996004474988	0.8563209205689628	0.9496563848489692	0.9229662777688988	0.8786958606360876	0.8799744286399233	0.9463001438389004	1.0	0.909541313728624	0.9467796068403388	0.8059773054179319	0.929199296787598	0.9055457887166374	0.9058654307175964	0.9453412178360237	0.8828512066485537	0.9448617548345852	0.8806137126418412	0.879494965638485	0.948217995844654	0.1970592935911779	0.8834904906504715	0.9258430557775292	0.6624580469873741	0.9726706089180118
