,ENSPCOT00000024055,ENSMUST00000204003,ENSVURT00010002459,ENSMUST00000099726,ENSMODT00000085311,ENSMUST00000176875,ENSPCAT00000011120,ENSCCNT00000020451,ENSETET00000013567,ENSSHAT00000022497,ENSMEUT00000007703,ENSOGAT00000033581,ENSPCIT00000048711,ENSLAFT00000006786,ENSPSMT00000018666,ENSMICT00000062996,MGP_SPRETEiJ_T0024059,ENSMUST00000174056,ENSDORT00000028674
ENSPCOT00000024055,1.0,0.09355246523388117,0.9484829329962073,0.43584070796460184,0.9421618204804045,0.072692793931732,0.9725031605562579,0.9785082174462706,0.915929203539823,0.8609355246523388,0.8786346396965866,0.9838811630847029,0.9487989886219975,0.9235145385587863,0.9949431099873578,0.995575221238938,0.42635903919089757,0.5372945638432364,0.9775600505689002
ENSMUST00000204003,0.09355246523388117,1.0,0.09070796460176989,0.6251580278128951,0.09070796460176989,0.9674462705436156,0.09355246523388117,0.09355246523388117,0.09639696586599245,0.19310998735777496,0.12484197218710491,0.09355246523388117,0.09070796460176989,0.13811630847029077,0.09355246523388117,0.09355246523388117,0.6039823008849557,0.5518331226295828,0.09260429835651074
ENSVURT00010002459,0.9484829329962073,0.09070796460176989,1.0,0.43299620733249045,0.9788242730720607,0.06984829329962072,0.9465865992414665,0.9424778761061947,0.8871681415929203,0.8855878634639697,0.9156131479140329,0.9465865992414665,0.9924146649810367,0.8944374209860936,0.9475347661188369,0.9503792667509482,0.4235145385587864,0.5344500632111252,0.9465865992414665
ENSMUST00000099726,0.43584070796460184,0.6251580278128951,0.43299620733249045,1.0,0.43299620733249045,0.6030341340075853,0.43584070796460184,0.43584070796460184,0.438685208596713,0.5353982300884956,0.4668141592920354,0.43584070796460184,0.43299620733249045,0.48040455120101133,0.43584070796460184,0.43584070796460184,0.9706068268015171,0.8742098609355247,0.4348925410872313
ENSMODT00000085311,0.9421618204804045,0.09070796460176989,0.9788242730720607,0.43299620733249045,1.0,0.06984829329962072,0.9434260429835651,0.9396333754740834,0.8827433628318584,0.8805309734513275,0.9054993678887484,0.9415297092288243,0.9769279393173198,0.890960809102402,0.9434260429835651,0.9437420986093552,0.4235145385587864,0.5344500632111252,0.9434260429835651
ENSMUST00000176875,0.072692793931732,0.9674462705436156,0.06984829329962072,0.6030341340075853,0.06984829329962072,1.0,0.072692793931732,0.072692793931732,0.07553729456384328,0.1722503160556258,0.10398230088495575,0.072692793931732,0.06984829329962072,0.11725663716814161,0.072692793931732,0.072692793931732,0.5831226295828066,0.5350821744627055,0.07174462705436158
ENSPCAT00000011120,0.9725031605562579,0.09355246523388117,0.9465865992414665,0.43584070796460184,0.9434260429835651,0.072692793931732,1.0,0.9671302149178256,0.9096080910240202,0.8625158027812895,0.8792667509481669,0.9671302149178256,0.9478508217446271,0.9178255372945638,0.9734513274336283,0.9740834386852086,0.42635903919089757,0.5372945638432364,0.9693426042983565
ENSCCNT00000020451,0.9785082174462706,0.09355246523388117,0.9424778761061947,0.43584070796460184,0.9396333754740834,0.072692793931732,0.9671302149178256,1.0,0.9089759797724399,0.8584070796460177,0.8745259165613148,0.972819216182048,0.9415297092288243,0.915929203539823,0.9775600505689002,0.979456384323641,0.42635903919089757,0.5372945638432364,0.9759797724399494
ENSETET00000013567,0.915929203539823,0.09639696586599245,0.8871681415929203,0.438685208596713,0.8827433628318584,0.07553729456384328,0.9096080910240202,0.9089759797724399,1.0,0.8015170670037927,0.8189001264222503,0.9102402022756005,0.8871681415929203,0.8552465233881164,0.9146649810366625,0.9171934260429836,0.42920353982300885,0.5401390644753477,0.911188369152971
ENSSHAT00000022497,0.8609355246523388,0.19310998735777496,0.8855878634639697,0.5353982300884956,0.8805309734513275,0.1722503160556258,0.8625158027812895,0.8584070796460177,0.8015170670037927,1.0,0.8979140328697851,0.8599873577749684,0.8852718078381795,0.8081542351453855,0.861251580278129,0.8625158027812895,0.5259165613147914,0.6368520859671302,0.8618836915297092
ENSMEUT00000007703,0.8786346396965866,0.12484197218710491,0.9156131479140329,0.4668141592920354,0.9054993678887484,0.10398230088495575,0.8792667509481669,0.8745259165613148,0.8189001264222503,0.8979140328697851,1.0,0.8757901390644753,0.9140328697850821,0.8255372945638433,0.8780025284450064,0.8805309734513275,0.45701643489254107,0.5685840707964602,0.8764222503160556
ENSOGAT00000033581,0.9838811630847029,0.09355246523388117,0.9465865992414665,0.43584070796460184,0.9415297092288243,0.072692793931732,0.9671302149178256,0.972819216182048,0.9102402022756005,0.8599873577749684,0.8757901390644753,1.0,0.9462705436156763,0.9175094816687737,0.9838811630847029,0.9857774968394437,0.42635903919089757,0.5372945638432364,0.972819216182048
ENSPCIT00000048711,0.9487989886219975,0.09070796460176989,0.9924146649810367,0.43299620733249045,0.9769279393173198,0.06984829329962072,0.9478508217446271,0.9415297092288243,0.8871681415929203,0.8852718078381795,0.9140328697850821,0.9462705436156763,1.0,0.8950695322376738,0.9478508217446271,0.950063211125158,0.4235145385587864,0.5344500632111252,0.9456384323640961
ENSLAFT00000006786,0.9235145385587863,0.13811630847029077,0.8944374209860936,0.48040455120101133,0.890960809102402,0.11725663716814161,0.9178255372945638,0.915929203539823,0.8552465233881164,0.8081542351453855,0.8255372945638433,0.9175094816687737,0.8950695322376738,1.0,0.922566371681416,0.9247787610619469,0.4709228824273073,0.581858407079646,0.9165613147914032
ENSPSMT00000018666,0.9949431099873578,0.09355246523388117,0.9475347661188369,0.43584070796460184,0.9434260429835651,0.072692793931732,0.9734513274336283,0.9775600505689002,0.9146649810366625,0.861251580278129,0.8780025284450064,0.9838811630847029,0.9478508217446271,0.922566371681416,1.0,0.9949431099873578,0.42635903919089757,0.5372945638432364,0.9781921618204804
ENSMICT00000062996,0.995575221238938,0.09355246523388117,0.9503792667509482,0.43584070796460184,0.9437420986093552,0.072692793931732,0.9740834386852086,0.979456384323641,0.9171934260429836,0.8625158027812895,0.8805309734513275,0.9857774968394437,0.950063211125158,0.9247787610619469,0.9949431099873578,1.0,0.42635903919089757,0.5372945638432364,0.9804045512010113
MGP_SPRETEiJ_T0024059,0.42635903919089757,0.6039823008849557,0.4235145385587864,0.9706068268015171,0.4235145385587864,0.5831226295828066,0.42635903919089757,0.42635903919089757,0.42920353982300885,0.5259165613147914,0.45701643489254107,0.42635903919089757,0.4235145385587864,0.4709228824273073,0.42635903919089757,0.42635903919089757,1.0,0.8558786346396966,0.42541087231352726
ENSMUST00000174056,0.5372945638432364,0.5518331226295828,0.5344500632111252,0.8742098609355247,0.5344500632111252,0.5350821744627055,0.5372945638432364,0.5372945638432364,0.5401390644753477,0.6368520859671302,0.5685840707964602,0.5372945638432364,0.5344500632111252,0.581858407079646,0.5372945638432364,0.5372945638432364,0.8558786346396966,1.0,0.536346396965866
ENSDORT00000028674,0.9775600505689002,0.09260429835651074,0.9465865992414665,0.4348925410872313,0.9434260429835651,0.07174462705436158,0.9693426042983565,0.9759797724399494,0.911188369152971,0.8618836915297092,0.8764222503160556,0.972819216182048,0.9456384323640961,0.9165613147914032,0.9781921618204804,0.9804045512010113,0.42541087231352726,0.536346396965866,1.0
