,ENSKMAT00000026688,ENSPMET00000027063,ENSPLAT00000018564,ENSCVAT00000020653,ENSXCOT00000012659,ENSCVAT00000030628,ENSGAFT00000014104,ENSGAFT00000014105,ENSPFOT00000023511,ENSXMAT00000031493,ENSPFOT00000001779,ENSPRET00000029017,ENSFHET00000006029,ENSXCOT00000012661
ENSKMAT00000026688,1.0,0.8576965669988926,0.858250276854928,0.8698781838316723,0.1982281284606866,0.8698781838316723,0.8554817275747508,0.8554817275747508,0.8244739756367664,0.8621262458471761,0.8554817275747508,0.8610188261351052,0.8626799557032115,0.18493909191583613
ENSPMET00000027063,0.8576965669988926,1.0,0.9928017718715393,0.8997785160575859,0.20155038759689925,0.8997785160575859,0.969545957918051,0.969545957918051,0.9080841638981174,0.9634551495016611,0.9944629014396457,0.9778516057585825,0.8981173864894795,0.18826135105204878
ENSPLAT00000018564,0.858250276854928,0.9928017718715393,1.0,0.8986710963455149,0.2026578073089701,0.8986710963455149,0.9700996677740864,0.9700996677740864,0.9097452934662237,0.9640088593576965,0.9950166112956811,0.9778516057585825,0.8992248062015504,0.18936877076411962
ENSCVAT00000020653,0.8698781838316723,0.8997785160575859,0.8986710963455149,1.0,0.2026578073089701,1.0,0.8970099667774086,0.8970099667774086,0.8549280177187154,0.8986710963455149,0.8970099667774086,0.8997785160575859,0.8992248062015504,0.18936877076411962
ENSXCOT00000012659,0.1982281284606866,0.20155038759689925,0.2026578073089701,0.2026578073089701,1.0,0.2026578073089701,0.20321151716500552,0.20321151716500552,0.2829457364341086,0.21262458471760803,0.20210409745293467,0.20542635658914732,0.2004429678848283,0.8748615725359912
ENSCVAT00000030628,0.8698781838316723,0.8997785160575859,0.8986710963455149,1.0,0.2026578073089701,1.0,0.8970099667774086,0.8970099667774086,0.8549280177187154,0.8986710963455149,0.8970099667774086,0.8997785160575859,0.8992248062015504,0.18936877076411962
ENSGAFT00000014104,0.8554817275747508,0.969545957918051,0.9700996677740864,0.8970099667774086,0.20321151716500552,0.8970099667774086,1.0,1.0,0.8892580287929125,0.964562569213732,0.9689922480620154,0.9667774086378738,0.8925802879291251,0.18992248062015504
ENSGAFT00000014105,0.8554817275747508,0.969545957918051,0.9700996677740864,0.8970099667774086,0.20321151716500552,0.8970099667774086,1.0,1.0,0.8892580287929125,0.964562569213732,0.9689922480620154,0.9667774086378738,0.8925802879291251,0.18992248062015504
ENSPFOT00000023511,0.8244739756367664,0.9080841638981174,0.9097452934662237,0.8549280177187154,0.2829457364341086,0.8549280177187154,0.8892580287929125,0.8892580287929125,1.0,0.8903654485049833,0.9136212624584718,0.8959025470653378,0.844407530454042,0.269656699889258
ENSXMAT00000031493,0.8621262458471761,0.9634551495016611,0.9640088593576965,0.8986710963455149,0.21262458471760803,0.8986710963455149,0.964562569213732,0.964562569213732,0.8903654485049833,1.0,0.9623477297895903,0.9662236987818383,0.8964562569213732,0.19933554817275745
ENSPFOT00000001779,0.8554817275747508,0.9944629014396457,0.9950166112956811,0.8970099667774086,0.20210409745293467,0.8970099667774086,0.9689922480620154,0.9689922480620154,0.9136212624584718,0.9623477297895903,1.0,0.9767441860465116,0.8970099667774086,0.1888150609080842
ENSPRET00000029017,0.8610188261351052,0.9778516057585825,0.9778516057585825,0.8997785160575859,0.20542635658914732,0.8997785160575859,0.9667774086378738,0.9667774086378738,0.8959025470653378,0.9662236987818383,0.9767441860465116,1.0,0.8959025470653378,0.19213732004429684
ENSFHET00000006029,0.8626799557032115,0.8981173864894795,0.8992248062015504,0.8992248062015504,0.2004429678848283,0.8992248062015504,0.8925802879291251,0.8925802879291251,0.844407530454042,0.8964562569213732,0.8970099667774086,0.8959025470653378,1.0,0.18715393133997782
ENSXCOT00000012661,0.18493909191583613,0.18826135105204878,0.18936877076411962,0.18936877076411962,0.8748615725359912,0.18936877076411962,0.18992248062015504,0.18992248062015504,0.269656699889258,0.19933554817275745,0.1888150609080842,0.19213732004429684,0.18715393133997782,1.0
