,T25D10.1.1,W07G4.2.1,C06E1.7.1,F08A8.5a.1,F31F4.11a.1,T28A8.2.1,Y5H2B.1a.1,T26H5.8.1,T26H5.8.2,T26H5.8.4,F31F4.11b.1,Y5H2B.1b.1,T28F2.1.1,T26H5.8.3,F17B5.6.1,C18G1.8.1,T26E4.3.1,EGAP9.2.1,F11A5.5b.1,Y71H2AM.14b.1,F11A5.5a.1,EGAP9.3.1,C17A2.4.1,F58D5.3.1,Y71H2AM.14a.1,T26E4.4.1,F41D3.6.1,F31F4.17.1,F08A8.5b.1,C14C6.3.1
T25D10.1.1,1.0,0.7572160148975792,0.744413407821229,0.7420856610800745,0.750465549348231,0.7267225325884544,0.7462756052141527,0.7651303538175046,0.7651303538175046,0.7651303538175046,0.7574487895716946,0.7506983240223464,0.7493016759776536,0.7651303538175046,0.7493016759776536,0.7567504655493482,0.7255586592178771,0.7516294227188082,0.7383612662942272,0.7567504655493482,0.7404562383612663,0.750465549348231,0.7337057728119181,0.7269553072625698,0.7625698324022346,0.7222998137802608,0.7562849162011173,0.7316108007448789,0.7439478584729982,0.7614059590316573
W07G4.2.1,0.7572160148975792,1.0,0.8363594040968343,0.7672253258845437,0.8675512104283054,0.806098696461825,0.8596368715083799,0.7804934823091247,0.7804934823091247,0.7804934823091247,0.8577746741154563,0.8517225325884544,0.8163407821229051,0.7804934823091247,0.8149441340782123,0.8810521415270018,0.7693202979515829,0.8149441340782123,0.8382216014897579,0.8752327746741154,0.840316573556797,0.8151769087523277,0.8033054003724395,0.7497672253258846,0.8675512104283054,0.7490689013035382,0.803072625698324,0.8489292364990689,0.7655959031657356,0.8926908752327747
C06E1.7.1,0.744413407821229,0.8363594040968343,1.0,0.7660614525139665,0.8405493482309124,0.8070297951582868,0.8331005586592178,0.7639664804469274,0.7639664804469274,0.7639664804469274,0.835195530726257,0.8265828677839852,0.8093575418994413,0.7639664804469274,0.8058659217877095,0.8396182495344506,0.7651303538175046,0.8149441340782123,0.818901303538175,0.8435754189944135,0.8209962756052142,0.8114525139664804,0.7900372439478585,0.7376629422718808,0.8375232774674115,0.7267225325884544,0.8014432029795159,0.8242551210428305,0.7618715083798883,0.8389199255121043
F08A8.5a.1,0.7420856610800745,0.7672253258845437,0.7660614525139665,1.0,0.7553538175046555,0.7369646182495344,0.7562849162011173,0.8747672253258846,0.8747672253258846,0.8747672253258846,0.7567504655493482,0.7544227188081937,0.777001862197393,0.8747672253258846,0.7653631284916201,0.7697858472998138,0.8601024208566108,0.7746741154562383,0.7506983240223464,0.7758379888268156,0.75256052141527,0.7751396648044693,0.7136871508379888,0.8195996275605214,0.7737430167597765,0.8477653631284916,0.7660614525139665,0.7406890130353817,0.986731843575419,0.7625698324022346
F31F4.11a.1,0.750465549348231,0.8675512104283054,0.8405493482309124,0.7553538175046555,1.0,0.8028398510242085,0.917364990689013,0.7721135940409684,0.7721135940409684,0.7721135940409684,0.9776536312849162,0.9066573556797021,0.8095903165735568,0.7721135940409684,0.8123836126629422,0.8703445065176909,0.7635009310986964,0.8105214152700186,0.851024208566108,0.8503258845437617,0.8531191806331471,0.8116852886405959,0.8303072625698324,0.7534916201117319,0.8470670391061452,0.7439478584729982,0.8035381750465549,0.9094506517690876,0.7502327746741154,0.8635940409683427
T28A8.2.1,0.7267225325884544,0.806098696461825,0.8070297951582868,0.7369646182495344,0.8028398510242085,1.0,0.8009776536312849,0.74743947858473,0.74743947858473,0.74743947858473,0.8026070763500931,0.7991154562383612,0.7835195530726257,0.74743947858473,0.7828212290502793,0.8156424581005587,0.7420856610800745,0.785148975791434,0.7888733705772812,0.8251862197392924,0.7909683426443203,0.7823556797020484,0.7611731843575419,0.7271880819366853,0.8184357541899442,0.7099627560521415,0.7863128491620112,0.7828212290502793,0.7295158286778398,0.8067970204841713
Y5H2B.1a.1,0.7462756052141527,0.8596368715083799,0.8331005586592178,0.7562849162011173,0.917364990689013,0.8009776536312849,1.0,0.7702513966480447,0.7702513966480447,0.7702513966480447,0.9075884543761639,0.9864990689013036,0.8051675977653632,0.7702513966480447,0.8058659217877095,0.8635940409683427,0.7660614525139665,0.8065642458100558,0.8561452513966481,0.8466014897579144,0.8582402234636871,0.805633147113594,0.8216945996275605,0.749534450651769,0.8447392923649907,0.7537243947858473,0.7991154562383612,0.9157355679702048,0.7511638733705773,0.8573091247672253
T26H5.8.1,0.7651303538175046,0.7804934823091247,0.7639664804469274,0.8747672253258846,0.7721135940409684,0.74743947858473,0.7702513966480447,1.0,1.0,1.0,0.7737430167597765,0.7686219739292365,0.7797951582867784,1.0,0.7707169459962756,0.7763035381750466,0.8347299813780261,0.7777001862197392,0.7630353817504656,0.7835195530726257,0.7648975791433892,0.7758379888268156,0.7378957169459963,0.8067970204841713,0.7858472998137802,0.8568435754189944,0.7777001862197392,0.755586592178771,0.8817504655493482,0.7760707635009311
T26H5.8.2,0.7651303538175046,0.7804934823091247,0.7639664804469274,0.8747672253258846,0.7721135940409684,0.74743947858473,0.7702513966480447,1.0,1.0,1.0,0.7737430167597765,0.7686219739292365,0.7797951582867784,1.0,0.7707169459962756,0.7763035381750466,0.8347299813780261,0.7777001862197392,0.7630353817504656,0.7835195530726257,0.7648975791433892,0.7758379888268156,0.7378957169459963,0.8067970204841713,0.7858472998137802,0.8568435754189944,0.7777001862197392,0.755586592178771,0.8817504655493482,0.7760707635009311
T26H5.8.4,0.7651303538175046,0.7804934823091247,0.7639664804469274,0.8747672253258846,0.7721135940409684,0.74743947858473,0.7702513966480447,1.0,1.0,1.0,0.7737430167597765,0.7686219739292365,0.7797951582867784,1.0,0.7707169459962756,0.7763035381750466,0.8347299813780261,0.7777001862197392,0.7630353817504656,0.7835195530726257,0.7648975791433892,0.7758379888268156,0.7378957169459963,0.8067970204841713,0.7858472998137802,0.8568435754189944,0.7777001862197392,0.755586592178771,0.8817504655493482,0.7760707635009311
F31F4.11b.1,0.7574487895716946,0.8577746741154563,0.835195530726257,0.7567504655493482,0.9776536312849162,0.8026070763500931,0.9075884543761639,0.7737430167597765,0.7737430167597765,0.7737430167597765,1.0,0.9131750465549349,0.8100558659217877,0.7737430167597765,0.8170391061452514,0.8610335195530726,0.7651303538175046,0.8102886405959032,0.840782122905028,0.8424115456238361,0.8428770949720671,0.8123836126629422,0.8279795158286778,0.7572160148975792,0.8391527001862198,0.7455772811918063,0.8107541899441341,0.8950186219739292,0.7516294227188082,0.8533519553072626
Y5H2B.1b.1,0.7506983240223464,0.8517225325884544,0.8265828677839852,0.7544227188081937,0.9066573556797021,0.7991154562383612,0.9864990689013036,0.7686219739292365,0.7686219739292365,0.7686219739292365,0.9131750465549349,1.0,0.8021415270018621,0.7686219739292365,0.8077281191806331,0.8556797020484171,0.7639664804469274,0.8035381750465549,0.8463687150837989,0.8389199255121043,0.848463687150838,0.8028398510242085,0.8205307262569832,0.7497672253258846,0.8370577281191807,0.7520949720670391,0.8037709497206704,0.9047951582867784,0.7493016759776536,0.8482309124767226
T28F2.1.1,0.7493016759776536,0.8163407821229051,0.8093575418994413,0.777001862197393,0.8095903165735568,0.7835195530726257,0.8051675977653632,0.7797951582867784,0.7797951582867784,0.7797951582867784,0.8100558659217877,0.8021415270018621,1.0,0.7797951582867784,0.8938547486033519,0.8230912476722533,0.7753724394785847,0.9355214152700186,0.7912011173184358,0.8123836126629422,0.7932960893854749,0.9457635009310987,0.7497672253258846,0.7513966480446927,0.8142458100558659,0.7483705772811918,0.8896648044692738,0.792364990689013,0.7777001862197392,0.8081936685288641
T26H5.8.3,0.7651303538175046,0.7804934823091247,0.7639664804469274,0.8747672253258846,0.7721135940409684,0.74743947858473,0.7702513966480447,1.0,1.0,1.0,0.7737430167597765,0.7686219739292365,0.7797951582867784,1.0,0.7707169459962756,0.7763035381750466,0.8347299813780261,0.7777001862197392,0.7630353817504656,0.7835195530726257,0.7648975791433892,0.7758379888268156,0.7378957169459963,0.8067970204841713,0.7858472998137802,0.8568435754189944,0.7777001862197392,0.755586592178771,0.8817504655493482,0.7760707635009311
F17B5.6.1,0.7493016759776536,0.8149441340782123,0.8058659217877095,0.7653631284916201,0.8123836126629422,0.7828212290502793,0.8058659217877095,0.7707169459962756,0.7707169459962756,0.7707169459962756,0.8170391061452514,0.8077281191806331,0.8938547486033519,0.7707169459962756,1.0,0.8221601489757915,0.7725791433891993,0.8936219739292365,0.7874767225325885,0.811219739292365,0.7895716945996276,0.8968808193668529,0.7604748603351955,0.7539571694599627,0.8172718808193669,0.7402234636871509,0.8878026070763501,0.7916666666666666,0.7648975791433892,0.8084264432029795
C18G1.8.1,0.7567504655493482,0.8810521415270018,0.8396182495344506,0.7697858472998138,0.8703445065176909,0.8156424581005587,0.8635940409683427,0.7763035381750466,0.7763035381750466,0.7763035381750466,0.8610335195530726,0.8556797020484171,0.8230912476722533,0.7763035381750466,0.8221601489757915,1.0,0.7676908752327747,0.8226256983240223,0.845903165735568,0.8889664804469274,0.847998137802607,0.8214618249534451,0.8209962756052142,0.7546554934823091,0.898975791433892,0.7395251396648045,0.8240223463687151,0.854050279329609,0.7565176908752328,0.8845437616387337
T26E4.3.1,0.7255586592178771,0.7693202979515829,0.7651303538175046,0.8601024208566108,0.7635009310986964,0.7420856610800745,0.7660614525139665,0.8347299813780261,0.8347299813780261,0.8347299813780261,0.7651303538175046,0.7639664804469274,0.7753724394785847,0.8347299813780261,0.7725791433891993,0.7676908752327747,1.0,0.7737430167597765,0.75,0.7751396648044693,0.7518621973929237,0.7730446927374302,0.7197392923649907,0.7895716945996276,0.7718808193668529,0.8047020484171322,0.7690875232774674,0.7465083798882681,0.8552141527001862,0.7681564245810056
EGAP9.2.1,0.7516294227188082,0.8149441340782123,0.8149441340782123,0.7746741154562383,0.8105214152700186,0.785148975791434,0.8065642458100558,0.7777001862197392,0.7777001862197392,0.7777001862197392,0.8102886405959032,0.8035381750465549,0.9355214152700186,0.7777001862197392,0.8936219739292365,0.8226256983240223,0.7737430167597765,1.0,0.7881750465549349,0.8079608938547486,0.7902700186219739,0.9485567970204841,0.7553538175046555,0.75,0.8100558659217877,0.7446461824953445,0.8852420856610801,0.792364990689013,0.7749068901303539,0.8100558659217877
