	ENSGGOT00000055016	ENSPTET00000015674	ENSPTRT00000074578	ENSPTRT00000073926	ENST00000399974	ENSTGET00000002723	ENST00000512524	ENSPTET00000057445	ENSTGET00000037732	ENSCSAT00000018938	ENSPPAT00000042524
ENSGGOT00000055016	1.0	0.9204545454545454	0.9886363636363636	0.7613636363636364	1.0	0.7045454545454546	0.7613636363636364	0.7272727272727273	0.9318181818181818	0.8863636363636364	1.0
ENSPTET00000015674	0.9204545454545454	1.0	0.9090909090909092	0.7386363636363636	0.9204545454545454	0.6931818181818182	0.7386363636363636	0.7159090909090909	0.9886363636363636	0.9431818181818182	0.9204545454545454
ENSPTRT00000074578	0.9886363636363636	0.9090909090909092	1.0	0.75	0.9886363636363636	0.6931818181818182	0.75	0.7159090909090909	0.9204545454545454	0.875	0.9886363636363636
ENSPTRT00000073926	0.7613636363636364	0.7386363636363636	0.75	1.0	0.7613636363636364	0.8977272727272727	1.0	0.9204545454545454	0.7272727272727273	0.7613636363636364	0.7613636363636364
ENST00000399974	1.0	0.9204545454545454	0.9886363636363636	0.7613636363636364	1.0	0.7045454545454546	0.7613636363636364	0.7272727272727273	0.9318181818181818	0.8863636363636364	1.0
ENSTGET00000002723	0.7045454545454546	0.6931818181818182	0.6931818181818182	0.8977272727272727	0.7045454545454546	1.0	0.8977272727272727	0.9772727272727272	0.6818181818181818	0.7159090909090909	0.7045454545454546
ENST00000512524	0.7613636363636364	0.7386363636363636	0.75	1.0	0.7613636363636364	0.8977272727272727	1.0	0.9204545454545454	0.7272727272727273	0.7613636363636364	0.7613636363636364
ENSPTET00000057445	0.7272727272727273	0.7159090909090909	0.7159090909090909	0.9204545454545454	0.7272727272727273	0.9772727272727272	0.9204545454545454	1.0	0.7045454545454546	0.7386363636363636	0.7272727272727273
ENSTGET00000037732	0.9318181818181818	0.9886363636363636	0.9204545454545454	0.7272727272727273	0.9318181818181818	0.6818181818181818	0.7272727272727273	0.7045454545454546	1.0	0.9545454545454546	0.9318181818181818
ENSCSAT00000018938	0.8863636363636364	0.9431818181818182	0.875	0.7613636363636364	0.8863636363636364	0.7159090909090909	0.7613636363636364	0.7386363636363636	0.9545454545454546	1.0	0.8863636363636364
ENSPPAT00000042524	1.0	0.9204545454545454	0.9886363636363636	0.7613636363636364	1.0	0.7045454545454546	0.7613636363636364	0.7272727272727273	0.9318181818181818	0.8863636363636364	1.0
