,ENSSHAT00000009164,ENSSHAT00000009165,ENSMODT00000012469,ENSMODT00000080766,ENSVURT00010028008,ENSMODT00000061257,ENSMODT00000064411,ENSVURT00010028005,ENSPCIT00000042209,ENSVURT00010027963,ENSPCIT00000042204,ENSMODT00000053868,ENSMODT00000064087,ENSVURT00010027957,ENSMODT00000056231,ENSVURT00010027994,ENSPCIT00000042217,ENSVURT00010027975,ENSPCIT00000042212
ENSSHAT00000009164,1.0,0.9868198715782359,0.8462318350794187,0.9151740452855694,0.9006421088205475,0.8982764447448462,0.909766813112538,0.8874619803987833,0.9418722541399122,0.9229469415343021,0.9172017573504563,0.9087529570800946,0.9398445420750253,0.9472794863129436,0.8540047313281514,0.8925312605610003,0.885772220344711,0.891517404528557,0.8820547482257519
ENSSHAT00000009165,0.9868198715782359,1.0,0.8506252112200068,0.9036836769178777,0.9050354849611355,0.9026698208854342,0.8982764447448462,0.8918553565393714,0.9462656302805001,0.9273403176748901,0.9215951334910443,0.8972625887124028,0.9283541737073335,0.9516728624535316,0.8425143629604596,0.8969246367015884,0.8901655964852991,0.895910780669145,0.88644812436634
ENSMODT00000012469,0.8462318350794187,0.8506252112200068,1.0,0.9290300777289625,0.8107468739439,0.8752957080094627,0.9351132139236229,0.8492734031767489,0.8563703954038526,0.8827306522473809,0.8817167962149375,0.9351132139236229,0.9036836769178777,0.857384251436296,0.9918891517404529,0.914160189253126,0.9131463332206826,0.914160189253126,0.84859749915512
ENSMODT00000080766,0.9151740452855694,0.9036836769178777,0.9290300777289625,1.0,0.8634673876309564,0.9300439337614059,0.94322406218317,0.9019939168638054,0.9090909090909091,0.9354511659344373,0.9344373099019939,0.94322406218317,0.9746535991889151,0.9101047651233525,0.9371409259885096,0.9057113889827645,0.9033457249070632,0.9043595809395066,0.9013180128421764
ENSVURT00010028008,0.9006421088205475,0.9050354849611355,0.8107468739439,0.8634673876309564,1.0,0.862453531598513,0.858060155457925,0.8905035484961136,0.9283541737073335,0.9270023656640757,0.9033457249070632,0.8567083474146672,0.8877999324095979,0.9523487664751605,0.8026360256843528,0.8955728286583305,0.871916187901318,0.8955728286583305,0.8678607637715444
ENSMODT00000061257,0.8982764447448462,0.9026698208854342,0.8752957080094627,0.9300439337614059,0.862453531598513,1.0,0.9239607975667455,0.9212571814802298,0.9087529570800946,0.8847583643122676,0.8840824602906387,0.9239607975667455,0.9553903345724907,0.9090909090909091,0.8671848597499155,0.8550185873605948,0.852990875295708,0.8536667793173369,0.9205812774586009
ENSMODT00000064411,0.909766813112538,0.8982764447448462,0.9351132139236229,0.94322406218317,0.858060155457925,0.9239607975667455,1.0,0.8469077391010477,0.9040216289286921,0.8803649881716796,0.8793511321392362,0.9371409259885096,0.9685704629942549,0.9046975329503211,0.94322406218317,0.9117945251774248,0.8482595471443055,0.8492734031767489,0.8462318350794187
ENSVURT00010028005,0.8874619803987833,0.8918553565393714,0.8492734031767489,0.9019939168638054,0.8905035484961136,0.9212571814802298,0.8469077391010477,1.0,0.9151740452855694,0.9635011828320379,0.9405204460966543,0.8455559310577898,0.8766475160527205,0.938154782020953,0.8411625549172017,0.9320716458262926,0.9090909090909091,0.9320716458262926,0.9770192632646164
ENSPCIT00000042209,0.9418722541399122,0.9462656302805001,0.8563703954038526,0.9090909090909091,0.9283541737073335,0.9087529570800946,0.9040216289286921,0.9151740452855694,1.0,0.9506590064210882,0.9746535991889151,0.9026698208854342,0.9337614058803649,0.9756674552213586,0.8482595471443055,0.919905373436972,0.94322406218317,0.919229469415343,0.938154782020953
ENSVURT00010027963,0.9229469415343021,0.9273403176748901,0.8827306522473809,0.9354511659344373,0.9270023656640757,0.8847583643122676,0.8803649881716796,0.9635011828320379,0.9506590064210882,1.0,0.976005407232173,0.8790131801284218,0.9101047651233525,0.9746535991889151,0.8746198039878337,0.9685704629942549,0.9445758702264279,0.9685704629942549,0.9405204460966543
