	ENSNLET00000046942	ENSPPAT00000055368	ENSCCNT00000002945	ENSSHAT00000015565	ENSNLET00000019590	ENSNLET00000053660	ENSEBUT00000024615	ENSVURT00010008798	ENSPTRT00000102049	ENSNLET00000056825	ENSCCNT00000004933	ENSMODT00000058355	ENSMODT00000005517
ENSNLET00000046942	1.0	0.9995295741077588	0.9655648246879508	0.9802734742520228	0.9811202408580568	0.97936398419369	0.9777018127077716	0.9801793890735746	0.9994982123816096	0.9818101988333438	0.969108699742834	0.9635263124882394	0.9730289155115096
ENSPPAT00000055368	0.9995295741077588	1.0	0.9655648246879508	0.9801480273474252	0.9809634322273098	0.9793012607413912	0.9776077275293232	0.9800539421689771	0.9999059148215518	0.9816847519287462	0.969108699742834	0.9634008655836416	0.972903468606912
ENSCCNT00000002945	0.9655648246879508	0.9655648246879508	1.0	0.96612933575864	0.9703318070626608	0.9709276798594996	0.965188483974158	0.9658784419494448	0.9655648246879508	0.9664743147462836	0.9664429530201344	0.9495076208994544	0.9590102239227248
ENSSHAT00000015565	0.9802734742520228	0.9801480273474252	0.96612933575864	1.0	0.9928808881640846	0.9800225804428276	0.9889606723954086	0.9985259988709778	0.9801480273474252	0.99576616696983	0.9838487110330552	0.9813397729411026	0.9908423759643732
ENSNLET00000019590	0.9811202408580568	0.9809634322273098	0.9703318070626608	0.9928808881640846	1.0	0.9850090949005832	0.9870162453741452	0.9926613560810388	0.9809634322273098	0.9961425076836228	0.9823433481778836	0.9761964498526	0.9856990528758705
ENSNLET00000053660	0.97936398419369	0.9793012607413912	0.9709276798594996	0.9800225804428276	0.9850090949005832	1.0	0.977356833720128	0.9799598569905288	0.9793012607413912	0.9811516025842062	0.975443768425014	0.9633381421313431	0.9728407451546132
ENSEBUT00000024615	0.9777018127077716	0.9776077275293232	0.965188483974158	0.9889606723954086	0.9870162453741452	0.977356833720128	1.0	0.989525183466098	0.9776077275293232	0.9891802044784545	0.9794267076459888	0.9729975537853603	0.9825001568086308
ENSVURT00010008798	0.9801793890735746	0.9800539421689771	0.9658784419494448	0.9985259988709778	0.9926613560810388	0.9799598569905288	0.989525183466098	1.0	0.9800539421689771	0.9958602521482782	0.9844132221037446	0.982217901273286	0.9917205042965564
ENSPTRT00000102049	0.9994982123816096	0.9999059148215518	0.9655648246879508	0.9801480273474252	0.9809634322273098	0.9793012607413912	0.9776077275293232	0.9800539421689771	1.0	0.9816847519287462	0.969108699742834	0.9634008655836416	0.972903468606912
ENSNLET00000056825	0.9818101988333438	0.9816847519287462	0.9664743147462836	0.99576616696983	0.9961425076836228	0.9811516025842062	0.9891802044784545	0.9958602521482782	0.9816847519287462	1.0	0.9856363294235716	0.9791130903844948	0.9886156934077652
ENSCCNT00000004933	0.969108699742834	0.969108699742834	0.9664429530201344	0.9838487110330552	0.9823433481778836	0.975443768425014	0.9794267076459888	0.9844132221037446	0.969108699742834	0.9856363294235716	1.0	0.9676974220661104	0.9772000250893811
ENSMODT00000058355	0.9635263124882394	0.9634008655836416	0.9495076208994544	0.9813397729411026	0.9761964498526	0.9633381421313431	0.9729975537853603	0.982217901273286	0.9634008655836416	0.9791130903844948	0.9676974220661104	1.0	0.9868594367433984
ENSMODT00000005517	0.9730289155115096	0.972903468606912	0.9590102239227248	0.9908423759643732	0.9856990528758705	0.9728407451546132	0.9825001568086308	0.9917205042965564	0.972903468606912	0.9886156934077652	0.9772000250893811	0.9868594367433984	1.0
