	ENSACIT00000028327	ENSMMOT00000024381	ENSPMET00000025642	ENSMZET00005034656	ENSHBUT00000031636	ENSPLAT00000002167	ENSGAFT00000017505	ENSPNYT00000026383	ENSACLT00000006162	ENSMAMT00000019413	ENSXCOT00000022748	ENSNBRT00000004186	ENSPRET00000004757
ENSACIT00000028327	1.0	0.36976744186046506	0.5325581395348837	0.686046511627907	0.686046511627907	0.5302325581395348	0.4976744186046511	0.686046511627907	0.686046511627907	0.5720930232558139	0.5534883720930233	0.6604651162790698	0.5627906976744186
ENSMMOT00000024381	0.36976744186046506	1.0	0.6116279069767442	0.5116279069767442	0.5116279069767442	0.6116279069767442	0.6046511627906976	0.5116279069767442	0.5116279069767442	0.4906976744186047	0.5651162790697675	0.4790697674418605	0.5767441860465117
ENSPMET00000025642	0.5325581395348837	0.6116279069767442	1.0	0.7465116279069768	0.7441860465116279	0.9953488372093025	0.8511627906976744	0.7465116279069768	0.7465116279069768	0.6906976744186046	0.944186046511628	0.7069767441860465	0.9534883720930232
ENSMZET00005034656	0.686046511627907	0.5116279069767442	0.7465116279069768	1.0	0.9953488372093025	0.7441860465116279	0.6883720930232559	1.0	1.0	0.8209302325581396	0.772093023255814	0.9604651162790696	0.7767441860465116
ENSHBUT00000031636	0.686046511627907	0.5116279069767442	0.7441860465116279	0.9953488372093025	1.0	0.7418604651162791	0.686046511627907	0.9953488372093025	0.9953488372093025	0.8209302325581396	0.7697674418604651	0.955813953488372	0.7744186046511627
ENSPLAT00000002167	0.5302325581395348	0.6116279069767442	0.9953488372093025	0.7441860465116279	0.7418604651162791	1.0	0.8511627906976744	0.7441860465116279	0.7441860465116279	0.6883720930232559	0.944186046511628	0.7046511627906977	0.9534883720930232
ENSGAFT00000017505	0.4976744186046511	0.6046511627906976	0.8511627906976744	0.6883720930232559	0.686046511627907	0.8511627906976744	1.0	0.6883720930232559	0.6883720930232559	0.7023255813953488	0.8860465116279069	0.6488372093023256	0.8860465116279069
ENSPNYT00000026383	0.686046511627907	0.5116279069767442	0.7465116279069768	1.0	0.9953488372093025	0.7441860465116279	0.6883720930232559	1.0	1.0	0.8209302325581396	0.772093023255814	0.9604651162790696	0.7767441860465116
ENSACLT00000006162	0.686046511627907	0.5116279069767442	0.7465116279069768	1.0	0.9953488372093025	0.7441860465116279	0.6883720930232559	1.0	1.0	0.8209302325581396	0.772093023255814	0.9604651162790696	0.7767441860465116
ENSMAMT00000019413	0.5720930232558139	0.4906976744186047	0.6906976744186046	0.8209302325581396	0.8209302325581396	0.6883720930232559	0.7023255813953488	0.8209302325581396	0.8209302325581396	1.0	0.7069767441860465	0.7953488372093023	0.7186046511627907
ENSXCOT00000022748	0.5534883720930233	0.5651162790697675	0.944186046511628	0.772093023255814	0.7697674418604651	0.944186046511628	0.8860465116279069	0.772093023255814	0.772093023255814	0.7069767441860465	1.0	0.7325581395348837	0.9767441860465116
ENSNBRT00000004186	0.6604651162790698	0.4790697674418605	0.7069767441860465	0.9604651162790696	0.955813953488372	0.7046511627906977	0.6488372093023256	0.9604651162790696	0.9604651162790696	0.7953488372093023	0.7325581395348837	1.0	0.7372093023255814
ENSPRET00000004757	0.5627906976744186	0.5767441860465117	0.9534883720930232	0.7767441860465116	0.7744186046511627	0.9534883720930232	0.8860465116279069	0.7767441860465116	0.7767441860465116	0.7186046511627907	0.9767441860465116	0.7372093023255814	1.0
