	ENSDCDT00000008173	ENSEEET00000006857	ENSEEET00000006858	ENSEEET00000006859	FBtr0078778	ENSEBUT00000003924	ENSIPUT00000021551	ENSCHAT00000040449	ENSDCDT00000008094	ENSEEET00000006849	ENSCHAT00000040423	ENSCHAT00000040353	ENSCHAT00000040395	ENSCHAT00000040464	C24G6.3.1	ENSEEET00000006861	ENSAMXT00000003146	ENSPMAT00000005339	ENSEEET00000006863
ENSDCDT00000008173	1.0	0.8669562856367092	0.8185356140827225	0.8493981355778804	0.5497330075119921	0.7549099466015023	0.8678613449180921	0.8138293058195312	0.9386369807222372	0.8746492895284641	0.8760068784505385	0.8747397954566024	0.8789030681509639	0.8596253054575075	0.5996922798443298	0.8458684043804869	0.8802606570730382	0.7890306815096388	0.8465924518055933
ENSEEET00000006857	0.8669562856367092	1.0	0.8964612182097927	0.934202190243461	0.561770295954385	0.7642320571997466	0.8721151235405921	0.799257851389266	0.8549189971943162	0.9231604670105892	0.8639695900081455	0.8567291157570821	0.8513892659969228	0.849579147434157	0.6159833469092225	0.9321205538962802	0.8755543488098471	0.7825142546836817	0.9233414788668658
ENSEEET00000006858	0.8185356140827225	0.8964612182097927	1.0	0.8822517874920808	0.6134491809213504	0.8067698434247443	0.8295773373155941	0.8600778350981989	0.8164539777355416	0.8646936374332519	0.824871029052403	0.8166349895918182	0.8071318671372975	0.8364557878541045	0.6415965245723595	0.913838356412345	0.8386279301294235	0.7907502941442665	0.8894922617431442
ENSEEET00000006859	0.8493981355778804	0.934202190243461	0.8822517874920808	1.0	0.5988777264910852	0.7701149425287356	0.8350076930038918	0.8083084442030953	0.8195311792922436	0.8713005701873473	0.8735632183908046	0.8201647207892117	0.8637885781518689	0.8574531631821884	0.6375237578061363	0.8842429179111232	0.8427006968956466	0.8191691555796905	0.8975472893474522
FBtr0078778	0.5497330075119921	0.561770295954385	0.6134491809213504	0.5988777264910852	1.0	0.5575165173318852	0.5196850393700787	0.5973391257127342	0.5186894741605576	0.5212236401484297	0.5786949045162458	0.5179654267354512	0.5689202642773101	0.5994207620599149	0.5981536790659788	0.5619513078106616	0.5253869128427912	0.686849488641506	0.5752556792469907
ENSEBUT00000003924	0.7549099466015023	0.7642320571997466	0.8067698434247443	0.7701149425287356	0.5575165173318852	1.0	0.7777174404923523	0.7588017015114491	0.7757263100733098	0.7794370531269799	0.7534618517512897	0.7758168160014481	0.7668567291157571	0.7434156937279391	0.5974296316408725	0.7931939542040004	0.7851389265996923	0.7273056385193231	0.7957281201918726
ENSIPUT00000021551	0.8678613449180921	0.8721151235405921	0.8295773373155941	0.8350076930038918	0.5196850393700787	0.7777174404923523	1.0	0.7854104443841071	0.9054213050954838	0.937641415512716	0.8455063806679337	0.9084080007240474	0.8454158747397954	0.8369988234229342	0.5852113313422029	0.8655986967146349	0.9362838265906416	0.7632364919902254	0.8604398588107521
ENSCHAT00000040449	0.8138293058195312	0.799257851389266	0.8600778350981989	0.8083084442030953	0.5973391257127342	0.7588017015114491	0.7854104443841071	1.0	0.7834193139650647	0.7868585392343198	0.8581772106072948	0.8274051950402751	0.8536519142003801	0.8807131867137298	0.6034030228979999	0.7990768395329894	0.7887591637252241	0.7793465471988416	0.7995293691736809
ENSDCDT00000008094	0.9386369807222372	0.8549189971943162	0.8164539777355416	0.8195311792922436	0.5186894741605576	0.7757263100733098	0.9054213050954838	0.7834193139650647	1.0	0.9113041904244727	0.8476785229432527	0.9165535342564938	0.8479500407276677	0.8379943886324555	0.5814100823603946	0.8475880170151144	0.9093130600054304	0.7602497963616617	0.8420671553986786
ENSEEET00000006849	0.8746492895284641	0.9231604670105892	0.8646936374332519	0.8713005701873473	0.5212236401484297	0.7794370531269799	0.937641415512716	0.7868585392343198	0.9113041904244727	1.0	0.8478595347995294	0.912299755633994	0.8474975110869762	0.8391709656982532	0.5868404380486922	0.9127522852746854	0.9369173680876096	0.7648655986967147	0.9050592813829306
