,ENSMFAT00000004638,ENSPTRT00000087138,ENSRROT00000032550,ENSPTRT00000085142,ENSNLET00000045344,ENSMNET00000057303,ENSGGOT00000032013,ENSNLET00000045139,ENSPPAT00000014856,ENSGGOT00000054446,ENSPPAT00000036263
ENSMFAT00000004638,1.0,0.8926380368098159,0.8946830265848671,0.8558282208588958,0.9693251533742331,1.0,0.9621676891615542,0.9427402862985685,0.8926380368098159,0.9611451942740287,0.950920245398773
ENSPTRT00000087138,0.8926380368098159,1.0,0.9192229038854806,0.8926380368098159,0.8905930470347648,0.8926380368098159,0.8926380368098159,0.878323108384458,1.0,0.8803680981595092,0.8701431492842536
ENSRROT00000032550,0.8946830265848671,0.9192229038854806,1.0,0.9049079754601227,0.8946830265848671,0.8946830265848671,0.8946830265848671,0.9294478527607362,0.9192229038854806,0.8834355828220859,0.876278118609407
ENSPTRT00000085142,0.8558282208588958,0.8926380368098159,0.9049079754601227,1.0,0.8558282208588958,0.8558282208588958,0.8537832310838446,0.8711656441717791,0.8926380368098159,0.852760736196319,0.8680981595092024
ENSNLET00000045344,0.9693251533742331,0.8905930470347648,0.8946830265848671,0.8558282208588958,1.0,0.9693251533742331,0.9642126789366053,0.9427402862985685,0.8905930470347648,0.967280163599182,0.9560327198364008
ENSMNET00000057303,1.0,0.8926380368098159,0.8946830265848671,0.8558282208588958,0.9693251533742331,1.0,0.9621676891615542,0.9427402862985685,0.8926380368098159,0.9611451942740287,0.950920245398773
ENSGGOT00000032013,0.9621676891615542,0.8926380368098159,0.8946830265848671,0.8537832310838446,0.9642126789366053,0.9621676891615542,1.0,0.9366053169734151,0.8926380368098159,0.9591002044989775,0.9488752556237219
ENSNLET00000045139,0.9427402862985685,0.878323108384458,0.9294478527607362,0.8711656441717791,0.9427402862985685,0.9427402862985685,0.9366053169734151,1.0,0.878323108384458,0.9325153374233128,0.9222903885480572
ENSPPAT00000014856,0.8926380368098159,1.0,0.9192229038854806,0.8926380368098159,0.8905930470347648,0.8926380368098159,0.8926380368098159,0.878323108384458,1.0,0.8803680981595092,0.8701431492842536
ENSGGOT00000054446,0.9611451942740287,0.8803680981595092,0.8834355828220859,0.852760736196319,0.967280163599182,0.9611451942740287,0.9591002044989775,0.9325153374233128,0.8803680981595092,1.0,0.983640081799591
ENSPPAT00000036263,0.950920245398773,0.8701431492842536,0.876278118609407,0.8680981595092024,0.9560327198364008,0.950920245398773,0.9488752556237219,0.9222903885480572,0.8701431492842536,0.983640081799591,1.0
